Code,Description,OrgCode,Parent,Stage,MonitoringCode
1020,Pension Matter,DHLTH,1003.0,4,102.0
1021,Other,DHLTH,1003.0,4,505.0
1022,Domicile Criteria in NEET,DHLTH,660.0,3,505.0
1023,Non-allocation of seats in colleges as per rank obtained,DHLTH,660.0,3,505.0
1024,Refund of security amount not in time,DHLTH,660.0,3,505.0
1025,Non allocation of seats in medical colleges as per EVS reservation policy,DHLTH,660.0,3,505.0
1026,Dental Colleges,DHLTH,660.0,3,505.0
1027,Training Institutes,DHLTH,660.0,3,505.0
1028,Vaccine Institutes,DHLTH,660.0,3,505.0
1029,Mental Health Institutes,DHLTH,660.0,3,505.0
1030,Pharmacy Institutes,DHLTH,660.0,3,505.0
1031,All India Institute of Physical Medicine and Rehabilitation,DHLTH,660.0,3,505.0
1032,All India Institute of Speech and Hearing,DHLTH,660.0,3,505.0
1033,Nursing Colleges,DHLTH,660.0,3,505.0
1034,Allegation of Corruption/ Malpractice,DHLTH,660.0,3,399.0
1035,Suggestions,DHLTH,660.0,3,2101.0
1036,Other,DHLTH,660.0,3,505.0
1037,Exorbitant fee,DHLTH,1026.0,4,505.0
1038,Improper Inspection,DHLTH,1026.0,4,505.0
1039,Stipend matters,DHLTH,1026.0,4,505.0
1040,Student migration related,DHLTH,1026.0,4,505.0
1041,Lack of facilities,DHLTH,1026.0,4,505.0
1042,Harassment of teachers/ students,DHLTH,1026.0,4,299.0
1043,Other,DHLTH,1026.0,4,505.0
1044,National Institute of Public Health Training & Research,DHLTH,1027.0,4,505.0
1045,Gandhigram Institute of Rural Health & Family Welfare Trust,DHLTH,1027.0,4,505.0
1046,National Institute of Health & Family Welfare,DHLTH,1027.0,4,505.0
1047,All India Institute of Hygiene & Public Health,DHLTH,1027.0,4,505.0
1048,National Academy of Medical Sciences,DHLTH,1027.0,4,505.0
1049,Public Health Foundation of India,DHLTH,1027.0,4,505.0
1050,"Central Research Institute, Kasauli",DHLTH,1028.0,4,505.0
1051,"BCG Vaccine Laboratory, Guindy, Chennai",DHLTH,1028.0,4,505.0
1052,"Institute of Serology, Kolkata",DHLTH,1028.0,4,505.0
1053,"Pasteur Institute of India, Tamil Nadu",DHLTH,1028.0,4,505.0
1054,NIMHANS Bangalore,DHLTH,1029.0,4,505.0
1055,"LGBRIMH, Tezpur, Assam",DHLTH,1029.0,4,505.0
1056,"Central Institute of Psychiatry, Ranchi",DHLTH,1029.0,4,505.0
1057,Inspection of Pharmacy Institutions,DHLTH,1030.0,4,505.0
1058,Approval of Pharmacy Institutions,DHLTH,1030.0,4,505.0
1059,Examination of Pharmacy Course(s),DHLTH,1030.0,4,505.0
1060,Other,DHLTH,1030.0,4,505.0
1061,"Provision of Exit Test in NMC Act,2019",DHLTH,1035.0,4,505.0
1062,Foreign Medical Graduate Examination conducted by NBE,DHLTH,1035.0,4,505.0
1063,Fee in Private Medical Colleges,DHLTH,1035.0,4,505.0
1064,Ban on Cigarettes,DHLTH,1035.0,4,505.0
1065,Assistance under Umbrella Scheme of Rashtriya Arogya Nidhi,DHLTH,661.0,3,505.0
1066,Assistance under Health Minister’s Discretionary Grant,DHLTH,661.0,3,505.0
1067,Financial Assistance for Rare Disease,DHLTH,661.0,3,505.0
1068,Other,DHLTH,661.0,3,505.0
1069,Pradhan Mantri Jan Arogya Yojna,DHLTH,662.0,3,505.0
1070,National Health Mission,DHLTH,662.0,3,505.0
1071,Employee Health Scheme,DHLTH,662.0,3,505.0
1072,Pradhan Mantri Swastha Suraksha Yojna (PMSSY),DHLTH,662.0,3,505.0
1073,National Programme for Control of Blindness Visual Impairment (NPCBVI),DHLTH,662.0,3,505.0
1074,National Programme for Prevention and Control of Deafness (NPPCD),DHLTH,662.0,3,505.0
1075,National Oral Health Programme (NOHP),DHLTH,662.0,3,505.0
1076,National Programme for Prevention and Control of Fluorosis (NPPCF),DHLTH,662.0,3,505.0
1077,National Vector Borne Disease Control Programme (NVBDCP),DHLTH,662.0,3,505.0
1078,NHM-I,DHLTH,1070.0,4,505.0
1079,NHM-II,DHLTH,1070.0,4,505.0
1080,NHM-III,DHLTH,1070.0,4,505.0
1081,NHM-IV,DHLTH,1070.0,4,505.0
1082,Employee Related,DHLTH,1078.0,5,199.0
1083,Public Health Facilities Matters,DHLTH,1078.0,5,505.0
1084,Other,DHLTH,1078.0,5,505.0
1085,Employee Related,DHLTH,1079.0,5,199.0
1086,Public Health Facilities Matters,DHLTH,1079.0,5,505.0
1087,Other,DHLTH,1079.0,5,505.0
1088,Employee Related,DHLTH,1080.0,5,199.0
1089,Public Health Facilities Matters,DHLTH,1080.0,5,505.0
1090,Other,DHLTH,1080.0,5,505.0
1091,Employee Related,DHLTH,1081.0,5,199.0
1092,Public Health Facilities Matters,DHLTH,1081.0,5,505.0
1093,Other,DHLTH,1081.0,5,505.0
1094,Medical Reimbursement Claims,DHLTH,1071.0,4,505.0
1095,Other,DHLTH,1071.0,4,505.0
1096,Relaxation of Rules,DHLTH,1094.0,5,505.0
1097,Non-passing of bills by applicants/organizations,DHLTH,1094.0,5,505.0
1098,Delay in settlement of claims,DHLTH,1094.0,5,505.0
1099,Full reimbursement cases,DHLTH,1094.0,5,505.0
1100,Other,DHLTH,1094.0,5,505.0
1101,Issues Related to New AIIMS,DHLTH,1072.0,4,505.0
1102,Upgradation of existing Government Medical Colleges(GMCs),DHLTH,1072.0,4,505.0
1103,Procurement of Medical Equipment for PMSSY Projects,DHLTH,1072.0,4,505.0
1104,Other,DHLTH,1072.0,4,505.0
1105,Disease Outbreak   ,DHLTH,663.0,3,505.0
1106,"Vector Borne Diseases (Dengue, Malaria etc.)",DHLTH,663.0,3,505.0
1107,Non-communicable Diseases,DHLTH,663.0,3,505.0
1108,Mental Health,DHLTH,663.0,3,505.0
1109,National Aids Control Organisation,DHLTH,663.0,3,505.0
1110,Reproductive and Child Health,DHLTH,663.0,3,505.0
1111,Community Health System,DHLTH,663.0,3,505.0
1112,Other,DHLTH,663.0,3,505.0
1113,NIPAH virus outbreak,DHLTH,1105.0,4,505.0
1114,AES (Chamki Bukhar),DHLTH,1105.0,4,505.0
1115,Other,DHLTH,1105.0,4,505.0
1116,Dengue,DHLTH,1106.0,4,505.0
1117,Malaria,DHLTH,1106.0,4,505.0
1118,Chikungunya,DHLTH,1106.0,4,505.0
1119,Kala- Azar (KA),DHLTH,1106.0,4,505.0
1120,Japanese Encephalitis (JE),DHLTH,1106.0,4,505.0
1121,Lymphatic Filaria (LF),DHLTH,1106.0,4,505.0
1122,Other,DHLTH,1106.0,4,505.0
1123,"Information, Education and Communication (IEC) Activities",DHLTH,1109.0,4,505.0
1124,Termination of jobs due to HlV status,DHLTH,1109.0,4,505.0
1125,Discrimination in Hospitals,DHLTH,1109.0,4,505.0
1126,Social Protection Schemes for PLI3 lVs,DHLTH,1109.0,4,505.0
1127,Employee Related,DHLTH,1109.0,4,199.0
1128,Care Support & Treatment,DHLTH,1109.0,4,505.0
1129,HIV Testing and Reporting,DHLTH,1109.0,4,505.0
1130,Research,DHLTH,1109.0,4,505.0
1131,Targeted Interventions (TI),DHLTH,1109.0,4,505.0
1132,Blood,DHLTH,1109.0,4,505.0
1133,Finance,DHLTH,1109.0,4,505.0
1134,Other,DHLTH,1109.0,4,505.0
1135,Financial Assistance to PLHlVs,DHLTH,1126.0,5,505.0
1136,Issuing ID Card/ Proof for PLHIV,DHLTH,1126.0,5,505.0
1137,Social protection and Entitlement for PLHIV,DHLTH,1126.0,5,505.0
1138,Other,DHLTH,1126.0,5,505.0
1139,Regularization,DHLTH,1127.0,5,101.0
1140,Remuneration as per 7* pay commission,DHLTH,1127.0,5,101.0
1141,Death Claim/ Life Insurance,DHLTH,1127.0,5,505.0
1142,Other,DHLTH,1127.0,5,505.0
1143,ARV stock related issues,DHLTH,1128.0,5,505.0
1144,ART side effects,DHLTH,1128.0,5,505.0
1145,Lack of space and overcrowded  ART centres,DHLTH,1128.0,5,505.0
1146,Universal Testing of Ante Natal mother,DHLTH,1129.0,5,505.0
1147,Confidentiality of HIV Testing,DHLTH,1129.0,5,505.0
1148,Mandatory HIV testing before marriage,DHLTH,1129.0,5,505.0
1149,Reuse of syringes,DHLTH,1129.0,5,505.0
1150,Other,DHLTH,1129.0,5,505.0
1151,Vaccine,DHLTH,1130.0,5,505.0
1152,Medicine,DHLTH,1130.0,5,505.0
1153,Financial Aid/ Infrastructure for Research Work,DHLTH,1130.0,5,505.0
1154,Other,DHLTH,1130.0,5,505.0
1155,Shortage of Blood,DHLTH,1132.0,5,505.0
1156,Malpractice in Blood Banks,DHLTH,1132.0,5,399.0
1157,Licencing issue,DHLTH,664.0,3,505.0
1158,Complaint regarding food products,DHLTH,664.0,3,505.0
1159,Complaint about recruitment in FSSAI,DHLTH,664.0,3,505.0
1160,Suggestions,DHLTH,664.0,3,2101.0
1161,Other,DHLTH,664.0,3,505.0
1162,Issues in Online registration,DHLTH,665.0,3,505.0
1163,e-Hospital related,DHLTH,665.0,3,505.0
1164,e-Prescription related,DHLTH,665.0,3,505.0
1165,MeraAspatal,DHLTH,665.0,3,505.0
1166,Mobile Applications related,DHLTH,665.0,3,505.0
1167,Electronic Health Records related,DHLTH,665.0,3,505.0
1168,Website Related Issues,DHLTH,665.0,3,1799.0
1169,Suggestions,DHLTH,665.0,3,2101.0
1170,Other,DHLTH,665.0,3,505.0
1171,"Allied & Healthcare Professions Bill, 2018",DHLTH,666.0,3,505.0
1172,Central Government Health Scheme,DHLTH,666.0,3,505.0
1173,Central Services (Medical Attendance) Rules,DHLTH,666.0,3,505.0
1174,Directorate General of Health Services,DHLTH,666.0,3,505.0
1175,Mental Healthcare Act 2017,DHLTH,666.0,3,505.0
1176,Nursing Personnel,DHLTH,666.0,3,505.0
1177,Pharmacy Council of India,DHLTH,666.0,3,505.0
1178,Pension,DHLTH,667.0,3,102.0
1179,Other Retirement Benefits,DHLTH,667.0,3,505.0
1180,MACP Related,DHLTH,667.0,3,505.0
1181,Allegation of Malpractice,DHLTH,667.0,3,399.0
1182,Other,DHLTH,667.0,3,505.0
1183,Delay in Pension,DHLTH,1178.0,4,102.0
1184,Delay in issuance of PPO,DHLTH,1178.0,4,102.0
1185,Mistake in pension fixation,DHLTH,1178.0,4,102.0
1186,Mistake in pension revision,DHLTH,1178.0,4,102.0
1187,Other,DHLTH,1178.0,4,505.0
1188,Delay in General Provident Fund final payment,DHLTH,1179.0,4,103.0
1189,Wrong interest calculation on General Provident Fund,DHLTH,1179.0,4,505.0
1190,Matters related to gratuity,DHLTH,1179.0,4,103.0
1191,Other,DHLTH,1179.0,4,505.0
1192,Delay in grant of MACP,DHLTH,1180.0,4,199.0
1193,Wrong pay fixed under MACP,DHLTH,1180.0,4,505.0
1194,Other,DHLTH,1180.0,4,505.0
1199,CBSE/CBSE Affiliated,DOSEL,433.0,4,1099.0
1200,KVS,DOSEL,433.0,4,1099.0
1201,NIOS,DOSEL,433.0,4,1099.0
1202,NVS,DOSEL,433.0,4,1099.0
1203,State Government Schools,DOSEL,433.0,4,1099.0
1204,Public/Pvt. Schools,DOSEL,433.0,4,1099.0
1205,NCERT,DOSEL,433.0,4,1099.0
1206,Others,DOSEL,433.0,4,1099.0
1207,CBSE/CBSE Affiliated,DOSEL,493.0,4,1099.0
1208,KVS,DOSEL,493.0,4,1099.0
1209,NIOS,DOSEL,493.0,4,1099.0
1210,NVS,DOSEL,493.0,4,1099.0
1211,State Government Schools,DOSEL,493.0,4,1099.0
1212,Public/Pvt. Schools,DOSEL,493.0,4,1099.0
1213,Others,DOSEL,493.0,4,1099.0
1214,CBSE/CBSE Affiliated,DOSEL,519.0,4,1099.0
1215,KVS,DOSEL,519.0,4,1099.0
1216,NIOS,DOSEL,519.0,4,1099.0
1217,NVS,DOSEL,519.0,4,1099.0
1218,State Government Schools,DOSEL,519.0,4,1099.0
1219,Public/Pvt. Schools,DOSEL,519.0,4,1099.0
1220,Others,DOSEL,519.0,4,1099.0
1221,External Affairs,MEAPD,,1,1901.0
1227,Death Compensation not paid while being employed,MEAPD,1221.0,3,1904.0
1228,Imprisonment due to illegal Stay in foreign country,MEAPD,1221.0,3,1905.0
1229,Transportation of Mortal remains,MEAPD,1221.0,3,1999.0
1230,Seafarers,MEAPD,1221.0,3,1999.0
1231,Whereabouts Unknown,MEAPD,1221.0,3,1999.0
1232,Stuck mid waters,MEAPD,1230.0,4,1999.0
1233,Arrest of sea crews,MEAPD,1230.0,4,1905.0
1234,Normal Fresh/ Re-issue Passport application,MEAPD,1221.0,3,1901.0
1235,Tatkaal  Passport application,MEAPD,1221.0,3,1901.0
1236,Delay in issuance Police Clearance Certificate Application,MEAPD,1221.0,3,1901.0
1237,Postal Issues (Dispatch of Passport),MEAPD,1221.0,3,1901.0
1238,Delay in  Issuance of Surrender Certificate,MEAPD,1221.0,3,1901.0
1239,Value added service delivery issues,MEAPD,1221.0,3,1901.0
1240,On Hold Passport Applications,MEAPD,1234.0,4,1901.0
1241,Appointment Issues,MEAPD,1234.0,4,1901.0
1242,Payment Refund Issues,MEAPD,1234.0,4,1901.0
1243,"Demand of extra documents by  PO/PSK/POPSK Staff, where its not required",MEAPD,1234.0,4,1901.0
1244,Policy issues,MEAPD,1234.0,4,1901.0
1245,Deletion of ECR Issues,MEAPD,1234.0,4,1901.0
1246,Change / Correction in personal particulars,MEAPD,1234.0,4,1901.0
1247,Lost/Damaged Passport,MEAPD,1234.0,4,1901.0
1248,Delay in Issuance of passport,MEAPD,1234.0,4,1901.0
1249,Complexity in Issuance of passport,MEAPD,1234.0,4,1901.0
1250,Application  on hold due to lack  of required documents.,MEAPD,1240.0,5,1901.0
1251,Application  on hold at counter B (Verifying Officer Role),MEAPD,1240.0,5,1901.0
1252,Application  on hold at counter C (Granting Role),MEAPD,1240.0,5,1901.0
1253,Police Verification Report pending,MEAPD,1240.0,5,1901.0
1254,Application granted but not printed,MEAPD,1240.0,5,1901.0
1255,Others,MEAPD,1240.0,5,1999.0
1256,Applicant visited late at PSK/POSK on the date of  appointment,MEAPD,1241.0,5,1901.0
1257,Applicant visited PSK/POPSK with SMS but without print out of ARN Sheet,MEAPD,1241.0,5,1901.0
1258,Delay in getting Appointment,MEAPD,1241.0,5,1901.0
1259,Others,MEAPD,1241.0,5,1999.0
1260,Multiple payments done with different  ARN No.,MEAPD,1242.0,5,1901.0
1261,"Multiple payments done for same ARN No. with same applicant details, if any",MEAPD,1242.0,5,1901.0
1262,Other refund issues,MEAPD,1242.0,5,1999.0
1263,Others,MEAPD,1242.0,5,1999.0
1264,Issues regarding certification of documents,MEAPD,1244.0,5,1901.0
1265,Citizenship confirmation,MEAPD,1244.0,5,1901.0
1266,File escalation to back office,MEAPD,1244.0,5,1901.0
1267,Others,MEAPD,1244.0,5,1999.0
1268,Lack of required Educational Certificates,MEAPD,1245.0,5,1901.0
1269,Lack of ITR Documents,MEAPD,1245.0,5,1901.0
1270,Lack of proof for Senior Citizens,MEAPD,1245.0,5,1901.0
1271,Nurses possessing qualifications recognized under the Indian Nursing Council Act. 1947,MEAPD,1245.0,5,1999.0
1272,"On the basis of professional Degree holders , their spouses and dependent children.",MEAPD,1245.0,5,1901.0
1273,"Problems with person’s holding Permanent Immigration Visa, such as the visas of UK, USA and Australia.",MEAPD,1245.0,5,1999.0
1274,Others,MEAPD,1245.0,5,1999.0
1275,Change in Applicant's Name,MEAPD,1246.0,5,1901.0
1276,Change in Applicant's Date of Birth  (DOB),MEAPD,1246.0,5,1901.0
1277,Change in Applicant's Place of Birth (POB),MEAPD,1246.0,5,1901.0
1278,Change in Applicant's Spouse Name,MEAPD,1246.0,5,1901.0
1279,Change in Applicant's Parents Name,MEAPD,1246.0,5,1901.0
1280,Change in Applicant's Address,MEAPD,1246.0,5,1901.0
1281,Others,MEAPD,1246.0,5,1999.0
1282,Confirmation awaited from Passport Office,MEAPD,1247.0,5,1901.0
1283,Confirmation awaited from Missions/Posts abroad,MEAPD,1247.0,5,1901.0
1284,FIR confirmation awaited,MEAPD,1247.0,5,1901.0
1285,Pending in the Ministry,MEAPD,1247.0,5,1901.0
1286,Others,MEAPD,1247.0,5,1999.0
1287,Delay due to police verification,MEAPD,1248.0,5,1901.0
1288,If Government Servant's application put on PRE-PV despite NOC,MEAPD,1248.0,5,1901.0
1289,Relating to Minor on PRE-PV,MEAPD,1248.0,5,1901.0
1290,Adverse PVR,MEAPD,1248.0,5,1901.0
1291,Request for additional documents,MEAPD,1248.0,5,1901.0
1292,Other reasons,MEAPD,1248.0,5,1999.0
1293,Impounded Passport,MEAPD,1249.0,5,1901.0
1294,Revoked  Passport,MEAPD,1249.0,5,1901.0
1295,Suspended Passport,MEAPD,1249.0,5,1901.0
1296,Damaged Passport,MEAPD,1249.0,5,1901.0
1297,Lost Passport,MEAPD,1249.0,5,1901.0
1298,Court cases,MEAPD,1249.0,5,1901.0
1299,Others,MEAPD,1249.0,5,1999.0
1300,Tatkaal fee collected but service not rendered,MEAPD,1235.0,4,1901.0
1301,File put on Hold for police verification,MEAPD,1235.0,4,1901.0
1302,Others,MEAPD,1235.0,4,1999.0
1303,On the basis of Police Verification Report of previous passport.,MEAPD,1236.0,4,1901.0
1304,No Police Verification,MEAPD,1236.0,4,1901.0
1305,Pre Police Verification,MEAPD,1236.0,4,1901.0
1306,Others,MEAPD,1236.0,4,1999.0
1307,Return Undelivered,MEAPD,1237.0,4,1901.0
1308,Delivered at Incorrect address,MEAPD,1237.0,4,1901.0
1309,Delay in Delivery,MEAPD,1237.0,4,1901.0
1310,Others,MEAPD,1237.0,4,1999.0
1311,SMS service,MEAPD,1239.0,4,1901.0
1312,Passport Cover,MEAPD,1239.0,4,1901.0
1313,Others,MEAPD,1239.0,4,1999.0
1314,Indian Community Welfare Fund (ICWF) Related,MEAPD,1221.0,3,1999.0
1315,Pravasi Bharatiya Bima Yojana (PBBY) Related,MEAPD,1221.0,3,1999.0
1322,Marital Dispute with NRI/PIO,MEAPD,1221.0,3,1999.0
1323,Student Related (Grievances of indian students abroad),MEAPD,1221.0,3,1999.0
1324,NRI/PIO Related issues,MEAPD,1221.0,3,1999.0
1325,Domestic Violence/ Dowry Harassment,MEAPD,1322.0,4,204.0
1326,Desertion/ Abandonment,MEAPD,1322.0,4,1901.0
1327,Maintence Amount Not Received,MEAPD,1322.0,4,204.0
1328,Ex-Parte Divorce,MEAPD,1322.0,4,204.0
1329,Grievances of Indian Spouse residing Abroad,MEAPD,1322.0,4,1999.0
1330,If the accused holds Indian Passport,MEAPD,1325.0,5,1901.0
1331,If the accused does not hold Indian Passport,MEAPD,1325.0,5,1901.0
1332,If the accused holds Indian Passport,MEAPD,1326.0,5,1901.0
1333,If the accused does not hold Indian Passport,MEAPD,1326.0,5,1901.0
1334,If the accused holds Indian Passport,MEAPD,1327.0,5,1901.0
1335,If the accused does not hold Indian Passport,MEAPD,1327.0,5,1901.0
1336,If the accused holds Indian Passport,MEAPD,1328.0,5,1901.0
1337,If the accused does not hold Indian Passport,MEAPD,1328.0,5,1901.0
1338,Property related issues,MEAPD,1324.0,4,1999.0
1339,Matter related to OCI Card Holders,MEAPD,1324.0,4,1901.0
1340,Illegal Agent Related,MEAPD,1221.0,3,1901.0
1341,Petroleum and Natural Gas,MPANG,,1,599.0
1342,Petrol Pump related,MPANG,1341.0,2,599.0
1343,"Price Related (Increase of price of petrol, diesel, LPG & Kerosene)",MPANG,1341.0,2,599.0
1344,Appointment,MPANG,1341.0,2,101.0
1345,LPG/LPG Agency related,MPANG,1341.0,2,599.0
1346,CNG related,MPANG,1341.0,2,599.0
1347,PNG related,MPANG,1341.0,2,599.0
1348,Tender Related,MPANG,1341.0,2,599.0
1349,Safety Issues Related,MPANG,1341.0,2,599.0
1350,Employee / service related,MPANG,1341.0,2,101.0
1351,Pension Related,MPANG,1341.0,2,102.0
1352,"Corruption related (VCs, employees)",MPANG,1341.0,2,305.0
1353,Policy Related,MPANG,1341.0,2,599.0
1354,Refinery Related,MPANG,1341.0,2,599.0
1355,Exploration,MPANG,1341.0,2,599.0
1356,Petrol Pump Allotment Related Issues,MPANG,1341.0,2,599.0
1357,Complaint against commissioning of new Petrol Pumps,MPANG,1356.0,3,599.0
1358,Non selection of applicant,MPANG,1356.0,3,599.0
1359,Complaint against allottee,MPANG,1356.0,3,599.0
1360,Allotment of COCO,MPANG,1356.0,3,599.0
1362,Misbahaviour by owner of RO with employees,MPANG,1356.0,3,599.0
1363,Resitement matter,MPANG,1342.0,3,599.0
1364,Reconstitution matter,MPANG,1342.0,3,599.0
1365,Land related issues,MPANG,1356.0,3,699.0
1366,Adultrated supply of Petrol / Diesel,MPANG,1342.0,3,599.0
1367,Less supply of Petrol / Diesel,MPANG,1342.0,3,599.0
1368,Over charging for Petrol / Diesel,MPANG,1342.0,3,599.0
1369,Facility for e-payment not available,MPANG,1342.0,3,599.0
1370,Non availability of Air/Water/Washroom etc.,MPANG,1342.0,3,599.0
1371,Misbahaviour by employee of Petrol Pump with customer,MPANG,1342.0,3,599.0
1372,Others,MPANG,1342.0,3,1799.0
1373,Complaints against Directors /CMD /MD,MPANG,1344.0,3,599.0
1374,Shortlisting of candidates,MPANG,1344.0,3,101.0
1375,Representation against PESB's recommendation,MPANG,1344.0,3,199.0
1376,Forwarding of application to PESB,MPANG,1344.0,3,599.0
1377,Non Offical Independent Directors,MPANG,1344.0,3,599.0
1378,Others,MPANG,1344.0,3,1799.0
1379,Representation against appointment,MPANG,1344.0,3,101.0
1380,Shortlising procedure,MPANG,1344.0,3,599.0
1381,Non receipt of Subsidy/Delay receipt of subsidy,MPANG,1345.0,3,599.0
1382,Non home delivery or Delay delivery of cylinder/Less weight of cylinder delivered/Not carrying weight machine,MPANG,1345.0,3,599.0
1383,Overcharging /Problem with delivery boy LPG,MPANG,1345.0,3,599.0
1384,Blackmarketing of LPG refill / Misuse of domestic LPG cylinder,MPANG,1345.0,3,305.0
1385,Complaint against distributor/Distributor's Staff related issues/Delivery Boy,MPANG,1345.0,3,599.0
1386,Non receipt of claim by LPG cylinder blast accident vicitims/Not handling gas leakage problem,MPANG,1345.0,3,599.0
1387,Online Refill Booking/App Booking/Online Payment issues/Cancellation of LPG refill,MPANG,1345.0,3,599.0
1388,Online Fake Website,MPANG,1345.0,3,1799.0
1389,Mandaotry inspection/inspection Charges,MPANG,1345.0,3,599.0
1390,Iner Company Customer Transfer/LPG connection transfer,MPANG,1345.0,3,599.0
1391,New LPG distributorship/Direct allotment of LPG distributorship,MPANG,1345.0,3,599.0
1392,LPG draw Selection complaint/LPG re draw selection complaint,MPANG,1345.0,3,599.0
1393,Cancellation of LPG Distributorship,MPANG,1345.0,3,599.0
1394,Shifiting of Godown/Showroom of LPG distributor,MPANG,1345.0,3,599.0
1395,Normal New LPG Connection,MPANG,1345.0,3,599.0
1396,Issues related to PMUY,MPANG,1345.0,3,801.0
1397,Others/Miscellaneous,MPANG,1345.0,3,1799.0
1398,Over charging for CNG,MPANG,1346.0,3,599.0
1399,Misbahaviour by employee of CNG station,MPANG,1346.0,3,599.0
1400,Digital payment,MPANG,1346.0,3,599.0
1401,Long waitig time at CNG Stations,MPANG,1346.0,3,599.0
1402,Others,MPANG,1346.0,3,1799.0
1403,Delay in installation of new connection,MPANG,1347.0,3,599.0
1404,Faulty meter of PNG,MPANG,1347.0,3,599.0
1405,Over charging at the time new connection installation,MPANG,1347.0,3,599.0
1406,Billing issues,MPANG,1347.0,3,599.0
1407,Others,MPANG,1347.0,3,1799.0
1408,Violation of tender policies,MPANG,1348.0,3,599.0
1409,No due consideration to MSME companies,MPANG,1348.0,3,599.0
1410,Pricing matters,MPANG,1348.0,3,599.0
1411,Tender closing date,MPANG,1348.0,3,599.0
1412,Oil and gas leakage,MPANG,1349.0,3,599.0
1413,Fire incidents,MPANG,1349.0,3,599.0
1414,Appointment / Transfer / Promotion / Resignation related,MPANG,1350.0,3,101.0
1415,Pending Payment of any type of bills / dues,MPANG,1350.0,3,599.0
1416,Misbehaviour/ Harassment by any Officer / Official,MPANG,1350.0,3,299.0
1417,Allegation of discrirnination against SC/ST Officers / Officials,MPANG,1350.0,3,305.0
1418,Allegation of Corruption / Bribery charges,MPANG,1350.0,3,305.0
1419,Complaints of Sexual harassment,MPANG,1350.0,3,299.0
1420,Others,MPANG,1350.0,3,1799.0
1421,Pension Related (PPO No.),MPANG,1351.0,3,102.0
1422,Adding beneficiary in PPO,MPANG,1351.0,3,102.0
1423,Pension not started / Pension stopped,MPANG,1351.0,3,102.0
1424,Revision of Pension,MPANG,1351.0,3,102.0
1425,Miscalculation of Pension,MPANG,1351.0,3,102.0
1426,Family Pension related issue,MPANG,1351.0,3,102.0
1427,Others,MPANG,1351.0,3,1799.0
1428,Employee Related Case / PSU / Agency  Related,MPANG,1352.0,3,101.0
1429,Policy matters related to bio-fuels,MPANG,1353.0,3,599.0
1430,Policy matter related to import of crude oil (Refinery) and petroleum products,MPANG,1353.0,3,599.0
1431,Refining capacity Related,MPANG,1354.0,3,599.0
1432,Complaint against PSU,MPANG,1354.0,3,599.0
1433,Security related to refinery,MPANG,1354.0,3,599.0
1434,Refinery issue,MPANG,1354.0,3,599.0
1435,Others,MPANG,1354.0,3,1799.0
1436,Land Accquisation,MPANG,1355.0,3,603.0
1437,Contracts Related,MPANG,1355.0,3,599.0
1438,Leakage Related,MPANG,1355.0,3,599.0
1439,Recuritment Related,MPANG,1355.0,3,101.0
1440,Others,MPANG,1355.0,3,1799.0
1441,Others,MEAPD,1221.0,2,1999.0
1442,Civil Aviation,MOCAV,,1,599.0
1443,Airlines Related,MOCAV,1442.0,2,
1444,Regional scheme,MOCAV,1442.0,2,
1445,"Employee related service Matters (Incl Ex employees, pensions and HR issues)",MOCAV,1442.0,2,
1446,AAIB Related,MOCAV,1442.0,2,
1447,Railway Safety Matters,MOCAV,1442.0,2,
1448,Passenger Issues for Pawan Hans Helicopter Ltd.,MOCAV,1442.0,2,
1449,Aiport Related issues,MOCAV,1442.0,2,
1450,University Related Matters,MOCAV,1442.0,2,
1451,Tariff and Finance regulation issues,MOCAV,1442.0,2,
1452,Passenger harassment,MOCAV,1442.0,2,
1453,Other DGCA matters,MOCAV,1442.0,2,
1454,Aiport Security matters,MOCAV,1442.0,2,
1455,Economic Reguation matters,MOCAV,1442.0,2,
1456,Air India,MOCAV,1443.0,3,
1457,Other Airlines,MOCAV,1443.0,3,599.0
1458,Airport Services,MOCAV,1456.0,4,
1459,Delays/Cancellations,MOCAV,1456.0,4,
1460,Inflight Services,MOCAV,1456.0,4,
1461,On-Board Engineering Services (AIESL),MOCAV,1456.0,4,
1462,On Line Booking (ECOPG),MOCAV,1456.0,4,
1463,Air India Call Centre(PGCLC),MOCAV,1456.0,4,
1464,Frequent Flyer Programme(PGFFP),MOCAV,1456.0,4,
1465,Air India Engineering Services Ltd.) - AIESL,MOCAV,1456.0,4,
1466,Air India Air Transport Services Ltd) - AITSL,MOCAV,1456.0,4,
1467,Hotel Corporation of India),MOCAV,1456.0,4,
1468,AI Express,MOCAV,1456.0,4,
1469,Airline Allied Services,MOCAV,1456.0,4,
1470,CARGO Related,MOCAV,1456.0,4,
1471,AI Medical Related,MOCAV,1456.0,4,
1472,Staff Behaviour,MOCAV,1458.0,5,299.0
1473,Announcements/Displays,MOCAV,1458.0,5,599.0
1474,Check-in Waiting,MOCAV,1458.0,5,599.0
1475,Denied Boarding,MOCAV,1458.0,5,599.0
1476,Lounge Facilities,MOCAV,1458.0,5,599.0
1477,Wheelchair/Facilitation,MOCAV,1458.0,5,599.0
1478,Others,MOCAV,1458.0,5,599.0
1479,Delay/Cancellation update,MOCAV,1459.0,5,599.0
1480,Absence of Advance Information,MOCAV,1459.0,5,599.0
