Id,OrgCode,FinalCategory,Destination
2938,DORLD,5121,NREGA
2939,DORLD,5122,NREGA
2940,DORLD,5123,NREGA
2941,DORLD,5124,NREGA
2942,DORLD,5125,NREGA
2943,DORLD,5126,NREGA
2944,DORLD,5127,NREGA
2945,DORLD,5128,NREGA
2946,DORLD,5129,NREGA
2947,DORLD,5130,NREGA
2948,DORLD,5131,NREGA
2949,DORLD,5132,NREGA
2950,DORLD,5133,NREGA
2951,DORLD,5134,NREGA
2952,DORLD,5135,NREGA
2953,DORLD,5136,NREGA
2954,DORLD,5137,NREGA
2955,DORLD,5138,NREGA
2956,DORLD,5139,NREGA
2957,DORLD,5140,NREGA
2958,DORLD,5141,NREGA
2959,DORLD,5142,NREGA
2960,DORLD,5143,NREGA
2961,DORLD,5144,NREGA
2962,DORLD,5145,NREGA
2963,DORLD,5193,RDNSP
2964,DORLD,5194,RDNSP
2965,DORLD,5196,RDNSP
2966,DORLD,5197,RDNSP
2967,DORLD,5199,RDNSP
2968,DORLD,5200,RDNSP
2969,DORLD,5201,RDNSP
2970,DORLD,5202,RDNSP
2971,DORLD,5203,RDNSP
2972,DORLD,5204,RDNSP
2973,DORLD,5191,RDNSP
2974,DORLD,5192,RDNSP
2975,DORLD,5208,SAGYU
2976,DORLD,5209,SAGYU
2977,DORLD,5210,SAGYU
2979,DORLD,5213,USRUR
2980,DORLD,5222,RDRL1
2981,DORLD,5223,RDRL1
2982,DORLD,5224,RDRL1
2983,DORLD,5225,RDRL1
2984,DORLD,5226,RDRL1
2985,DORLD,5227,RDRL1
2986,DORLD,5228,RDRL1
2987,DORLD,5229,RDRL1
2988,DORLD,5230,RDRL1
2989,DORLD,5231,RDRL1
2990,DORLD,5232,RDRL1
2991,DORLD,5233,RDRL1
2992,DORLD,5234,RDRL1
2993,DORLD,5235,RDRL1
2994,DORLD,5236,RDRL1
2995,DORLD,5237,RDRL1
2996,DORLD,5238,RDRL1
2997,DORLD,5239,RDRL1
2998,DEPOJ,5271,JSJII
2999,DEPOJ,5272,JSJII
3000,DEPOJ,5273,JSJII
3001,DEPOJ,5274,JSJII
3002,DEPOJ,5275,JSJII
3003,DEPOJ,5276,JSJII
3004,DEPOJ,5277,JSJII
3005,DEPOJ,5278,JSJII
3006,DEPOJ,5279,JSAKG
3007,DEPOJ,5280,JSAKG
3008,DEPOJ,5281,JSAKG
3009,DEPOJ,5282,JSAKG
3010,DEPOJ,5283,JSRKK
3011,DEPOJ,5284,JSRKK
3012,DEPOJ,5285,JSRKK
3013,DEPOJ,5286,JSRKK
3014,DEPOJ,5287,JSRKK
3015,DEPOJ,5288,JSSCB
3016,DEPOJ,5289,JSSCB
3017,DEPOJ,5290,JSSCB
3018,DEPOJ,5291,JSSCB
3019,DEPOJ,5292,JSSCB
3020,DEPOJ,5267,JSSCB
3021,DEPOJ,5268,JSSCB
3022,DEPOJ,5269,JSSCB
3023,DEPOJ,5270,JSSCB
3024,DCOYA,5312,CRCMA
3025,DCOYA,5313,DCOYA
3026,DCOYA,5331,CL1SE
3027,DCOYA,5332,CLSII
3028,DCOYA,5333,CLSII
3029,DCOYA,5334,CLSII
3030,DCOYA,5335,CLSII
3031,DCOYA,5336,CLSII
3032,DCOYA,5337,CLSII
3033,DCOYA,5338,DCOYA
3034,DCOYA,5339,CLIII
3035,DCOYA,5340,CLSIV
3036,DCOYA,5341,POLYS
3037,DCOYA,5342,POLYS
3038,DCOYA,5343,POLYS
3039,DCOYA,5344,CLVII
3040,DCOYA,5345,CLVII
3041,DCOYA,5346,INSOL
3042,DCOYA,5347,INSOL
3043,DCOYA,5348,INSOL
3044,DCOYA,5349,INSOL
3045,DCOYA,5350,INSOL
3046,DCOYA,5351,IBBID
3047,DCOYA,5352,DCOYA
3048,DCOYA,5353,PISEC
3049,DCOYA,5354,PISEC
3050,DCOYA,5355,DCOYA
3051,DCOYA,5357,CSRDN
3052,DCOYA,5358,CSRDN
3053,DCOYA,5359,DCOYA
3054,DCOYA,5360,CCIDN
3055,DCOYA,5361,CCIDN
3056,DCOYA,5301,NFRAD
3057,DCOYA,5362,IEPFA
3058,DCOYA,5363,IEPFA
3059,DCOYA,5364,IEPFA
3060,DCOYA,5365,IEPFA
3061,DCOYA,5366,IEPFA
3062,DCOYA,5367,SIEPF
3063,DCOYA,5368,SFIOS
3064,DCOYA,5369,SFIOS
3065,DCOYA,5383,IICAM
3066,DCOYA,5385,DCOYA
3067,DCOYA,5386,IICAS
3068,DCOYA,5387,IICAS
3069,DCOYA,5372,NCLTD
3070,DCOYA,5373,NCLAT
3071,DCOYA,5394,ADMNI
3072,DCOYA,5395,ADMII
3073,DCOYA,5396,AMIII
3074,DCOYA,5397,ADMIV
3075,DCOYA,5398,DCOYA
3076,DCOYA,5399,ADMNI
3077,DCOYA,5400,ADMII
3078,DCOYA,5401,AMIII
3079,DCOYA,5402,ADMIV
3080,DCOYA,5403,DCOYA
3081,DCOYA,5404,ADMNI
3082,DCOYA,5405,ADMII
3083,DCOYA,5406,AMIII
3084,DCOYA,5407,ADMIV
3085,DCOYA,5408,DCOYA
3086,DCOYA,5391,VIGL1
3087,DCOYA,5392,DCOYA
3088,DCOYA,5393,GENES
3089,DCOYA,5377,MCA21
3090,DCOYA,5378,MCA21
3091,DCOYA,5379,DCOYA
3092,DCOYA,5380,RDNRE
3093,DCOYA,5381,DCOYA
3094,DCOYA,5382,COMPC
3095,DCOYA,5309,HINVI
3096,DCOYA,5311,DCOYA
3097,DOWCD,5490,DIV05
3098,DOWCD,5491,DIV05
3099,DOWCD,5492,DIV05
3101,DOWCD,5494,DIV05
3102,DOWCD,5495,DIV05
3103,DOWCD,5425,DIV19
3104,DOWCD,5496,DIV18
3105,DOWCD,5497,DIV18
3106,DOWCD,5428,DIV02
3107,DOWCD,5498,DIV09
3108,DOWCD,5499,DIV09
3109,DOWCD,5500,DIV09
3110,DOWCD,5501,DIV09
3111,DOWCD,5502,DIV09
3112,DOWCD,5503,DIV09
3113,DOWCD,5504,DIV13
3115,DOWCD,5507,DIV15
3116,DOWCD,5508,DIV11
3117,DOWCD,5509,DIV04
3119,DOWCD,5510,DIV06
3120,DOWCD,5512,DIV21
3121,DOWCD,5513,DIV26
3123,DOWCD,5514,DIV07
3124,DOWCD,5516,DIV07
3125,DOWCD,5517,DIV03
3126,DOWCD,5519,DIV03
3127,DOWCD,5520,DIV03
3128,DOWCD,5521,DIV03
3130,DOWCD,5522,DIV03
3131,DOWCD,5523,DIV01
3132,DOWCD,5525,DIV01
3133,DOWCD,5436,NCPCR
3134,DOWCD,5437,NCPCR
3135,DOWCD,5439,CARAD
3136,DOWCD,5441,CARAD
3137,DOWCD,5416,CSWBD
3138,DOWCD,5417,FNBOA
3139,DOWCD,5418,RMKOS
3141,DOWCD,5444,NIPCD
3142,DOWCD,5446,NIPCD
3143,DOWCD,5420,DIV16
3144,DOWCD,5448,NCWOM
3145,DOWCD,5449,NCWOM
3146,DOWCD,5450,NCWOM
3147,DOWCD,5451,NCWOM
3148,DOWCD,5453,NCWOM
3149,DOWCD,5454,NCWOM
3150,DOWCD,5455,NCWOM
3151,DOWCD,5456,NCWOM
3152,DOWCD,5458,NCWOM
3153,DOWCD,5459,NCWOM
3154,DOWCD,5461,NCWOM
3155,DOWCD,5462,NCWOM
3156,DOWCD,5464,NCWOM
3157,DOWCD,5465,NCWOM
3158,DOWCD,5469,DIV24
3159,DOWCD,5470,DIV24
3160,DOWCD,5527,DIV14
3161,DOWCD,5528,DIV14
3162,DOWCD,5529,DIV10
3163,DOWCD,5532,DIV10
3164,DOWCD,5533,DIV10
3165,DOWCD,5534,DIV10
3166,DOWCD,5535,DIV10
3168,DOWCD,5474,DIV20
3169,DOCAF,5473,BICAF
3170,DOCAF,5475,BICAF
3171,DOCAF,5476,BICAF
3172,DOCAF,5477,BICAF
3173,DOCAF,5478,BICAF
3174,DOCAF,5479,BICAF
3175,DOCAF,5480,BICAF
3176,DOCAF,5481,BQCAF
3177,DOCAF,5482,BQCAF
3178,DOCAF,5483,BQCAF
3179,DOCAF,5484,CWCAF
3180,DOCAF,5485,CWCAF
3181,DOCAF,5486,CWCAF
3182,DOCAF,5487,CPCAF
3183,DOCAF,5488,CPCAF
3184,DOCAF,5489,CPCAF
3185,DOCAF,5493,CPCAF
3186,DOCAF,5505,CPCAF
3187,DOCAF,5506,ECCAF
3188,DOCAF,5511,ECCAF
3189,DOCAF,5515,ECCAF
3190,DOCAF,5518,ECCAF
3191,DOCAF,5524,ECCAF
3192,DOCAF,5526,EMCAF
3193,DOCAF,5530,EMCAF
3194,DOCAF,5531,EMCAF
3195,DOCAF,5536,ESCAF
3196,DOCAF,5537,ESCAF
3197,DOCAF,5538,ESCAF
3198,DOCAF,5539,ESCAF
3199,DOCAF,5540,ESCAF
3200,DOCAF,5541,ESCAF
3201,DOCAF,5542,ESCAF
3202,DOCAF,5543,ESCAF
3203,DOCAF,5544,ESCAF
3204,DOCAF,5545,ESCAF
3205,DOCAF,5546,GECAF
3206,DOCAF,5547,GECAF
3207,DOCAF,5548,GECAF
3208,DOCAF,5549,GECAF
3209,DOCAF,5550,ITCAF
3210,DOCAF,5551,ITCAF
3211,DOCAF,5552,LMCAF
3212,DOCAF,5553,LMCAF
3213,DOCAF,5554,LMCAF
3214,DOCAF,5555,LMCAF
3215,DOCAF,5556,NTCAF
3216,DOCAF,5557,NTCAF
3217,DOCAF,5558,NTCAF
3218,DOCAF,5559,NTCAF
3219,DOCAF,5560,NTCAF
3220,DOCAF,5561,NTCAF
3221,DOCAF,5562,NTCAF
3222,DOCAF,5563,NTCAF
3223,DOCAF,5564,PCCAF
3224,DOCAF,5565,PCCAF
3225,DOCAF,5566,PCCAF
3226,DOCAF,5567,PCCAF
3227,DOCAF,5568,PMCAF
3228,DOCAF,5569,PMCAF
3229,DOCAF,5570,PMCAF
3230,DOCAF,5571,PUCAF
3231,DOCAF,5572,PUCAF
3232,DOCAF,5573,PUCAF
3233,DOCAF,5574,PUCAF
3234,DOCAF,5575,PUCAF
3235,DOCAF,5576,DOCA1
3236,DOCAF,5577,DOCA1
3237,DOCAF,5578,DOCA1
3238,DOCAF,5579,DOCA1
3239,DOCAF,5580,DOCA1
3240,DOCAF,5581,DOCA1
3241,DOCAF,5582,VICAF
3242,DOCAF,5583,VICAF
3243,DOCAF,5584,VICAF
3244,DOCAF,5585,VICAF
3246,DOCAF,5468,DOCAF
3248,ARNPG,6263,ARPG4
3250,ARNPG,6264,ARPGN
3251,ARNPG,6268,USGP2
3252,ARNPG,6273,ARPGP
3253,ARNPG,6267,USKN1
3254,ARNPG,6274,ARPG3
3256,ARNPG,6265,ARCDV
3258,ARNPG,6266,ARPGO
3260,ARNPG,6269,ARPGI
3262,ARNPG,6270,ARDND
3264,ARNPG,6271,ARDND
3266,ARNPG,6272,ARNPG
3298,DATOM,7011,DATOM
3299,UIDAI,7721,AUT15
3300,DATOM,7019,DATOM
3301,UIDAI,7723,AUT15
3302,DATOM,7042,DATOM
3303,UIDAI,7754,ESD16
3304,DATOM,7043,DATOM
3305,UIDAI,7762,LOG13
3306,DATOM,7044,DATOM
3307,UIDAI,7764,FII13
3308,DATOM,7045,DATOM
3309,UIDAI,7766,FII13
3310,UIDAI,7776,UIDAI
3311,UIDAI,7795,LOG14
3312,DATOM,7047,DATOM
3313,UIDAI,7797,LOG14
3314,DATOM,7048,DATOM
3315,UIDAI,7801,LOG14
3316,DATOM,7049,DATOM
3317,UIDAI,7811,TECH1
3318,DATOM,7050,DATOM
3319,UIDAI,7822,ROB13
3320,DATOM,7051,DATOM
3321,UIDAI,7824,ROB13
3322,DATOM,7052,DATOM
3323,UIDAI,7836,TECH1
3324,DATOM,7053,DATOM
3325,UIDAI,7838,TECH1
3326,DATOM,7054,DATOM
3327,UIDAI,8011,ENFHQ
3328,DATOM,7055,DATOM
3329,UIDAI,8362,TECH1
3330,DATOM,7056,DATOM
3331,UIDAI,7722,AUT15
3332,DATOM,7057,DATOM
3333,UIDAI,7755,ESD16
3334,DATOM,7058,DATOM
3335,UIDAI,7765,FII13
3336,DATOM,7059,DATOM
3337,UIDAI,7798,LOG14
3338,DATOM,7060,DATOM
3339,UIDAI,7813,TECH1
3340,DATOM,7061,DATOM
3341,UIDAI,7835,TECH1
3342,DATOM,7062,DATOM
3343,UIDAI,7954,FII13
3344,DATOM,7063,DATOM
3345,UIDAI,7683,ENFHQ
3346,DATOM,7064,DATOM
3347,UIDAI,7763,LOG13
3348,DATOM,7065,DATOM
3349,UIDAI,7802,LOG14
3350,DATOM,7066,DATOM
3351,UIDAI,7837,TECH1
3352,DATOM,7067,DATOM
3353,UIDAI,7724,AUT15
3354,DATOM,7068,DATOM
3355,UIDAI,7823,ROB13
3356,DATOM,7069,DATOM
3357,UIDAI,7796,LOG14
3358,DATOM,7070,DATOM
3359,UIDAI,8329,LOG14
3360,DATOM,7071,DATOM
3361,DMAFF,9594,PSUS1
3362,DATOM,7072,DATOM
3363,DMAFF,7636,USWKS
3364,DATOM,7073,DATOM
3365,DMAFF,7638,USWKS
3366,DATOM,7074,DATOM
3367,DMAFF,7639,USWKS
3368,DATOM,7075,DATOM
3369,DMAFF,7641,USWKS
3370,DATOM,7076,DATOM
3371,DMAFF,7643,USWKS
3372,DATOM,7077,DATOM
3373,DMAFF,7645,USWKS
3374,DATOM,7080,DATOM
3375,DMAFF,7646,IDSD2
3376,DATOM,7081,DATOM
3377,DMAFF,7648,IDSD2
3378,DATOM,7082,DATOM
3379,DMAFF,7650,IDSD2
3380,DATOM,7083,DATOM
3381,DMAFF,7652,IDSD2
3382,DATOM,7086,DATOM
3383,DMAFF,7654,IDSD2
3384,DATOM,7088,DATOM
3385,DMAFF,16530,DTEPC
3386,DATOM,7089,DATOM
3387,DMAFF,7662,DPS00
3388,DATOM,7090,DATOM
3389,DMAFF,7664,DWKS0
3390,DATOM,7094,DATOM
3391,DMAFF,7666,ADM00
3392,DATOM,7108,DATOM
3393,DMAFF,9593,PSDMA
3394,DATOM,7110,DATOM
3395,DMAFF,7637,USWKS
3396,DATOM,7111,DATOM
3397,DMAFF,7640,USWKS
3398,DATOM,7115,DATOM
3399,DMAFF,7644,USWKS
3400,DATOM,7117,DATOM
3401,DMAFF,7647,IDSD2
3402,DMAFF,7649,IDSD2
3403,DMAFF,7651,IDSD2
3404,DATOM,7120,DATOM
3405,DMAFF,16529,DAV00
3406,DATOM,7121,DATOM
3407,DMAFF,7663,DTEPM
3408,DATOM,7123,DATOM
3409,DMAFF,7667,DACT0
3410,DATOM,7125,DATOM
3411,DMAFF,17228,USWKS
3412,DMAFF,7642,USWKS
3413,DMAFF,9596,USWKS
3414,DMAFF,7653,IDSD2
3415,DMAFF,7661,ORG00
3416,DATOM,7126,DATOM
3417,DMAFF,9595,PSUS1
3418,DMAFF,7665,DGIS0
3419,DMAFF,9597,AHQVB
3420,MMINE,7107,MMINE
3421,DMAFF,7715,AWES1
3422,MMINE,7095,REVCE
3423,DMAFF,7717,AWES1
3424,MMINE,7136,VIGMI
3425,DMAFF,7719,DVAG2
3426,MMINE,7137,VIGMI
3427,DMAFF,7725,ADGH4
3428,MMINE,7150,ESWIT
3429,DMAFF,7732,PMAG2
3430,MMINE,7149,ESWIT
3431,DMAFF,7734,PMAG2
3432,MMINE,7151,ICICT
3433,DMAFF,7736,PMAG2
3434,MMINE,7138,CPAOM
3435,DMAFF,7738,JAGA2
3436,MMINE,7139,CPAOM
3437,DMAFF,7740,JAGA2
3438,MMINE,7152,MCASH
3439,DMAFF,8014,RTGA2
3440,MMINE,7153,MCASH
3441,DMAFF,8016,DVAG2
3442,MMINE,7155,MINE4
3443,DMAFF,8019,RTGA2
3444,MMINE,7157,MINE4
3445,DMAFF,8021,JTTRG
3446,MMINE,7172,MINE4
3447,DMAFF,8023,GSART
3448,MMINE,7158,MINE4
3449,DMAFF,8025,GSART
3450,MMINE,7163,MINVI
3451,DMAFF,7694,GSVCH
3452,MMINE,7156,MINE4
3453,DMAFF,7794,GSIIS
3454,MMINE,7173,MCASH
3455,DMAFF,7716,AWES1
3456,MMINE,7175,CPAOM
3457,DMAFF,7720,DVAG2
3458,MMINE,7184,VIGMI
3459,DMAFF,7733,PMAG2
3460,MMINE,7191,MINEV
3461,DMAFF,7737,PMAG2
3462,MMINE,7168,MINVI
3463,DMAFF,8013,RTGA2
3464,MMINE,7167,MINVI
3465,DMAFF,8018,RTGA2
3466,MMINE,7162,MINVI
3467,DMAFF,8022,JTTRG
3468,MMINE,7161,MINEV
3469,DMAFF,8026,GSART
3470,MMINE,7165,MINVI
3471,DMAFF,7714,AWES1
3472,MMINE,7159,MINEV
3473,DMAFF,7726,ADGH4
3474,MMINE,7160,MINEV
3475,DMAFF,7739,JAGA2
3476,MMINE,7170,NMETC
3477,DMAFF,8020,RTGA2
3478,MMINE,7183,IBMIN
3479,DMAFF,7793,GSIIS
3480,MMINE,7112,MECLT
3481,DMAFF,7735,PMAG2
3482,MMINE,7116,GSIND
3483,DMAFF,8024,GSART
3484,MMINE,7122,IBMIN
3485,DMAFF,8015,DVAG2
3486,MMINE,7124,IBMIN
3487,DMAFF,7718,DVAG2
3488,MMINE,7127,NALCO
3489,DMAFF,8029,USOD2
3490,MMINE,7128,NALCO
3491,DMAFF,8034,USOD2
3492,MMINE,7129,META2
3493,DMAFF,16645,USOD2
3494,MMINE,7130,META2
3495,DMAFF,7816,MOVUS
3496,MMINE,7131,HCLTD
3497,DMAFF,7818,MOVUS
3498,MMINE,7132,HCLTD
3499,DMAFF,7825,MOVUS
3500,MMINE,7133,JNARD
3501,DMAFF,7827,MOVUS
3502,MMINE,7134,NIRMM
3503,DMAFF,7829,MOVUS
3504,MMINE,7141,ESTTB
3505,DMAFF,8340,MOVUS
3506,MMINE,7142,ESTTB
3507,DMAFF,7839,DQSUS
3508,MMINE,7143,ESTTB
3509,DMAFF,7841,DQSUS
3510,MMINE,7145,ESTTB
3511,DMAFF,7843,DQSUS
3512,MMINE,7146,ESTTB
3513,DMAFF,7845,DQSUS
3514,MMINE,7147,ESTTB
3515,DMAFF,7847,DQSUS
3516,MMINE,7148,ESTTB
3517,DMAFF,7849,DQSUS
3518,MMINE,7178,MECLT
3519,DMAFF,7851,DQSUS
3520,MMINE,7179,MECLT
3521,DMAFF,7853,DQSUS
3522,MMINE,7181,GSIND
3523,DMAFF,7855,DQSUS
3524,MMINE,7182,GSIND
3525,DMAFF,7857,DQSUS
3526,MINPA,6414,YPARP
3527,DMAFF,8028,USOD1
3528,MINPA,6415,YPARP
3529,DMAFF,16644,USOD1
3530,DATOM,7046,DATOM
3531,DMAFF,7817,MOVUS
3532,DATOM,7119,DATOM
3533,DMAFF,7826,MOVUS
3534,MINPA,6378,ACCPP
3535,DMAFF,8339,MOVUS
3536,MINPA,6379,ACCPP
3537,DMAFF,7840,DQSUS
3538,MINPA,6391,LEG1P
3539,DMAFF,7844,DQSUS
3540,MINPA,6392,LEG1P
3541,DMAFF,7848,DQSUS
3542,MINPA,6393,LEG1P
3543,DMAFF,7852,DQSUS
3544,MINPA,6394,LEG1P
3545,DMAFF,7856,DQSUS
3546,MINPA,6389,LEG2P
3547,DMAFF,8033,USOD1
3548,MINPA,6390,LEG2P
3549,DMAFF,7819,MOVUS
3550,MINPA,6416,LEG2P
3551,DMAFF,8341,MOVUS
3552,MINPA,6388,HINDP
3553,DMAFF,7846,DQSUS
3554,MINPA,6403,NEVAP
3555,DMAFF,7854,DQSUS
3556,MINPA,6385,GENEP
3557,DMAFF,7815,MOVUS
3558,MINPA,6386,GENEP
3559,DMAFF,7842,DQSUS
3560,MINPA,6387,GENEP
3561,DMAFF,7858,DQSUS
3562,MINPA,6380,ADMIP
3563,DMAFF,7850,DQSUS
3564,MINPA,6381,ASLSP
3565,DMAFF,7828,MOVUS
3566,MINPA,6382,ASRSP
3568,MINPA,6383,CCOMP
3570,MINPA,6384,CCOMP
3572,MINPA,6395,MEMEP
3574,MINPA,6396,MEMEP
3576,MINPA,6397,MEMEP
3578,MINPA,6398,MEMEP
3580,MINPA,6399,MEMEP
3582,MINPA,6400,MEMEP
3584,MINPA,6401,MEMEP
3586,MINPA,6402,MIMPA
3588,MINPA,6405,PROWP
3590,MINPA,6406,PROWP
3591,DMAFF,9616,QSDMA
3592,MINPA,6407,RESEP
3593,DMAFF,7863,DMATA
3594,MINPA,6408,RESEP
3595,DMAFF,7865,DMATA
3596,MINPA,6409,RESEP
3597,DMAFF,7866,DMATA
3598,MINPA,6410,RESEP
3599,DMAFF,7872,SDCIV
3600,MINPA,6411,RESEP
3601,DMAFF,7874,SDCIV
3602,MINPA,6412,RESEP
3603,DMAFF,7876,SDCIV
3604,MINPA,6413,RESEP
3605,DMAFF,9611,DS1MS
3606,MINPA,6404,MINPA
3607,DMAFF,7883,INDPA
3608,MOYAS,8046,MUKL2
3609,DMAFF,7886,INDPA
3610,MOYAS,8047,MUKL2
3611,DMAFF,7916,INDOP
3612,MOYAS,8048,MUKL2
3613,DMAFF,7918,DESA3
3614,MOYAS,8049,MUKL2
3615,DMAFF,7920,DESA3
3616,MOYAS,8050,CVO12
3617,DMAFF,7864,DMATA
3618,MOYAS,8337,SUDHR
3619,DMAFF,7871,SDCIV
3620,MOYAS,8338,SUDHR
3621,DMAFF,7875,SDCIV
3622,MOYAS,8051,NYKS2
3623,DMAFF,7882,INDPA
3624,MOYAS,8052,NYKS2
3625,DMAFF,7889,INDPA
3626,MOYAS,8053,NYKS2
3627,DMAFF,7919,DESA3
3628,MOYAS,8332,RNIYD
3629,DMAFF,9591,DMATA
3630,MOYAS,8334,RNIYD
3632,MOYAS,8335,RNIYD
3633,DMAFF,7917,INDOP
3634,MOYAS,8342,YOUPO
3635,DMAFF,7873,SDCIV
3636,MOYAS,8344,ICELL
3637,DMAFF,16663,INDPA
3638,MOYAS,8345,ICELL
3640,MOYAS,8346,ICELL
3642,MOYAS,8353,NSS12
3644,MOYAS,8354,NSS12
3645,DMAFF,7862,DMATA
3646,MOYAS,8355,NSS12
3648,MOYAS,8358,NSS12
3650,MOYAS,8363,NSS12
3651,DMAFF,7975,NPO23
3652,MOYAS,8448,NSS12
3653,DMAFF,7977,NPO23
3654,MOYAS,8465,NSS12
3655,DMAFF,7979,NPO23
3656,MOYAS,8466,NSS12
3657,DMAFF,7974,NPO23
3658,MOYAS,8467,NSS12
3659,DMAFF,7978,NPO23
3660,MOYAS,8468,NSS12
3661,DMAFF,7976,NPO23
3662,MOYAS,8479,NSS12
3663,DMAFF,7980,NPO23
3664,MOYAS,8480,NSS12
3665,DMAFF,7923,DNPF3
3666,MOYAS,8481,NSS12
3667,DMAFF,7925,INDOP
3668,MOYAS,8482,NSS12
3669,DMAFF,7924,INDOP
3670,MOYAS,8483,NSS12
3671,DMAFF,7922,NPEN1
3672,MOYAS,8513,NSS12
3673,DMAFF,7930,INDPA
3674,MOYAS,8492,HI123
3675,DMAFF,7929,INDPA
3676,MOYAS,8493,HI123
3677,DMAFF,7932,DNT23
3678,MOYAS,8500,YHOST
3679,DMAFF,7934,DPS23
3680,MOYAS,8506,THAN1
3681,DMAFF,7936,DPS23
3682,MOYAS,8507,THAN1
3683,DMAFF,7897,PNDIT
3684,MOYAS,8508,THAN1
3685,DMAFF,9603,DSNVY
3686,MOYAS,8509,THAN1
3687,DMAFF,9605,IDSD1
3688,DBIOT,7244,SOESB
3689,DMAFF,7931,DNE12
3690,DSPRT,8343,DEEP1
3691,DMAFF,7935,DPS23
3692,DSPRT,9494,DEEP1
3693,DMAFF,9602,DSARM
3694,DSPRT,9495,DEEP1
3695,DMAFF,9606,ESDMA
3696,DSPRT,9496,DEEP1
3697,DMAFF,7937,DPS23
3698,DSPRT,9497,DEEP1
3699,DMAFF,7933,DPS23
3700,DSPRT,9498,DEEP1
3701,DMAFF,9604,DSAIR
3702,DSPRT,9499,DEEP1
3704,DSPRT,9500,DEEP1
3706,DSPRT,9501,DEEP1
3707,MODEF,6418,JSTNG
3708,DSPRT,9502,DEEP1
3709,MODEF,20487,CSDTE
3710,DSPRT,9503,DEEP1
3711,MODEF,20489,CSDTE
3712,DSPRT,9504,DEEP1
3713,MODEF,20491,CSDTE
3714,DSPRT,9505,DEEP1
3715,MODEF,20493,CSDTE
3716,DSPRT,9506,DEEP1
3718,DSPRT,9507,DEEP1
3720,DSPRT,9508,DEEP1
3721,MODEF,6417,BRO31
3722,DSPRT,9509,DEEP1
3723,MODEF,20490,CSDTE
3724,DSPRT,9510,DEEP1
3726,DSPRT,9511,DEEP1
3728,DSPRT,9512,DEEP1
3729,MODEF,6419,BRO30
3730,DSPRT,9513,DEEP1
3731,MODEF,20492,CSDTE
3732,DSPRT,9514,DEEP1
3734,DSPRT,9515,DEEP1
3736,DSPRT,9516,DEEP1
3738,DSPRT,9614,DEEP1
3740,DSPRT,9615,DEEP1
3741,MODEF,20488,CSDTE
3742,DSPRT,8347,DEEP2
3744,DSPRT,8348,DEEP2
3746,DSPRT,8349,DEEP2
3748,DSPRT,8350,DEEP2
3750,DSPRT,8359,DEEP2
3752,DSPRT,8360,SPIII
3754,DSPRT,8361,SPIII
3756,DSPRT,8441,SPIII
3758,DSPRT,8442,SPIII
3760,DSPRT,9470,SPIII
3762,DSPRT,9471,SPIII
3764,DSPRT,9472,SPIII
3766,DSPRT,9517,SPIII
3768,DSPRT,9518,SPIII
3770,DSPRT,9519,SPIII
3772,DSPRT,9520,SPIII
3774,DSPRT,9521,SPIII
3776,DSPRT,9522,SPIII
3778,DSPRT,9523,SPIII
3780,DSPRT,9524,SPIII
3782,DSPRT,9525,SPIII
3784,DSPRT,9526,SPIII
3786,DSPRT,9527,SPIII
3788,DSPRT,9528,SPIII
3790,DSPRT,9529,SPIII
3792,DSPRT,9530,SPIII
3794,DSPRT,9531,SPIII
3796,DSPRT,9532,SPIII
3798,DSPRT,9533,SPIII
3800,DSPRT,9534,SPIII
3802,DSPRT,9535,SPIII
3804,DSPRT,9536,SPIII
3806,DSPRT,9537,SPIII
3808,DSPRT,9538,SPIII
3810,DSPRT,9539,SPIII
3812,DSPRT,9540,SPIII
3814,DSPRT,9541,SPIII
3816,DSPRT,9542,SPIII
3818,DSPRT,9543,SPIII
3820,DSPRT,9544,SPIII
3822,DSPRT,8444,SPOT4
3824,DSPRT,8446,SPOT4
3826,DSPRT,8447,SPOT4
3828,DSPRT,8449,SPOT4
3830,DSPRT,9478,SPOT4
3832,DSPRT,9479,SPOT4
3834,DSPRT,9480,SPOT4
3836,DSPRT,9481,SPOT4
3838,DSPRT,9482,SPOT4
3840,DSPRT,9483,SPOT4
3842,DSPRT,8470,CHCH1
3844,DSPRT,8471,CHCH1
3846,DSPRT,9484,CHCH1
3848,DSPRT,9485,CHCH1
3850,DSPRT,9486,CHCH1
3852,DSPRT,9487,CHCH1
3854,DSPRT,9488,CHCH1
3856,DSPRT,9489,CHCH1
3858,DSPRT,9490,CHCH1
3860,DSPRT,9491,CHCH1
3862,DSPRT,9492,CHCH1
3864,DSPRT,9493,CHCH1
3866,DSPRT,8485,AGWL1
3868,DSPRT,8486,AGWL1
3870,DSPRT,8487,AGWL1
3872,DSPRT,8488,AGWL1
3874,DSPRT,8494,AGWL1
3876,DSPRT,8495,AGWL1
3878,DSPRT,8496,AGWL1
3880,DSPRT,9545,AGWL1
3882,DSPRT,9546,AGWL1
3884,DSPRT,9547,AGWL1
3886,DSPRT,9548,AGWL1
3888,DSPRT,9549,AGWL1
3890,DSPRT,9550,AGWL1
3892,DSPRT,9551,AGWL1
3894,DSPRT,9552,AGWL1
3896,DSPRT,9553,AGWL1
3898,DSPRT,9554,AGWL1
3900,DSPRT,9555,AGWL1
3902,DSPRT,9556,AGWL1
3904,DSPRT,9557,AGWL1
