Id,Code,FieldName,DisplayLable,FieldType,FieldOrder,IsMandatory,DataType,MinDataLength,MaxDataLength,IsVisible,IsSearchable,IsActive
557,182,State,State/UTs name,Textbox,2,True,AlNum,1,150,True,False,True
558,182,Workplace,Location of workplace,Textbox,3,True,AlNum,1,150,True,False,True
559,182,WagesDetails,Details of last wages drawn,Textbox,4,False,AlNum,1,150,True,False,True
560,182,RateAndPeriod,Length of service and period for which bonus is unpaid,Textbox,5,False,AlNum,1,150,True,False,True
561,182,Region,Region name,Dropdown,6,True,AlNum,5,5,True,False,True
562,183,Employer,Name and address of the employer,Textbox,1,True,AlNum,1,150,True,False,True
563,183,State,State/UTs name,Textbox,2,True,AlNum,1,150,True,False,True
564,183,Workplace,Location of workplace,Textbox,3,True,AlNum,1,150,True,False,True
565,183,Region,Region name,Dropdown,4,True,AlNum,5,5,True,False,True
566,184,Establishment,Name and Address of Establishment,Textbox,1,True,AlNum,1,150,True,False,True
567,184,UAN,UAN No.,Textbox,2,False,AlNum,1,150,True,False,True
568,184,Account,PF Code/ PF Account No.,Textbox,3,False,AlNum,1,150,True,False,True
569,184,PPNo,PPO No.,Textbox,4,False,AlNum,1,150,True,False,True
570,184,SchemeCertificate,Scheme Certificate Number,Textbox,5,False,AlNum,1,150,True,False,True
571,184,PFOffice,PF Office,Dropdown,6,True,AlNum,5,5,True,False,True
572,185,LandType,Land Type,Dropdown,1,True,AlNum,5,5,True,False,True
573,185,FileNo,File Number or Registration Number,Textbox,2,True,AlNum,1,150,True,False,True
574,186,FileNo,File Number or Registration Number,Textbox,1,True,AlNum,1,150,True,False,True
575,187,FLatType,Flats/House Type,Dropdown,1,True,AlNum,5,5,True,False,True
576,187,FileNo,File Number or Registration Number,Textbox,2,True,AlNum,1,150,True,False,True
577,188,ServiceGroup,Service Group,Dropdown,1,True,AlNum,5,5,True,False,True
578,188,EmployeeId,Employee ID,Textbox,2,True,AlNum,1,150,True,False,True
579,188,CurrentPosition,Current Posting,Textbox,3,False,AlNum,1,150,True,False,True
580,188,Designation,Designation of the Employee,Textbox,4,False,AlNum,1,150,True,False,True
581,189,EmployeeId,Employee ID,Textbox,1,True,AlNum,1,150,True,False,True
582,189,CurrentPosition,Current Posting,Textbox,2,False,AlNum,1,150,True,False,True
583,189,Designation,Designation of the Employee,Textbox,3,False,AlNum,1,150,True,False,True
584,190,ServiceGroup,Service Group,Dropdown,1,True,AlNum,5,5,True,False,True
585,190,EmployeeDetails,Employee details against whom complaint is given,Textbox,2,True,AlNum,1,150,True,False,True
586,191,ApplicationNo,Application/Roll No.,Textbox,1,True,AlNum,1,150,True,False,True
587,191,ExamDate,Exam Date,Textbox,2,False,Date,10,10,True,False,True
588,191,ApplicantName,Name of the applicant,Textbox,3,False,AlNum,1,150,True,False,True
589,191,PostApplied,Post applied for,Textbox,4,False,AlNum,1,150,True,False,True
590,192,Name,Name,Textbox,1,False,AlNum,1,150,True,False,True
591,192,EmployeeId,Employee id,Textbox,2,True,AlNum,1,150,True,False,True
592,192,PpoNo,PPO No.,Textbox,3,True,AlNum,1,150,True,False,True
593,192,RetirementDate,Date of Retirement,Textbox,4,False,Date,10,10,True,False,True
594,192,Designation,Designation at time of Retirement,Textbox,5,False,AlNum,1,150,True,False,True
595,192,OfficeName,Last serving office,Textbox,6,False,AlNum,1,150,True,False,True
596,193,DevelopmentArea,Construction / Development Area,Dropdown,1,True,AlNum,5,5,True,False,True
597,193,SiteAddress,Address of site,Textbox,2,True,AlNum,1,150,True,False,True
598,194,SiteAddress,Address of site,Textbox,1,True,AlNum,1,150,True,False,True
599,194,ConstructionDetail,Construction Detail,Textbox,2,True,AlNum,1,150,True,False,True
600,195,SiteAddress,Address of site,Textbox,1,True,AlNum,1,150,True,False,True
601,195,OrganisationName,Organisation Name,Textbox,2,True,AlNum,1,150,True,False,True
602,195,DevelopmentArea,Construction / Development Area,Dropdown,1,True,AlNum,5,5,True,False,True
603,196,ParkZone,Zone,Dropdown,1,True,AlNum,5,5,True,False,True
604,196,SiteAddress,Address of site,Textbox,1,True,AlNum,1,150,True,False,True
605,197,DevelopmentArea,Construction / Development Area,Dropdown,1,True,AlNum,5,5,True,False,True
606,197,SiteAddress,Address of site,Textbox,2,False,AlNum,1,150,True,False,True
607,197,FileNo,File No.,Textbox,3,True,AlNum,1,150,True,False,True
608,198,SportsComplex,Sport Complex,Dropdown,1,True,AlNum,5,5,True,False,True
609,198,SiteAddress,Address of site,Textbox,2,False,AlNum,1,150,True,False,True
610,199,EmployeeName,Name of Employee,Textbox,1,False,AlNum,1,150,True,False,True
611,199,Designation,Designation of employee,Textbox,2,True,AlNum,1,150,True,False,True
612,200,Name,Name,Textbox,1,False,AlNum,1,150,True,False,True
613,200,EmployeeId,Employee Id,Textbox,2,True,AlNum,1,150,True,False,True
614,201,EvidenceDocument,Documentary Evidence to support the allegation,MessageFileUpload,1,True,AlNum,1,150,True,False,True
616,202,RollNo,Roll No.,Textbox,1,True,AlNum,1,150,True,False,True
617,202,ExaminationYear,Year of examination,Textbox,2,True,AlNum,4,4,True,False,True
618,202,Rank,Rank of the candidate,Textbox,3,True,AlNum,1,150,True,False,True
619,203,Comments,please provide comments of Cadre and details of deceased officer with Text of Grievance.,Message,1,True,AlNum,1,150,True,False,True
620,204,ServiceInBrief,please provide brief about past and current service with Text of Grievance.,Message,1,True,AlNum,1,150,True,False,True
621,205,PPONo,PPO No.,Textbox,1,True,AlNum,1,150,True,False,True
622,205,OfficerName,Name of the IAS officer,Textbox,2,False,AlNum,4,4,True,False,True
623,206,ServiceInBrief,please provide brief particulars of Conduct Rule Violations with Text of Grievance.,Message,1,True,AlNum,1,150,True,False,True
624,207,CpseName,Name of the CPSE.,Textbox,1,True,AlNum,1,150,True,False,True
625,207,PostName,Name of the post(s) in question,Textbox,2,True,AlNum,1,150,True,False,True
626,208,OrderNo,DoPT Order No.,Textbox,1,False,AlNum,1,150,True,False,True
627,208,OrderDate,DoPT Order Date,Textbox,2,False,Date,10,10,True,False,True
628,209,Office,Employee of,DropDown,1,True,AlNum,5,5,True,False,True
629,209,EmployeeName,Name of Employee,Textbox,2,True,Alnum,1,150,True,False,True
630,209,IdCardNo,ID Card No,Textbox,3,False,Alnum,1,150,True,False,True
631,209,OrderNo,DoPT Order No.,Textbox,4,False,Alnum,1,150,True,False,True
632,209,OrderDate,DoPT Order Date,Textbox,5,False,Date,10,10,True,False,True
633,210,Office,Employee of,DropDown,1,True,AlNum,5,5,True,False,True
634,210,PPONo,PPO No.,Textbox,2,True,Alnum,1,150,True,False,True
635,210,RetirementDate,Date of Retirement,Textbox,3,True,Date,10,10,True,False,True
636,211,MemberId,Member Id,Textbox,1,False,Alnum,1,150,True,False,True
637,212,ReferenceNo,Reference No. (if any),Textbox,1,False,Alnum,1,150,True,False,True
638,213,EmployeeName,Employee Name,Textbox,1,False,Alnum,1,150,True,False,True
639,213,PPONo,PPO No.,Textbox,2,False,Alnum,1,150,True,False,True
640,214,DoptOrder,DoPT Order,Textbox,1,True,Alnum,1,150,True,False,True
641,215,ReservationClarification,Clarification/ Information pertaining to reservation issues,Textbox,1,False,Alnum,1,250,True,False,True
642,215,CircularOmOrder,Corresponding DoPT circulars/OMs/Orders,Textbox,2,False,Alnum,1,250,True,False,True
643,216,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
644,216,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
645,216,ExamNameAndYear,Name and Year of exam,Textbox,3,True,Alnum,1,150,True,False,True
646,216,RollNo,Roll No,Textbox,4,False,Alnum,1,150,True,False,True
647,216,RegionalOffice,Regional Office,DropDown,5,True,Alnum,5,5,True,False,True
648,217,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
649,217,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
650,217,RollNo,Roll No,Textbox,3,True,Alnum,1,150,True,False,True
651,217,ExamName,Name of exam,DropDown,4,True,Alnum,1,15,True,False,True
652,217,VenueName,Name of venue,Textbox,5,True,Alnum,1,150,True,False,True
653,218,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
654,218,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
655,218,ExamName,Name of exam,DropDown,3,True,Alnum,1,15,True,False,True
656,218,ExamYear,Year of exam,Textbox,4,True,Alnum,1,150,True,False,True
657,218,RollNo,Roll No,Textbox,5,True,Alnum,1,150,True,False,True
658,219,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
659,219,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
660,219,ExamName,Name of exam,DropDown,3,True,Alnum,1,15,True,False,True
661,219,ExamYear,Year of exam,Textbox,4,True,Alnum,1,150,True,False,True
662,219,RollNo,Roll No,Textbox,5,True,Alnum,1,150,True,False,True
663,219,RegionalOffice,Regional Office,DropDown,6,True,Alnum,5,5,True,False,True
664,220,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
665,220,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
666,220,ExamName,Name of exam,DropDown,3,True,Alnum,1,15,True,False,True
667,220,ExamYear,Year of exam,Textbox,4,True,Alnum,1,150,True,False,True
668,220,RollNo,Roll No,Textbox,5,True,Alnum,1,150,True,False,True
669,220,CentreOpted,Centre Opted,Textbox,6,False,Alnum,1,150,True,False,True
670,220,RegionalOffice,Regional Office,DropDown,7,True,Alnum,5,5,True,False,True
671,221,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
672,221,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
673,221,ExamName,Name of exam,DropDown,3,True,Alnum,1,15,True,False,True
674,221,ExamYear,Year of exam,Textbox,4,True,Alnum,1,150,True,False,True
675,221,RollNo,Roll No,Textbox,5,False,Alnum,1,150,True,False,True
676,222,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
677,222,RegistrationNo,Registration No,Textbox,2,True,Alnum,1,150,True,False,True
678,222,ExamNameAndYear,Name and Yearof exam,Textbox,3,True,Alnum,1,150,True,False,True
679,222,RollNo,Roll No,Textbox,4,True,Alnum,1,150,True,False,True
680,222,RegionalOffice,Regional Office,DropDown,5,True,Alnum,5,5,True,False,True
681,223,ApplicantName,Name of Applicant,Textbox,1,True,Alnum,1,150,True,False,True
682,223,ApplicantDob,Date of Birth of Applicant,Textbox,2,True,Date,10,10,True,False,True
683,223,RegistrationNo,Registration No,Textbox,3,False,Alnum,1,150,True,False,True
684,224,PPONo,PPO No.,Textbox,1,True,Alnum,1,150,True,False,True
685,224,RetirementDate,Date of Retirement,Textbox,2,True,Date,10,10,True,False,True
686,225,EmployeeNae,Name of Employee,Textbox,1,True,Alnum,1,150,True,False,True
687,225,IdCardNo,Id Card No.,Textbox,2,True,Alnum,1,150,True,False,True
688,226,RollNo,Roll No,Textbox,1,False,Alnum,1,150,True,False,True
689,226,CondidateName,Name of candidate,Textbox,2,False,Alnum,1,150,True,False,True
690,226,ExamYear,Year of examination,Textbox,3,False,Alnum,1,150,True,False,True
691,226,ExamName,Name of examination,Textbox,4,False,Alnum,1,150,True,False,True
692,227,PayFixationOrder,Pay Fixation Order,Textbox,1,True,AlNum,5,150,True,False,True
693,228,Name,Name,Textbox,1,False,AlNum,1,150,True,False,True
694,228,MobileNo,Mobile No.,Textbox,2,False,AlNum,1,150,True,False,True
695,229,Name,Complainant Name,Textbox,1,False,AlNum,1,150,True,False,True
696,229,ResidentialAddress,Residential Address,Textbox,2,False,AlNum,1,150,True,False,True
697,229,RegNo.,"Reg. No. (Old & New, if applicable)",Textbox,4,False,AlNum,1,150,True,False,True
698,229,AANNo.,AAN No.,Textbox,5,False,AlNum,1,150,True,False,True
699,229,Email,Registered Email Id,Textbox,6,False,AlNum,1,150,True,False,True
700,229,MobileNo,Registered Mobile No.,Textbox,7,False,AlNum,1,150,True,False,True
701,229,HouseDetails,Allotted / Occupied House Details.,Textbox,8,False,AlNum,1,150,True,False,True
702,229,OfficeAddress,Office Address,Textbox,3,False,AlNum,1,150,True,False,True
703,230,Name,Complainant Name,Textbox,1,False,AlNum,1,150,True,False,True
704,230,ResidentialAddress,Residential Address,Textbox,2,False,AlNum,1,150,True,False,True
705,230,OfficeAddress,Office Address,Textbox,3,False,AlNum,1,150,True,False,True
706,230,RegNo.,"Reg. No. (Old & New, if applicable)",Textbox,4,False,AlNum,1,150,True,False,True
707,230,AANNo.,AAN No.,Textbox,5,False,AlNum,1,150,True,False,True
708,230,Email,Registered Email Id,Textbox,6,False,AlNum,1,150,True,False,True
709,230,MobileNo,Registered Mobile No.,Textbox,7,False,AlNum,1,150,True,False,True
710,231,Name,Complainant Name,Textbox,1,False,AlNum,1,150,True,False,True
711,231,ResidentialAddress,Residential Address,Textbox,2,False,AlNum,1,150,True,False,True
712,231,OfficeAddress,Office Address,Textbox,3,False,AlNum,1,150,True,False,True
713,231,Email,Registered Email Id,Textbox,4,False,AlNum,1,150,True,False,True
714,231,MobileNo,Registered Mobile No.,Textbox,5,False,AlNum,1,150,True,False,True
715,232,RequiredDocument,Report of Medical Boards/Recommendation of State/UT,MessageFileUpload,1,True,AlNum,1,150,True,False,True
716,233,RequiredDocument,Recommendation of Deptt,MessageFileUpload,1,True,AlNum,1,150,True,False,True
717,234,RequiredDocument,Copy of complaint & Supporting Documents,MessageFileUpload,1,True,AlNum,1,150,True,False,True
718,234,Name,Complainant Name,Textbox,2,True,AlNum,1,150,True,False,True
719,234,ResidentialAddress,Residential Address,Textbox,3,True,AlNum,1,150,True,False,True
720,234,OfficeAddress,Office Address,Textbox,4,True,AlNum,1,150,True,False,True
721,234,Email,Registered Email Id,Textbox,5,True,AlNum,1,150,True,False,True
722,234,MobileNo,Registered Mobile No.,Textbox,6,True,AlNum,1,150,True,False,True
723,235,RegNo,"Reg. No. (Old & New, if applicable)",Textbox,1,False,AlNum,1,150,True,False,True
724,235,Email,Registered Email Id,Textbox,2,False,AlNum,1,150,True,False,True
725,235,MobileNo,Registered Mobile No.,Textbox,3,False,AlNum,1,150,True,False,True
726,235,HouseDetails,Allotted / Occupied House Details.,Textbox,4,False,AlNum,1,150,True,False,True
727,236,RequiredDocument,Copy of petition/orders,MessageFileUpload,1,False,AlNum,1,150,True,False,True
728,236,Name,Complainant Name,Textbox,2,False,AlNum,1,150,True,False,True
729,236,ResidentialAddress,Residential Address,Textbox,3,False,AlNum,1,150,True,False,True
730,236,OfficeAddress,Office Address,Textbox,4,False,AlNum,1,150,True,False,True
731,236,Email,Email Id,Textbox,5,False,AlNum,1,150,True,False,True
732,236,MobileNo,Mobile No.,Textbox,6,False,AlNum,1,150,True,False,True
733,237,ExcessPaymentReason,Eviction and reason of Excess Payment,Textbox,1,False,AlNum,1,150,True,False,True
734,237,RequiredDocument,Certificate from DDO.Copy of Receipt and AAN details,MessageFileUpload,2,False,AlNum,1,150,True,False,True
735,238,AccomodationDetails,Details of Accommodation and period of dispute,Textbox,1,False,AlNum,1,150,True,False,True
736,239,MobileNo,Mobile No.,Textbox,1,False,AlNum,1,150,True,False,True
737,239,PpoNo,PPO No.,Textbox,2,False,AlNum,1,150,True,False,True
738,239,LastOffice,Office last attended,Textbox,3,False,AlNum,1,150,True,False,True
739,239,PaoOffice,Concerned PAO,Dropdown,4,True,AlNum,1,150,True,False,True
740,240,MobileNo,Mobile No.,Textbox,1,False,AlNum,1,150,True,False,True
741,240,GpfAccount,GPF A/c  No.,Textbox,2,False,AlNum,1,150,True,False,True
742,240,PpoNo,PPO No.,Textbox,3,False,AlNum,1,150,True,False,True
743,240,LastOffice,Office last attended,Textbox,4,False,AlNum,1,150,True,False,True
744,240,PaoOffice,Concerned PAO,Dropdown,5,True,AlNum,1,150,True,False,True
745,241,LastPay,Last Pay Drawn,Textbox,1,True,AlNum,1,150,True,False,True
746,241,PayMatrixLevel,Level in Pay Matrix,Textbox,2,True,AlNum,1,150,True,False,True
747,242,PpoNo,PPO No.,Textbox,1,True,AlNum,1,150,True,False,True
748,242,AppointmentDate,Date of appointment in TCPO,Textbox,2,True,Date,10,10,True,False,True
749,242,RetiremmentDate,Date of Retirement,Textbox,3,True,Date,1,150,True,False,True
750,243,OrgDivisionSection,Organization Name/Division/Section,Textbox,1,False,AlNum,1,150,True,False,True
751,243,EmployeeNameAndNo,Employee No. and Name,Textbox,2,False,Alnum,1,150,True,False,True
752,244,EmployeeName,Employees Name,Textbox,1,True,AlNum,1,150,True,False,True
753,244,RelatedTo,Employee related case / PSU / Agency related / Contractor related?,Textbox,2,True,Alnum,1,150,True,False,True
754,244,OrgName,Organization Name,Textbox,3,True,AlNum,1,150,True,False,True
755,244,TransactionId,Transaction Id,Textbox,4,True,AlNum,1,150,True,False,True
756,244,ChequeNoAndBankName,Cheque No. And Bank Name,Textbox,5,True,AlNum,1,150,True,False,True
757,245,LoanDetails,"Housing loan details such as Bank Name, A/c No., Sanction Date etc.",Textbox,1,True,AlNum,1,150,True,False,True
758,246,EmployeeCodeAndName,Employee Code and Name,Textbox,1,True,AlNum,1,150,True,False,True
759,247,CentreName,Centre Name,Textbox,1,True,AlNum,1,150,True,False,True
760,247,Period,Period,Textbox,2,True,AlNum,1,150,True,False,True
761,247,StateName,State Name,Textbox,3,True,AlNum,1,150,True,False,True
762,247,ModuleName,Module Name,Textbox,4,True,AlNum,1,150,True,False,True
763,248,Period,Period,Textbox,1,True,AlNum,1,150,True,False,True
764,248,Amount,Amount,Textbox,2,True,AlNum,1,150,True,False,True
765,248,StateName,State Name,Textbox,3,True,AlNum,1,150,True,False,True
766,249,Period,Period,Textbox,1,True,AlNum,1,150,True,False,True
767,249,StateName,State Name,Textbox,2,True,AlNum,1,150,True,False,True
768,250,ServicePeriod,Service Period in NBO,Textbox,1,True,AlNum,1,150,True,False,True
769,251,PpoNo,PPO No.,Textbox,1,True,AlNum,1,150,True,False,True
770,251,RetirementDate,Date of Retirement,Textbox,2,True,Date,10,10,True,False,True
771,251,ServicePeriod,Service period in NBO,Textbox,3,False,AlNum,1,150,True,False,True
772,252,OrgName,Organisation Name,Textbox,1,True,AlNum,1,150,True,False,True
773,253,ProjectDetails,"Details towards individual Project, rectification required, details of dwelling unit allotted to the individual, details of refund etc. as per the grievance",Textbox,1,False,AlNum,1,150,True,False,True
774,254,ProjectDetails,Project Details,Textbox,1,True,AlNum,1,150,True,False,True
775,254,Rectification,Rectification required,Textbox,2,True,AlNum,1,150,True,False,True
776,255,DwellingUnit,Details of Dwelling Units allotted,Textbox,1,True,AlNum,1,150,True,False,True
777,256,Details,Details towards affidavits etc to be deposited,Textbox,1,True,AlNum,1,150,True,False,True
778,257,Detail,"Details of Registration No., etc",Textbox,1,True,AlNum,1,150,True,False,True
779,258,EmployementDetail,Details of employment of the individual,Textbox,1,True,AlNum,1,150,True,False,True
780,259,CorridorName,Name of the corridor,Textbox,1,True,AlNum,1,150,True,False,True
781,259,Location,Location including district and state,Textbox,2,True,AlNum,1,150,True,False,True
782,259,ContractNo,Contract No.,Textbox,3,True,Alnum,1,150,True,False,True
783,259,Contractor,"Name of contractor, if avaliable",Textbox,4,False,AlNum,1,150,True,False,True
784,260,EmployeeDetails,Employee Name and No.,Textbox,1,True,AlNum,1,150,True,False,True
785,260,EmploymentCategory,Category of Employment,Textbox,2,True,AlNum,1,150,True,False,True
786,261,Details,Name of party/vendor and brief details about payment history,Textbox,1,True,AlNum,1,150,True,False,True
787,262,PersonName,Name of person,Textbox,1,True,AlNum,1,150,True,False,True
788,262,AgencyName,Name of Agency,Textbox,2,True,AlNum,1,150,True,False,True
789,263,BidName,Name of Bid/ Contract,Textbox,1,True,AlNum,1,150,True,False,True
790,263,BidNumber,Bid / Contract Number,Textbox,2,True,AlNum,1,150,True,False,True
791,263,BidInvitation,Bid invitation/Contract Placement Authority,Textbox,3,False,Alnum,1,150,True,False,True
792,263,Agency,Name of Agency,Textbox,4,True,AlNum,1,150,True,False,True
793,263,Site,Site Location including district and state,Textbox,5,True,Alnum,1,150,True,False,True
794,264,Contract,Name of Contract/ Contact Number,Textbox,1,True,AlNum,1,150,True,False,True
795,264,Agency,Name of Agency,Textbox,2,False,AlNum,1,150,True,False,True
796,264,Authority,Contract placement authority,Textbox,3,False,AlNum,1,150,True,False,True
797,264,Site,Site Location including district and state,Textbox,4,False,Alnum,1,150,True,False,True
798,265,CommissionDecisionIssue,Issues related to decision of the Commission,Textbox,1,True,AlNum,1,150,True,False,True
799,266,proposalIssue,Issues related to delays in proposal consideration,Textbox,1,True,AlNum,1,150,True,False,True
800,267,Disputes of residents,Difficulties/ disputes of residents,Textbox,1,True,AlNum,1,150,True,False,True
801,268,PastReference,Any past reference from the complainant,Textbox,1,False,AlNum,1,150,True,False,True
802,269,DdpcOffice,DD PC Office/Location/Region,Dropdown,1,True,AlNum,5,5,True,False,True
803,269,FileNo,File Number or Registration Number,Textbox,2,True,AlNum,1,150,True,False,True
804,270,OrganisationName,Organisation Name,Textbox,1,True,AlNum,1,150,True,False,True
805,271,Division,Division/section,Textbox,1,True,AlNum,1,150,True,False,True
806,271,EmployeeDetails,Employee No. and Name,Textbox,2,True,AlNum,1,150,True,False,True
807,272,PPONo,PPO No.,Textbox,1,False,AlNum,1,150,True,False,True
808,272,OfficeName,Office where from retired,Textbox,2,False,AlNum,1,150,True,False,True
809,273,EmployeeId,Employee ID,Textbox,1,True,AlNum,1,150,True,False,True
810,274,ForInformation,Documents Required- 1. News paper of advertisement. 2. Specimen of change of name/public notice (2 copies) 3. CD in MS word  4. Affidavit of change of name/public notice (2 copies)  5. Declaration on certificate of matter containing in hard copy and soft copy are same. 6. Two self attested photographs on the plain paper. 7. Details of payment,Message,1,True,Alnum,1,150,True,False,True
811,275,ForInformation,Documents Required- Receipt of Payment made by customer through NTR Portal,Message,1,True,Alnum,1,150,True,False,True
812,276,ProjectNumber,Name of project,Textbox,1,True,AlNum,1,150,True,False,True
813,276,ContractNo, Contract No,Textbox,2,False,AlNum,1,150,True,False,True
814,276,ContractorName,Name of contractor,Textbox,3,True,AlNum,1,150,True,False,True
815,277,ProjectNumber,Name of project,Textbox,1,True,AlNum,1,150,True,False,True
816,277,ContractNo, Contract No,Textbox,2,False,AlNum,1,150,True,False,True
817,277,ContractorName,Name of contractor,Textbox,3,True,AlNum,1,150,True,False,True
818,277,SiteLocation,Site Location,Textbox,4,True,AlNum,1,150,True,False,True
819,278,Location,Location of Land,Textbox,1,True,AlNum,1,150,True,False,True
820,279,CorridorLocation,Location of corridor,Textbox,1,True,AlNum,1,150,True,False,True
821,279,MertoLine,Name of Metro Line,Textbox,2,True,AlNum,1,150,True,False,True
822,280,CorridorName,Name of metro corridor,Textbox,1,True,AlNum,1,150,True,False,True
823,281,CorridorLocation,Location of corridor,Textbox,1,True,AlNum,1,150,True,False,True
824,281,MertoLineNo,Name of Metro line and No.,Textbox,2,True,AlNum,1,150,True,False,True
825,282,CorridorLocation,Location of corridor,Textbox,1,False,AlNum,1,150,True,False,True
826,282,MertoLineNo,Name of Metro line and No.,Textbox,2,True,AlNum,1,150,True,False,True
827,282,Location,location of property,Textbox,3,True,AlNum,1,150,True,False,True
828,283,StationName,Station Name,Textbox,1,True,AlNum,1,150,True,False,True
829,283,MertoLine,Name of Metro line,Textbox,2,True,AlNum,1,150,True,False,True
830,284,PropertyNameAndLocation,Name of property and location,Textbox,1,True,AlNum,1,150,True,False,True
831,285,TenderDetails,Tender/contract no. and agency name,Textbox,1,True,AlNum,1,150,True,False,True
832,286,MertoLine,Name of Metro line,Textbox,1,True,AlNum,1,150,True,False,True
833,286,StationName,Station Name,Textbox,2,True,AlNum,1,150,True,False,True
834,286,LocationName,Location Name,Textbox,2,False,AlNum,1,150,True,False,True
835,287,MertoLine,Name of Metro line,Textbox,1,True,AlNum,1,150,True,False,True
836,287,StationName,Station Name,Textbox,2,True,AlNum,1,150,True,False,True
837,287,LocationName,Location Name,Textbox,3,False,AlNum,1,150,True,False,True
838,287,PropertyName,Property Name,Textbox,4,False,AlNum,1,150,True,False,True
839,288,MertoLine,Name of Metro line,Textbox,1,True,AlNum,1,150,True,False,True
840,288,TrainNumber,Property Name,Textbox,2,False,AlNum,1,150,True,False,True
841,288,StationName,Station Name,Textbox,3,True,AlNum,1,150,True,False,True
842,288,LocationName,Location Name,Textbox,4,False,AlNum,1,150,True,False,True
843,289,StationName,Station Name,Textbox,1,True,AlNum,1,150,True,False,True
844,289,LocationName,Location Name,Textbox,2,False,AlNum,1,150,True,False,True
845,289,SmartCardNo,Smart Card No.,Textbox,3,True,AlNum,1,150,True,False,True
846,290,ContractNo,Tender/Contract No.,Textbox,1,True,AlNum,1,150,True,False,True
847,290,SiteLocation,Site location,Textbox,2,False,AlNum,1,150,True,False,True
848,291,StationName,Station Name,Textbox,1,False,AlNum,1,150,True,False,True
849,291,MertoLine,Name of Metro line,Textbox,2,False,AlNum,1,150,True,False,True
850,292,EmployeeName,Name of employee,Textbox,1,True,AlNum,1,150,True,False,True
851,292,EmployeeNo,Employee No.,Textbox,2,True,AlNum,1,150,True,False,True
852,292,EmploymentCategory,Category of Employment,Textbox,3,True,AlNum,1,150,True,False,True
853,293,RecruitmentNo,Recruitment No.,Textbox,1,True,AlNum,1,150,True,False,True
854,293,Year,Year,Textbox,2,False,AlNum,1,150,True,False,True
855,293,EmployeeName,Name of employee,Textbox,3,True,AlNum,1,150,True,False,True
856,293,EmployeeCategory,Category of Employee,Textbox,4,True,AlNum,1,150,True,False,True
857,294,EmployeeName,Name of employee,Textbox,1,False,AlNum,1,150,True,False,True
858,294,EmployeeNo,Employee No.,Textbox,2,False,AlNum,1,150,True,False,True
859,294,AccountNo,Account No.,Textbox,3,False,AlNum,1,150,True,False,True
860,294,UanNumber,UAN No.,Textbox,4,False,AlNum,1,150,True,False,True
861,295,AppointmentNo,Appointment No.,Textbox,1,True,AlNum,1,150,True,False,True
862,295,EmployeeName,Name of employee,Textbox,2,True,AlNum,1,150,True,False,True
863,295,EmployeeCategory,Category of Employee,Textbox,3,False,AlNum,1,150,True,False,True
864,296,RecruitmentNo,Recruitment No.,Textbox,1,True,AlNum,1,150,True,False,True
865,296,Year,Year,Textbox,2,False,AlNum,1,150,True,False,True
866,296,PersonName,Name of person,Textbox,3,False,AlNum,1,150,True,False,True
867,296,EmployeeCategory,Category of Employee,Textbox,4,True,AlNum,1,150,True,False,True
868,297,NotificationNo,Notification No.,Textbox,1,True,AlNum,1,150,True,False,True
869,297,EmployeeName,Name of employee,Textbox,2,False,AlNum,1,150,True,False,True
870,298,EmployeeNameNo,Employee Name/No.,Textbox,1,True,AlNum,1,150,True,False,True
871,299,PersonName,Name of Person.,Textbox,1,True,AlNum,1,150,True,False,True
872,299,AgencyName,Name of Agency.,Textbox,2,False,AlNum,1,150,True,False,True
873,300,AgencyName,Name of Agency.,Textbox,1,True,AlNum,1,150,True,False,True
874,300,WorkName,Name of Work.,Textbox,2,True,AlNum,1,150,True,False,True
875,300,Year,Year,Textbox,3,False,AlNum,1,150,True,False,True
876,301,OrderNo,Purchase order No.,Textbox,1,False,AlNum,1,150,True,False,True
877,301,ContractNameNo,Name of Contract/ Contact No.,Textbox,2,True,AlNum,1,150,True,False,True
878,301,Agency,Name of Agency,Textbox,3,False,AlNum,1,150,True,False,True
879,301,Site,Site location,Textbox,4,False,AlNum,1,150,True,False,True
880,302,OrderNo,Purchase order No.,Textbox,1,True,AlNum,1,150,True,False,True
881,302,ProductName,Name of Product,Textbox,2,False,AlNum,1,150,True,False,True
882,302,Agency,Name of Agency,Textbox,3,False,AlNum,1,150,True,False,True
