id,categoryCodeFrom,categoryCodeTo,fromOrg,toOrg,orgLevel,canClose,isActive,dependentOn
21817,11144,11144,MOPRJ,USCB2,1,Y,Y,
21818,11145,11145,MOPRJ,USCB2,1,Y,Y,
21819,11146,11146,MOPRJ,USCB2,1,Y,Y,
21820,11147,11147,MOPRJ,USCB2,1,Y,Y,
21821,11148,11148,MOPRJ,USCB2,1,Y,Y,
21822,11149,11149,MOPRJ,USCB2,1,Y,Y,
21823,11150,11150,MOPRJ,USCB2,1,Y,Y,
21824,11151,11151,MOPRJ,USCB2,1,Y,Y,
21825,11152,11152,MOPRJ,USCB2,1,Y,Y,
21826,11154,11154,MOPRJ,USCB2,1,Y,Y,
21827,11181,11181,MOPRJ,USCB2,1,Y,Y,
21828,11182,11182,MOPRJ,USCB2,1,Y,Y,
21829,11183,11183,MOPRJ,USCB2,1,Y,Y,
21830,11184,11184,MOPRJ,USCB2,1,Y,Y,
21831,11185,11185,MOPRJ,USCB2,1,Y,Y,
21832,11186,11186,MOPRJ,USCB2,1,Y,Y,
21833,11187,11187,MOPRJ,USCB2,1,Y,Y,
21834,11188,11188,MOPRJ,USCB2,1,Y,Y,
21835,11189,11189,MOPRJ,USCB2,1,Y,Y,
21836,11191,11191,MOPRJ,USCB2,1,Y,Y,
21837,11255,11255,MOPRJ,USCB2,1,Y,Y,
21838,11256,11256,MOPRJ,USCB2,1,Y,Y,
21839,11257,11257,MOPRJ,USCB2,1,Y,Y,
21840,11258,11258,MOPRJ,USCB2,1,Y,Y,
21841,11259,11259,MOPRJ,USCB2,1,Y,Y,
21842,11260,11260,MOPRJ,USCB2,1,Y,Y,
21843,11261,11261,MOPRJ,USCB2,1,Y,Y,
21844,11262,11262,MOPRJ,USCB2,1,Y,Y,
21845,11263,11263,MOPRJ,USCB2,1,Y,Y,
21846,11265,11265,MOPRJ,USCB2,1,Y,Y,
21847,11292,11292,MOPRJ,USCB2,1,Y,Y,
21848,11293,11293,MOPRJ,USCB2,1,Y,Y,
21849,11294,11294,MOPRJ,USCB2,1,Y,Y,
21850,11295,11295,MOPRJ,USCB2,1,Y,Y,
21851,11296,11296,MOPRJ,USCB2,1,Y,Y,
21852,11297,11297,MOPRJ,USCB2,1,Y,Y,
21853,11298,11298,MOPRJ,USCB2,1,Y,Y,
21854,11299,11299,MOPRJ,USCB2,1,Y,Y,
21855,11300,11300,MOPRJ,USCB2,1,Y,Y,
21856,11302,11302,MOPRJ,USCB2,1,Y,Y,
21857,11329,11329,MOPRJ,USCB2,1,Y,Y,
21858,11330,11330,MOPRJ,USCB2,1,Y,Y,
21859,11331,11331,MOPRJ,USCB2,1,Y,Y,
21860,11332,11332,MOPRJ,USCB2,1,Y,Y,
21861,11333,11333,MOPRJ,USCB2,1,Y,Y,
21862,11334,11334,MOPRJ,USCB2,1,Y,Y,
21863,11335,11335,MOPRJ,USCB2,1,Y,Y,
21864,11336,11336,MOPRJ,USCB2,1,Y,Y,
21865,11337,11337,MOPRJ,USCB2,1,Y,Y,
21866,11339,11339,MOPRJ,USCB2,1,Y,Y,
21867,11366,11366,MOPRJ,USCB2,1,Y,Y,
21868,11367,11367,MOPRJ,USCB2,1,Y,Y,
21869,11368,11368,MOPRJ,USCB2,1,Y,Y,
21870,11369,11369,MOPRJ,USCB2,1,Y,Y,
21871,11370,11370,MOPRJ,USCB2,1,Y,Y,
21872,11371,11371,MOPRJ,USCB2,1,Y,Y,
21873,11372,11372,MOPRJ,USCB2,1,Y,Y,
21874,11373,11373,MOPRJ,USCB2,1,Y,Y,
21875,11374,11374,MOPRJ,USCB2,1,Y,Y,
21876,11376,11376,MOPRJ,USCB2,1,Y,Y,
21877,11403,11403,MOPRJ,USCB2,1,Y,Y,
21878,11404,11404,MOPRJ,USCB2,1,Y,Y,
21879,11405,11405,MOPRJ,USCB2,1,Y,Y,
21880,11406,11406,MOPRJ,USCB2,1,Y,Y,
21881,11407,11407,MOPRJ,USCB2,1,Y,Y,
21882,11408,11408,MOPRJ,USCB2,1,Y,Y,
21883,11409,11409,MOPRJ,USCB2,1,Y,Y,
21884,11410,11410,MOPRJ,USCB2,1,Y,Y,
21885,11411,11411,MOPRJ,USCB2,1,Y,Y,
21886,11413,11413,MOPRJ,USCB2,1,Y,Y,
21887,11514,11514,MOPRJ,USCB2,1,Y,Y,
21888,11515,11515,MOPRJ,USCB2,1,Y,Y,
21889,11516,11516,MOPRJ,USCB2,1,Y,Y,
21890,11517,11517,MOPRJ,USCB2,1,Y,Y,
21891,11518,11518,MOPRJ,USCB2,1,Y,Y,
21892,11519,11519,MOPRJ,USCB2,1,Y,Y,
21893,11520,11520,MOPRJ,USCB2,1,Y,Y,
21894,11521,11521,MOPRJ,USCB2,1,Y,Y,
21895,11522,11522,MOPRJ,USCB2,1,Y,Y,
21896,11524,11524,MOPRJ,USCB2,1,Y,Y,
21897,11153,11153,MOPRJ,PESA1,1,Y,Y,
21898,11155,11155,MOPRJ,PESA1,1,Y,Y,
21899,11156,11156,MOPRJ,PESA1,1,Y,Y,
21900,11157,11157,MOPRJ,PESA1,1,Y,Y,
21901,11190,11190,MOPRJ,PESA1,1,Y,Y,
21902,11192,11192,MOPRJ,PESA1,1,Y,Y,
21903,11193,11193,MOPRJ,PESA1,1,Y,Y,
21904,11194,11194,MOPRJ,PESA1,1,Y,Y,
21905,11264,11264,MOPRJ,PESA1,1,Y,Y,
21906,11266,11266,MOPRJ,PESA1,1,Y,Y,
21907,11267,11267,MOPRJ,PESA1,1,Y,Y,
21908,11268,11268,MOPRJ,PESA1,1,Y,Y,
21909,11301,11301,MOPRJ,PESA1,1,Y,Y,
21910,11303,11303,MOPRJ,PESA1,1,Y,Y,
21911,11304,11304,MOPRJ,PESA1,1,Y,Y,
21912,11305,11305,MOPRJ,PESA1,1,Y,Y,
21913,11338,11338,MOPRJ,PESA1,1,Y,Y,
21914,11340,11340,MOPRJ,PESA1,1,Y,Y,
21915,11341,11341,MOPRJ,PESA1,1,Y,Y,
21916,11342,11342,MOPRJ,PESA1,1,Y,Y,
21917,11375,11375,MOPRJ,PESA1,1,Y,Y,
21918,11377,11377,MOPRJ,PESA1,1,Y,Y,
21919,11378,11378,MOPRJ,PESA1,1,Y,Y,
21920,11379,11379,MOPRJ,PESA1,1,Y,Y,
21921,11412,11412,MOPRJ,PESA1,1,Y,Y,
21922,11414,11414,MOPRJ,PESA1,1,Y,Y,
21923,11415,11415,MOPRJ,PESA1,1,Y,Y,
21924,11416,11416,MOPRJ,PESA1,1,Y,Y,
21925,11523,11523,MOPRJ,PESA1,1,Y,Y,
21926,11525,11525,MOPRJ,PESA1,1,Y,Y,
21927,11526,11526,MOPRJ,PESA1,1,Y,Y,
21928,11527,11527,MOPRJ,PESA1,1,Y,Y,
21929,11158,11158,MOPRJ,USFD1,1,Y,Y,
21930,11159,11159,MOPRJ,USFD1,1,Y,Y,
21931,11160,11160,MOPRJ,USFD1,1,Y,Y,
21932,11161,11161,MOPRJ,USFD1,1,Y,Y,
21933,11195,11195,MOPRJ,USFD1,1,Y,Y,
21934,11196,11196,MOPRJ,USFD1,1,Y,Y,
21935,11197,11197,MOPRJ,USFD1,1,Y,Y,
21936,11198,11198,MOPRJ,USFD1,1,Y,Y,
21937,11269,11269,MOPRJ,USFD1,1,Y,Y,
21938,11270,11270,MOPRJ,USFD1,1,Y,Y,
21939,11271,11271,MOPRJ,USFD1,1,Y,Y,
21940,11272,11272,MOPRJ,USFD1,1,Y,Y,
21941,11306,11306,MOPRJ,USFD1,1,Y,Y,
21942,11307,11307,MOPRJ,USFD1,1,Y,Y,
21943,11308,11308,MOPRJ,USFD1,1,Y,Y,
21944,11309,11309,MOPRJ,USFD1,1,Y,Y,
21945,11343,11343,MOPRJ,USFD1,1,Y,Y,
21946,11344,11344,MOPRJ,USFD1,1,Y,Y,
21947,11345,11345,MOPRJ,USFD1,1,Y,Y,
21948,11346,11346,MOPRJ,USFD1,1,Y,Y,
21949,11380,11380,MOPRJ,USFD1,1,Y,Y,
21950,11381,11381,MOPRJ,USFD1,1,Y,Y,
21951,11382,11382,MOPRJ,USFD1,1,Y,Y,
21952,11383,11383,MOPRJ,USFD1,1,Y,Y,
21953,11417,11417,MOPRJ,USFD1,1,Y,Y,
21954,11418,11418,MOPRJ,USFD1,1,Y,Y,
21955,11419,11419,MOPRJ,USFD1,1,Y,Y,
21956,11420,11420,MOPRJ,USFD1,1,Y,Y,
21957,11528,11528,MOPRJ,USFD1,1,Y,Y,
21958,11529,11529,MOPRJ,USFD1,1,Y,Y,
21959,11530,11530,MOPRJ,USFD1,1,Y,Y,
21960,11531,11531,MOPRJ,USFD1,1,Y,Y,
21961,10224,10224,MOMAF,USHAJ,1,Y,Y,
21962,10225,10225,MOMAF,USHAJ,1,Y,Y,
21963,10095,10095,MOMAF,USDAR,1,Y,Y,
21964,10226,10226,MOMAF,USMAD,1,Y,Y,
21965,10227,10227,MOMAF,USETT,1,Y,Y,
21966,10228,10228,MOMAF,USETT,1,Y,Y,
21967,10229,10229,MOMAF,USETT,1,Y,Y,
21968,10589,10589,MOMAF,USADN,1,Y,Y,
21969,10590,10590,MOMAF,USADN,1,Y,Y,
21970,10591,10591,MOMAF,USADN,1,Y,Y,
21971,10592,10592,MOMAF,USADN,1,Y,Y,
21972,10593,10593,MOMAF,USADN,1,Y,Y,
21973,10594,10594,MOMAF,USADN,1,Y,Y,
21974,10595,10595,MOMAF,USADN,1,Y,Y,
21975,10136,10136,MOMAF,USCOR,1,Y,Y,
21976,10137,10137,MOMAF,DDMOM,1,Y,Y,
21977,10597,10597,MOMAF,USIMD,1,Y,Y,
21978,10598,10598,MOMAF,USIMD,1,Y,Y,
21979,10599,10599,MOMAF,USCLM,1,Y,Y,
21980,10140,10140,MOMAF,USVIZ,1,Y,Y,
21981,10142,10142,MOMAF,USWQF,1,Y,Y,
21982,10604,10604,MOMAF,MOEF5,1,Y,Y,
21983,10605,10605,MOMAF,MOEF5,1,Y,Y,
21984,10606,10606,MOMAF,MOEF5,1,Y,Y,
21985,10967,10967,MOMAF,NCM03,1,Y,Y,
21986,10968,10968,MOMAF,NCM03,1,Y,Y,
21987,10969,10969,MOMAF,NCM03,1,Y,Y,
21988,10970,10970,MOMAF,NCM03,1,Y,Y,
21989,10971,10971,MOMAF,NCM03,1,Y,Y,
21990,10972,10972,MOMAF,NCM03,1,Y,Y,
21991,10973,10973,MOMAF,NCM03,1,Y,Y,
21992,10974,10974,MOMAF,NCM03,1,Y,Y,
21993,10975,10975,MOMAF,NCM03,1,Y,Y,
21994,10976,10976,MOMAF,NCM03,1,Y,Y,
21995,10977,10977,MOMAF,NCM03,1,Y,Y,
21996,10978,10978,MOMAF,NCM03,1,Y,Y,
21997,10979,10979,MOMAF,NCM03,1,Y,Y,
21998,10980,10980,MOMAF,NCM03,1,Y,Y,
21999,10994,10994,MOMAF,NCM03,1,Y,Y,
22000,10620,10620,MOMAF,NMDFC,1,Y,Y,
22001,10622,10622,MOMAF,HAJCM,1,Y,Y,
22002,10628,10628,MOMAF,NWDCO,1,Y,Y,
22003,10630,10630,MOMAF,DARGA,1,Y,Y,
22004,11022,11022,MOMAF,CWC11,1,Y,Y,
22005,11023,11023,MOMAF,CWC11,1,Y,Y,
22006,11024,11024,MOMAF,CWC11,1,Y,Y,
22007,11025,11025,MOMAF,CWC11,1,Y,Y,
22008,11026,11026,MOMAF,CWC11,1,Y,Y,
22009,11027,11027,MOMAF,CWC11,1,Y,Y,
22010,11028,11028,MOMAF,CWC11,1,Y,Y,
22011,11029,11029,MOMAF,CWC11,1,Y,Y,
22012,11032,11032,MOMAF,CWC11,1,Y,Y,
22013,11033,11033,MOMAF,CWC11,1,Y,Y,
22014,11034,11034,MOMAF,CWC11,1,Y,Y,
22015,11038,11038,MOMAF,CWC11,1,Y,Y,
22016,11067,11067,MOMAF,CWC11,1,Y,Y,
22017,11068,11068,MOMAF,CWC11,1,Y,Y,
22018,11069,11069,MOMAF,CWC11,1,Y,Y,
22019,11070,11070,MOMAF,CWC11,1,Y,Y,
22020,11071,11071,MOMAF,CWC11,1,Y,Y,
22021,11072,11072,MOMAF,CWC11,1,Y,Y,
22022,11073,11073,MOMAF,CWC11,1,Y,Y,
22023,11074,11074,MOMAF,CWC11,1,Y,Y,
22024,11075,11075,MOMAF,CWC11,1,Y,Y,
22025,11076,11076,MOMAF,CWC11,1,Y,Y,
22026,11080,11080,MOMAF,CWC11,1,Y,Y,
22027,11081,11081,MOMAF,CWC11,1,Y,Y,
22028,11083,11083,MOMAF,CWC11,1,Y,Y,
22029,11084,11084,MOMAF,CWC11,1,Y,Y,
22030,11085,11085,MOMAF,CWC11,1,Y,Y,
22031,10639,10639,MOMAF,CLM02,1,Y,Y,
22032,11082,11082,MOMAF,CWC11,1,Y,Y,
22033,10091,10091,MOMAF,USRMD,1,Y,Y,
22034,10070,10070,MOMAF,USMSD,1,Y,Y,
22035,10065,10065,MOMAF,USMOM,1,Y,Y,
22036,10173,10173,MOMAF,USTTA,1,Y,Y,
22037,10174,10174,MOMAF,USTTA,1,Y,Y,
22038,10064,10064,MOMAF,USHMD,1,Y,Y,
22039,7245,7245,DBIOT,ESBLI,1,Y,Y,
22040,7245,7245,ESBLI,SOESB,2,Y,Y,
22041,7247,7247,DBIOT,ESBLI,1,Y,Y,
22042,7247,7247,ESBLI,SOESB,2,Y,Y,
22043,7289,7289,DBIOT,AIPSU,1,Y,Y,
22044,8473,8473,DBIOT,SANJA,1,Y,Y,
22045,8473,8473,SANJA,MANOJ,2,Y,Y,
22046,8474,8474,DBIOT,SSDWN,1,Y,Y,
22047,8475,8475,DBIOT,DPRAK,1,Y,Y,
22048,8476,8476,DBIOT,GARIM,1,Y,Y,
22049,8454,8454,DBIOT,VAISH,1,Y,Y,
22050,7248,7248,DBIOT,USAMN,1,Y,Y,
22051,7248,7248,USAMN,SOADM,2,Y,Y,
22052,7250,7250,DBIOT,USAMN,1,Y,Y,
22053,7250,7250,USAMN,SOADM,2,Y,Y,
22054,7252,7252,DBIOT,CVOBT,1,Y,Y,
22055,7252,7252,CVOBT,SOVGC,2,Y,Y,
22056,7253,7253,DBIOT,CVOBT,1,Y,Y,
22057,7253,7253,CVOBT,SOVGC,2,Y,Y,
22058,7258,7258,DBIOT,VINAY,1,Y,Y,
22059,7258,7258,VINAY,USFNC,2,Y,Y,
22060,8453,8453,DBIOT,STADV,1,Y,Y,
22061,8455,8455,DBIOT,AMITP,1,Y,Y,
22062,8455,8455,AMITP,KAMAK,2,Y,Y,
22063,8455,8455,KAMAK,SMITA,3,Y,Y,
22064,8455,8455,SMITA,CHANB,4,Y,Y,
22065,8456,8456,DBIOT,ALKAS,1,Y,Y,
22066,8456,8456,ALKAS,KALAI,2,Y,Y,
22067,8457,8457,DBIOT,JYOTI,1,Y,Y,
22068,8457,8457,JYOTI,VARSH,2,Y,Y,
22069,8458,8458,DBIOT,SANDE,1,Y,Y,
22070,8458,8458,SANDE,ONKAR,2,Y,Y,
22071,8459,8459,DBIOT,ANAMI,1,Y,Y,
22072,8459,8459,ANAMI,NILOO,2,Y,Y,
22073,8460,8460,DBIOT,SANGI,1,Y,Y,
22074,8460,8460,SANGI,MODIM,2,Y,Y,
22075,8461,8461,DBIOT,NITIN,1,Y,Y,
22076,8461,8461,NITIN,GAURR,2,Y,Y,
22077,8462,8462,DBIOT,SANDE,1,Y,Y,
22078,8462,8462,SANDE,VNITA,2,Y,Y,
22079,8463,8463,DBIOT,GULSH,1,Y,Y,
22080,12258,12258,DBIOT,BIBCO,1,Y,Y,
22081,12259,12259,DBIOT,BIBCO,1,Y,Y,
22082,12260,12260,DBIOT,BIBCO,1,Y,Y,
22083,12261,12261,DBIOT,BIBCO,1,Y,Y,
22084,12262,12262,DBIOT,BIBCO,1,Y,Y,
22085,12263,12263,DBIOT,BIBCO,1,Y,Y,
22086,12264,12264,DBIOT,BIBCO,1,Y,Y,
22087,12265,12265,DBIOT,BIRAC,1,Y,Y,
22088,12266,12266,DBIOT,BIRAC,1,Y,Y,
22089,12267,12267,DBIOT,BIRAC,1,Y,Y,
22090,12268,12268,DBIOT,BIRAC,1,Y,Y,
22091,12269,12269,DBIOT,BIRAC,1,Y,Y,
22092,12270,12270,DBIOT,BIRAC,1,Y,Y,
22093,12271,12271,DBIOT,BIRAC,1,Y,Y,
22094,12272,12272,DBIOT,CDFDH,1,Y,Y,
22095,12273,12273,DBIOT,CDFDH,1,Y,Y,
22096,12274,12274,DBIOT,CDFDH,1,Y,Y,
22097,12275,12275,DBIOT,CDFDH,1,Y,Y,
22098,12276,12276,DBIOT,CDFDH,1,Y,Y,
22099,12277,12277,DBIOT,CDFDH,1,Y,Y,
22100,12278,12278,DBIOT,CDFDH,1,Y,Y,
22101,12279,12279,DBIOT,CIAB1,1,Y,Y,
22102,12280,12280,DBIOT,CIAB1,1,Y,Y,
22103,12281,12281,DBIOT,CIAB1,1,Y,Y,
22104,12282,12282,DBIOT,CIAB1,1,Y,Y,
22105,12283,12283,DBIOT,CIAB1,1,Y,Y,
22106,12284,12284,DBIOT,CIAB1,1,Y,Y,
22107,12285,12285,DBIOT,CIAB1,1,Y,Y,
22108,12286,12286,DBIOT,IBSDM,1,Y,Y,
22109,12287,12287,DBIOT,IBSDM,1,Y,Y,
22110,12288,12288,DBIOT,IBSDM,1,Y,Y,
22111,12289,12289,DBIOT,IBSDM,1,Y,Y,
22112,12290,12290,DBIOT,IBSDM,1,Y,Y,
22113,12291,12291,DBIOT,IBSDM,1,Y,Y,
22114,12292,12292,DBIOT,IBSDM,1,Y,Y,
22115,12293,12293,DBIOT,ILSBU,1,Y,Y,
22116,12294,12294,DBIOT,ILSBU,1,Y,Y,
22117,12295,12295,DBIOT,ILSBU,1,Y,Y,
22118,12296,12296,DBIOT,ILSBU,1,Y,Y,
22119,12297,12297,DBIOT,ILSBU,1,Y,Y,
22120,12298,12298,DBIOT,ILSBU,1,Y,Y,
22121,12299,12299,DBIOT,ILSBU,1,Y,Y,
22122,12300,12300,DBIOT,INSTE,1,Y,Y,
22123,12301,12301,DBIOT,INSTE,1,Y,Y,
22124,12302,12302,DBIOT,INSTE,1,Y,Y,
22125,12303,12303,DBIOT,INSTE,1,Y,Y,
22126,12304,12304,DBIOT,INSTE,1,Y,Y,
22127,12305,12305,DBIOT,INSTE,1,Y,Y,
22128,12306,12306,DBIOT,INSTE,1,Y,Y,
22129,12307,12307,DBIOT,IVCOL,1,Y,Y,
22130,12308,12308,DBIOT,IVCOL,1,Y,Y,
22131,12309,12309,DBIOT,IVCOL,1,Y,Y,
22132,12310,12310,DBIOT,IVCOL,1,Y,Y,
22133,12311,12311,DBIOT,IVCOL,1,Y,Y,
22134,12312,12312,DBIOT,IVCOL,1,Y,Y,
22135,12313,12313,DBIOT,IVCOL,1,Y,Y,
22136,12314,12314,DBIOT,NABI1,1,Y,Y,
22137,12315,12315,DBIOT,NABI1,1,Y,Y,
22138,12316,12316,DBIOT,NABI1,1,Y,Y,
22139,12317,12317,DBIOT,NABI1,1,Y,Y,
22140,12318,12318,DBIOT,NABI1,1,Y,Y,
22141,12319,12319,DBIOT,NABI1,1,Y,Y,
22142,12320,12320,DBIOT,NABI1,1,Y,Y,
22143,12321,12321,DBIOT,NBRCP,1,Y,Y,
22144,12322,12322,DBIOT,NBRCP,1,Y,Y,
22145,12323,12323,DBIOT,NBRCP,1,Y,Y,
22146,12324,12324,DBIOT,NBRCP,1,Y,Y,
22147,12325,12325,DBIOT,NBRCP,1,Y,Y,
22148,12326,12326,DBIOT,NBRCP,1,Y,Y,
22149,12327,12327,DBIOT,NBRCP,1,Y,Y,
22150,12328,12328,DBIOT,NCCSP,1,Y,Y,
22151,12329,12329,DBIOT,NCCSP,1,Y,Y,
22152,12330,12330,DBIOT,NCCSP,1,Y,Y,
22153,12331,12331,DBIOT,NCCSP,1,Y,Y,
22154,12332,12332,DBIOT,NCCSP,1,Y,Y,
22155,12333,12333,DBIOT,NCCSP,1,Y,Y,
22156,12334,12334,DBIOT,NCCSP,1,Y,Y,
22157,12335,12335,DBIOT,NIAB1,1,Y,Y,
22158,12336,12336,DBIOT,NIAB1,1,Y,Y,
22159,12337,12337,DBIOT,NIAB1,1,Y,Y,
22160,12338,12338,DBIOT,NIAB1,1,Y,Y,
22161,12339,12339,DBIOT,NIAB1,1,Y,Y,
22162,12340,12340,DBIOT,NIAB1,1,Y,Y,
22163,12341,12341,DBIOT,NIAB1,1,Y,Y,
22164,12342,12342,DBIOT,NIBMG,1,Y,Y,
22165,12343,12343,DBIOT,NIBMG,1,Y,Y,
22166,12344,12344,DBIOT,NIBMG,1,Y,Y,
22167,12345,12345,DBIOT,NIBMG,1,Y,Y,
22168,12346,12346,DBIOT,NIBMG,1,Y,Y,
22169,12347,12347,DBIOT,NIBMG,1,Y,Y,
22170,12348,12348,DBIOT,NIBMG,1,Y,Y,
22171,12349,12349,DBIOT,NIIND,1,Y,Y,
22172,12350,12350,DBIOT,NIIND,1,Y,Y,
22173,12351,12351,DBIOT,NIIND,1,Y,Y,
22174,12352,12352,DBIOT,NIIND,1,Y,Y,
22175,12353,12353,DBIOT,NIIND,1,Y,Y,
22176,12354,12354,DBIOT,NIIND,1,Y,Y,
22177,12355,12355,DBIOT,NIIND,1,Y,Y,
22178,12356,12356,DBIOT,NIPGR,1,Y,Y,
22179,12357,12357,DBIOT,NIPGR,1,Y,Y,
22180,12358,12358,DBIOT,NIPGR,1,Y,Y,
22181,12359,12359,DBIOT,NIPGR,1,Y,Y,
22182,12360,12360,DBIOT,NIPGR,1,Y,Y,
22183,12361,12361,DBIOT,NIPGR,1,Y,Y,
22184,12362,12362,DBIOT,NIPGR,1,Y,Y,
22185,12363,12363,DBIOT,RCB12,1,Y,Y,
22186,12364,12364,DBIOT,RCB12,1,Y,Y,
22187,12365,12365,DBIOT,RCB12,1,Y,Y,
22188,12366,12366,DBIOT,RCB12,1,Y,Y,
22189,12367,12367,DBIOT,RCB12,1,Y,Y,
22190,12368,12368,DBIOT,RCB12,1,Y,Y,
22191,12369,12369,DBIOT,RCB12,1,Y,Y,
22192,12370,12370,DBIOT,RGCB1,1,Y,Y,
22193,12371,12371,DBIOT,RGCB1,1,Y,Y,
22194,12372,12372,DBIOT,RGCB1,1,Y,Y,
22195,12373,12373,DBIOT,RGCB1,1,Y,Y,
22196,12374,12374,DBIOT,RGCB1,1,Y,Y,
22197,12375,12375,DBIOT,RGCB1,1,Y,Y,
22198,12376,12376,DBIOT,RGCB1,1,Y,Y,
22199,12377,12377,DBIOT,THSTI,1,Y,Y,
22200,12378,12378,DBIOT,THSTI,1,Y,Y,
22201,12379,12379,DBIOT,THSTI,1,Y,Y,
22202,12380,12380,DBIOT,THSTI,1,Y,Y,
22203,12381,12381,DBIOT,THSTI,1,Y,Y,
22204,12382,12382,DBIOT,THSTI,1,Y,Y,
22205,12383,12383,DBIOT,THSTI,1,Y,Y,
22206,13129,13129,DHIND,ZHI16,1,Y,Y,
22207,13130,13130,DHIND,ZHI16,1,Y,Y,
22208,13131,13131,DHIND,ZHI16,1,Y,Y,
22209,13132,13132,DHIND,ZHI16,1,Y,Y,
22210,13133,13133,DHIND,ZHI16,1,Y,Y,
22211,13125,13125,DHIND,ZHI19,1,Y,Y,
22212,13126,13126,DHIND,ZHI15,1,Y,Y,
22213,13127,13127,DHIND,ZHI15,1,Y,Y,
22214,13128,13128,DHIND,ZHI15,1,Y,Y,
22215,13183,13183,DHIND,ZHI22,1,Y,Y,
22216,13184,13184,DHIND,ZHI22,1,Y,Y,
22217,13265,13265,DHIND,ZHI01,1,Y,Y,
22218,13265,13265,ZHI01,AY001,2,Y,Y,
22219,13266,13266,DHIND,ZHI02,1,Y,Y,
22220,13266,13266,ZHI02,013HC,2,Y,Y,
22221,13267,13267,DHIND,ZHI03,1,Y,Y,
22222,13267,13267,ZHI03,004BJ,2,Y,Y,
22223,13268,13268,DHIND,ZHI04,1,Y,Y,
22224,13268,13268,ZHI04,007BR,2,Y,Y,
22225,13284,13284,DHIND,ZHI14,1,Y,Y,
22226,13285,13285,DHIND,ZHI14,1,Y,Y,
22227,13286,13286,DHIND,ZHI14,1,Y,Y,
22228,13289,13289,DHIND,ZHI14,1,Y,Y,
22229,13287,13287,DHIND,ZHI13,1,Y,Y,
22230,13257,13257,DHIND,ZHI25,1,Y,Y,
22231,13257,13257,ZHI25,NA026,2,Y,Y,
22232,13258,13258,DHIND,ZHI14,1,Y,Y,
22233,13258,13258,ZHI14,AR027,2,Y,Y,
22234,13259,13259,DHIND,ZHI08,1,Y,Y,
22235,13259,13259,ZHI08,FC025,2,Y,Y,
22236,13260,13260,DHIND,ZHI13,1,Y,Y,
22237,13260,13260,ZHI13,CM026,2,Y,Y,
22238,13269,13269,DHIND,ZHI05,1,Y,Y,
22239,13269,13269,ZHI05,HE015,2,Y,Y,
22240,13270,13270,DHIND,ZHI06,1,Y,Y,
22241,13270,13270,ZHI06,SI021,2,Y,Y,
22242,13271,13271,DHIND,018NP,1,Y,Y,
22243,13272,13272,DHIND,ZHI08,1,Y,Y,
22244,13272,13272,ZHI08,IL017,2,Y,Y,
22245,13274,13274,DHIND,ZHI10,1,Y,Y,
22246,13274,13274,ZHI10,O12HM,2,Y,Y,
22247,13275,13275,DHIND,ZHI11,1,Y,Y,
22248,13275,13275,ZHI11,BH003,2,Y,Y,
22251,13276,13276,DHIND,ZHI12,1,Y,Y,
22252,13276,13276,ZHI12,008CC,2,Y,Y,
22253,13277,13277,DHIND,009EP,1,Y,Y,
22254,13279,13279,DHIND,ZHI07,1,Y,Y,
22255,13279,13279,ZHI07,010HP,2,Y,Y,
22256,13282,13282,DHIND,ZHI06,1,Y,Y,
22257,13282,13282,ZHI06,006BP,2,Y,Y,
22258,13280,13280,DHIND,ZHI07,1,Y,Y,
22259,13280,13280,ZHI07,011HN,2,Y,Y,
22260,13273,13273,DHIND,ZHI08,1,Y,Y,
22261,13273,13273,ZHI08,RE020,2,Y,Y,
22264,13278,13278,DHIND,ZHI06,1,Y,Y,
22265,13278,13278,ZHI06,TC022,2,Y,Y,
22266,13283,13283,DHIND,ZHI06,1,Y,Y,
22267,13283,13283,ZHI06,TS023,2,Y,Y,
22285,14355,14355,MTXTL,DSMNS,1,Y,Y,
22286,14356,14356,MTXTL,DSMNS,1,Y,Y,
22287,14357,14357,MTXTL,DSMNS,1,Y,Y,
22291,14401,14401,MTXTL,DSANK,1,Y,Y,
22292,14402,14402,MTXTL,DSANK,1,Y,Y,
22293,14403,14403,MTXTL,DSANK,1,Y,Y,
22294,14404,14404,MTXTL,DSANK,1,Y,Y,
22296,14222,14222,MTXTL,DSPKS,1,Y,Y,
22298,14405,14405,MTXTL,DCHCT,1,Y,Y,
22299,14406,14406,MTXTL,DCHCT,1,Y,Y,
22300,14407,14407,MTXTL,DCHCT,1,Y,Y,
22301,14408,14408,MTXTL,DCHCT,1,Y,Y,
22303,14418,14418,MTXTL,DCOHL,1,Y,Y,
22304,14419,14419,MTXTL,DCOHL,1,Y,Y,
22305,14420,14420,MTXTL,DCOHL,1,Y,Y,
22306,14225,14225,MTXTL,DSPUK,1,Y,Y,
22313,14227,14227,DSPRT,DEEP1,1,Y,Y,
22314,14281,14281,DSPRT,DEEP1,1,Y,Y,
22315,14282,14282,DSPRT,DEEP1,1,Y,Y,
22316,14283,14283,DSPRT,DEEP1,1,Y,Y,
22317,14284,14284,DSPRT,DEEP1,1,Y,Y,
22318,14285,14285,DSPRT,DEEP1,1,Y,Y,
22319,14286,14286,DSPRT,DEEP1,1,Y,Y,
22320,14287,14287,DSPRT,DEEP1,1,Y,Y,
22321,14288,14288,DSPRT,DEEP1,1,Y,Y,
