OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Rajendra singh (Section Officer),,,2023-01-24T00:00:00.000+0000,0.0,Reply attached. 
,,,2023-01-21T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
tannu mathur (DEO),,,2023-01-24T00:00:00.000+0000,0.0," CPGRAMS दिशानिर्देशों के अनुसार, निवारण के लिए सुझावों/मांगों पर विचार नहीं किया जाता है। ट्रेन संचालन और यात्री इंटरफेस के संबंध में कोई सुझाव देने के लिए आप कृपया Railmadad.indianrailways.gov.in पर जा सकते हैं।"
,,,2023-01-21T00:00:00.000+0000,,
,,,2023-01-23T00:00:00.000+0000,0.0,
Shri Ambuj Sharma (Deputy Secretary and PGO),,,2023-01-24T00:00:00.000+0000,1.0, The Ministry of Social Justice may be in a better position to redress the grievance.
,,,2023-03-23T00:00:00.000+0000,58.0,
Sh Prabhudas Xalxo (Director),,,2023-03-24T00:00:00.000+0000,1.0, May pertain to Ministry of Civil Aviation.
,,,2023-03-28T00:00:00.000+0000,4.0,"If the issue still persists, please re-submit the grievance with complete details and attachments, if any."
,,,2023-01-21T00:00:00.000+0000,,
,,,2023-01-23T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-23T00:00:00.000+0000,0.0, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. 
LAKSHAY VEER GODARA (DEPUTY MANAGER),,,2023-01-31T00:00:00.000+0000,8.0, 
LAKSHAY VEER GODARA (DEPUTY MANAGER),,,2023-02-20T00:00:00.000+0000,20.0," As on 20-02-2023, no record matching the Loan Account Number as provided was found among the claims accepted for processing the subsidy on the Pradhan Mantri Awas Yojana – Credit Linked Subsidy Scheme (PMAY-CLSS) Portal maintained by NHB.

Based on search made with Loan Account Number, claim was found among the list of rejected cases with the remarks DE-DUP FAILED against the latest upload date of 06-06-2022.

As per the extant process, the eligible subsidy claims are uploaded record wise by the PLI on the NHB’s PMAY-CLSS portal, after its due diligence. PMAY-CLSS claim processing is done through online portal with dashboard information (includes accepted, queried and rejected records, processing queries, etc.) accessible to respective PLI without print option. Applicant may contact branch of the PLI from where home loan has been availed in this regard for knowing the status.
"
,,,2023-01-21T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,
Shri Hara Kumar Hajong (Economic Adviser),,,2023-01-24T00:00:00.000+0000,0.0,This matter pertains to CIL. It is requested to send the comments in the matter to the petitioner within 30 days according to the Guidelines of DARPG under intimation to this Ministry. The same may be uploaded on CPGRAM and PG Portal kindly send the comments in proper manner to the petitioner immediately. The same grievance is to be closed by the subordinate office.
Mrs. Tripti Parag Shaw (General Manager),,,2023-01-24T00:00:00.000+0000,0.0," Comments in the matter may be sent as per the guidelines of DAR PG for onward transmission to the petitioner. Thank you.
"
Shri AK Singh (CHIEF MANAGER PER-EE NODAL OFFICER GRC WCL),,,2023-01-24T00:00:00.000+0000,0.0," आपसे अनुरोध है कि आप इस मामले की जांच करे और DARPG के दिशानिर्देशो के अनुसार अपना उत्तर 7 दिनो अंदर प्रस्तुत करे एवं GRC WCL HQ के द्वारा अंतिम उत्तर प्रस्तुत करने के उपरान्त इस कार्यालय को एव्म शिकायतकर्ता को भी इस उत्तर की एक प्रतिलिपि भेजे ।

नोट: हिन्दी शिकायत का जवाब हिन्दी में ही देना अनिवारिय है इस का ध्यान जरूर रखहें।"
Mrs. Priyesha Chourasia (MANAGER PERSONNEL HR),,,2023-01-25T00:00:00.000+0000,1.0, 
Mrs. Priyesha Chourasia (MANAGER PERSONNEL HR),,,2023-02-01T00:00:00.000+0000,7.0," आवेदक से प्राप्त अभ्यावेदन डब्ल्यूसीएल में माइनिंग सरदार और सर्वेयर (माइनिंग) की भर्ती के लिए जारी अधिसूचना में संशोधन करने का अनुरोध है।
इस संबंध में, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competencyयोग्यता प्रमाण पत्र (competencyMining Sirdar certificate of competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।

चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।
"
Shri AK Singh (CHIEF MANAGER PER-EE NODAL OFFICER GRC WCL),,,2023-02-03T00:00:00.000+0000,2.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।
"
Mrs. Tripti Parag Shaw (General Manager),,,2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
Mrs. Tripti Parag Shaw (General Manager),,"Repeat of sl 9
 of (3-2-2023)",2023-02-03T00:00:00.000+0000,0.0," शिकायत सम्बंधित विभाग/क्षेत्र को संदर्भित किया गया, विभाग/क्षेत्र द्वारा प्रकरण का परीक्षण करने के उपरांत यह तथ्य प्रकाश में लाया गया कि, अधिसूचना क्रमांक डब्ल्यूसीएल/आईआर/एमपी/भर्ती/22-23/2445 दिनांक 19.01.2023 के अनुसार मानदंडों में से एक यह है कि माइनिंग सरदार के लिए उम्मीदवार के पास खान सुरक्षा महानिदेशक (डीजीएमएस) द्वारा जारी वैध माइनिंग सरदार competency योग्यता प्रमाण पत्र (competency Mining Sirdar Certificate of Competency) या डीजीएमएस द्वारा जारी वैध ओवरमैन योग्यता प्रमाण पत्र (Overman certificate of competency) होना चाहिए। जबकि, सर्वेयर (माइनिंग) के लिए उम्मीदवार के पास डीजीएमएस द्वारा जारी सर्वेयर योग्यता प्रमाण पत्र (Surveyor certificate of competency) होना चाहिए।
चूंकि वेस्टर्न कोलफील्ड्स लिमिटेड भूमिगत खदान (यूजी) और खुली खदान (ओसीएम) दोनों तरह की खदानें है और सभी कर्मचारियों को आवश्यकता के अनुसार भूमिगत खदान (यूजी) के साथ-साथ खुली खदान (ओसी) खानों में काम करना आवश्यक है और अधिसूचना में ही स्पष्ट किया गया है कि प्रतिबंधित योग्यता प्रमाण पत्र रखने वाले उम्मीदवार पात्र नहीं हैं।

आवेदक के अभ्यावेदन से ही यह स्पष्ट है कि आवेदक के पास केवल ओपन कास्ट माइन्स के लिए सीमित योग्यता प्रमाण पत्र है और कंपनी की आवश्यकता यूजी और ओसी खानों दोनों के लिए है, इसलिए, वह उपरोक्त संदर्भित अधिसूचना के अंतर्गत आवेदन करने के लिए पात्र नहीं है। तदनुसार, उनके अनुरोध पर विचार नहीं किया जा सकता है।"
