OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,2.0, Sent to concern department for necessary action
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-18T00:00:00.000+0000,0.0, 
Anand Zinzala (Joint SECRETARY),,,2023-01-18T00:00:00.000+0000,0.0, Pl. take necessary action.
Ms. SHALINI AGRAWAL IAS (Municipal Commisioner),,,2023-01-19T00:00:00.000+0000,1.0," This Complaint is Pertaining to Collector office,Surat."
Anand Zinzala (Joint SECRETARY),,,2023-01-19T00:00:00.000+0000,0.0," This Complaint is Pertaining to Collector office,Surat.	Ms. SHALINI AGRAWAL IAS (Municipal Commisioner)"
Shri B. K. Bhoi (Deputy Secretary),,,2023-01-19T00:00:00.000+0000,0.0," This Complaint is Pertaining to Collector office,Surat. Ms. SHALINI AGRAWAL IAS (Municipal Commisioner)"
Ankita Jadeja (U.S.),,,2023-01-21T00:00:00.000+0000,2.0, For necessary action sent to concern dept. 
R G BHATT (Deputy Secretary Corordination),,,2023-01-21T00:00:00.000+0000,0.0, 
M.B.Soni (Deputy Secretary),,,2023-02-02T00:00:00.000+0000,12.0, please do needful.
Smt M B Sojitra (Officer on Special Duty),,,2023-02-04T00:00:00.000+0000,2.0, 
Smt M B Sojitra (Officer on Special Duty),,,2023-03-17T00:00:00.000+0000,41.0," અત્રેની કચેરીના તા.૨૪/૦૨/૨૦૨૩ના ૫ત્રથી જરૂરી કાર્યવાહી કરી, અરજદારશ્રીને તેની જાણ કરવામાં આવેલ છે. "
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,ANONYMOUS PETITIONS / WITHOUT ADDRESS
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,ANONYMOUS PETITIONS / WITHOUT ADDRESS
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,ANONYMOUS PETITIONS / WITHOUT ADDRESS
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,2.0, Sent to concern department for necessary action
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,13.0, 
JAYSHREE DEVANGAN IAS (JOINT SECRETARY),,,2023-05-04T00:00:00.000+0000,93.0," pl,take and action"
H. H. RAJYAGURU (DEPUTY DIRECTOR),,,2023-07-01T00:00:00.000+0000,58.0," સદર બાબતે અત્રેની કચેરીના તા. ૩૦/૦૬/૨૦૨૩ ના પત્રથી જિલ્લા પ્રાથમિક શિક્ષણાધિકારી, કચ્છને નિયમાનુસારની કાર્યવાહી કરવા જણાવેલ છે. જે જાણ સારૂ"
,,,2023-01-16T00:00:00.000+0000,,
,,,2023-01-16T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,13.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-27T00:00:00.000+0000,29.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित उक्त शिकायती प्रकरण पर अधोहस्ताक्षरी द्वारा मंडलीय सहायक शिक्षा निदेशक बेसिक कानपुर मण्डल कानपुर को आख्या प्रेषित कि जा चुकी है
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-04-13T00:00:00.000+0000,74.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित please find the attachment
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,27.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी, जांच आख्या संलग्न कर सादर सेवा में प्रेषित है आवेदक का पुत्र घर वापस आ गया है आवेदक अब कोई कार्यवाही नहीं चाहता है"
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri E. Ravendiran IAS (Director - Secretariat Coordination Secion),,,2023-01-24T00:00:00.000+0000,7.0, please look into the matter.
Smt. Achchipapa T. Pillai (SECTION OFFICER),,,2023-02-09T00:00:00.000+0000,16.0," The DoPT had issued OM No. 36012/1/2020-Estt.(Res.-II) on reservation in promotion to persons with Benchmark Disabilities (PwBDs) on 17.05.2022. However, this Department had issued circular inviting application for the post of Assistant from the eligible employees on 20.04.2022 i.e. well before the issuance of the said OM. Hence, DoPT OM dated 17.05.2022 was not applicable while issuing the Circular dated 20.04.2022."
Smt. Achchipapa T. Pillai (SECTION OFFICER),,,2023-03-03T00:00:00.000+0000,22.0," The DoPT had issued OM No. 36012/1/2020-Estt.(Res.-II) on reservation in promotion to persons with Benchmark Disabilities (PwBDs) on 17.05.2022. However, this Department had issued circular inviting application for the post of Assistant from the eligible employees on 20.04.2022 i.e. well before the issuance of the said OM. Hence, DoPT OM dated 17.05.2022 was not applicable while issuing the Circular dated 20.04.2022."
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,PG/DUL/Kindly refer to PMO’s earlier reference no. PMOPG/D/2022/0155497 on the same subject matter. The concerned authority may be instructed to expedite the matter.
"Assistant Secretary to CM, Assistant Secretary to CM",,,2023-01-18T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Sheker Bose (Under Secretary),,,2023-01-19T00:00:00.000+0000,2.0, 
Vijay Kumar (Additional secretary),,,2023-01-19T00:00:00.000+0000,0.0, 
Jitendra Nagar (Deputy Commissioner),,,2023-01-19T00:00:00.000+0000,0.0, 
Rajendra singh (Section Officer),,,2023-01-19T00:00:00.000+0000,0.0, Remarks attached.
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Sheker Bose (Under Secretary),,,2023-01-19T00:00:00.000+0000,2.0, 
Vijay Kumar (Additional secretary),,,2023-01-19T00:00:00.000+0000,0.0, 
Jitendra Nagar (Deputy Commissioner),,,2023-01-19T00:00:00.000+0000,0.0, 
Rajendra singh (Section Officer),,,2023-01-19T00:00:00.000+0000,0.0, Remarks attached.
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-18T00:00:00.000+0000,1.0, Please examine the grievance at an appropriate levelfor redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
Sh. Chandragupta Shaurya (Under Secretary),,,2023-02-22T00:00:00.000+0000,35.0, 
Ramesh V. Kumbhare (Assistant Manager),,,2023-03-31T00:00:00.000+0000,37.0,"The issue was carefully examined at our end. The said issue does not directly relate to the working and functions of NABARD. The Complaint is against UP SCARDB. We have forwarded the case to the Registrar, Cooperative Societies and Head Office/Branch of SCARDB, to examine the issue and reply to the petitioner on urgent basis. The complainant has been also informed vide our letter dated 13.03.2023 (copy enclosed)"
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,PETITIONS NOT ADDRESSED TO PM / PMO
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,1.0, Sent to concern department for necessary action
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,13.0, 
JAYSHREE DEVANGAN IAS (JOINT SECRETARY),,,2023-05-04T00:00:00.000+0000,93.0,
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Sheker Bose (Under Secretary),,,2023-01-19T00:00:00.000+0000,2.0, 
Vijay Kumar (Additional secretary),,,2023-01-19T00:00:00.000+0000,0.0, 
Jitendra Nagar (Deputy Commissioner),,,2023-01-19T00:00:00.000+0000,0.0, 
Rajendra singh (Section Officer),,,2023-01-19T00:00:00.000+0000,0.0, Remarks attached.
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Narender Kumar (Director),,,2023-01-19T00:00:00.000+0000,2.0, PESO
Dr. Dinesh P. Patil (Deputy Controller of Patents),,,2023-01-20T00:00:00.000+0000,1.0,Instant Grievance is not related to this office. May be related to PESO. 
Narender Kumar (Director),,,2023-01-23T00:00:00.000+0000,3.0, PESO
Shri P KUMAR (Chief Controller of Explosives),,,2023-02-01T00:00:00.000+0000,9.0, It is intimated that the matter is subjudised vide Writ Petition No.245226 of 2022 filed by shri M. Sarvanan. Hence PESO has no comment to offer. Please await court verdict in the above said Writ petition.
Shri P KUMAR (Chief Controller of Explosives),,,2023-02-01T00:00:00.000+0000,0.0, It is intimated that the matter is subjudised vide Writ Petition No.245226 of 2022 filed by shri M. Sarvanan. Hence PESO has no comment to offer. Please await court verdict in the above said Writ petition.
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,PG/DUL/Petitioner has life threat to himself and his family members. Please look into the matter on top priority
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,27.0,जाॅच अधिकारी की आख्या सादर प्रेषित महोदय आख्या सादर अवलोकनार्थ प्रेषित है रिपोर्ट सादर सेवा में प्रेषित है रिपोर्ट सादर सेवा में प्रेषित है
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-17T00:00:00.000+0000,19.0,प्रकरण के सम्बन्ध में जांचकर्ता अधिकारी से प्राप्त आख्या Mhoday janch aakhya sadar sewa me preshit hai
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,28.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित अधीनस्थ अधिकारी के स्तर पर निस्तारित Uploaded
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,PETITIONS NOT ADDRESSED TO PM / PMO
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,UNSIGNED PETITIONS
,,"Repeat of sl 2
 of (17-1-2023)",2023-01-17T00:00:00.000+0000,0.0,UNSIGNED PETITIONS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMHL_Backend1, Backend",,,2023-01-18T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
"डॉ. दीपक कुमार पाण्डे़य, संयुक्त संचालक",,,2023-02-28T00:00:00.000+0000,41.0,Closed
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,41.0,Grievance received by Subordinate Organisation from Web API
"Harminder Singh, Superintending Engineer",,,2023-07-01T00:00:00.000+0000,124.0,"Respected Sir, this complaint is relates to AOTL"
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMHL_Backend1, Backend",,,2023-01-18T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
"डॉ. दीपक कुमार पाण्डे़य, संयुक्त संचालक",,,2023-02-28T00:00:00.000+0000,41.0,Closed
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,NO GRIEVANCE
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,ANONYMOUS PETITIONS / WITHOUT ADDRESS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-17T00:00:00.000+0000,19.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित अनुमोदित श्रीमान जी जांच आख्या सादर सेवा में प्रेषित है श्रीमान जी जांच आख्या सादर सेवा में प्रेषित है आख्या सादर सेवा मे प्रेषित है
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-01-29T00:00:00.000+0000,12.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-09T00:00:00.000+0000,11.0,अधीनस्थ अधिकारी के स्तर पर निस्तारित श्रीमान जी जाँच आख्या सादर सेवा में प्रेषित है sir report attached
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Rupesh Pal (ADG PG),,,2023-01-18T00:00:00.000+0000,1.0, Please examine and update/ resolve the case by 18.01.2023.
DPS Headquarters (DPS Headquarters),,,2023-01-19T00:00:00.000+0000,1.0, Please examine and update/ resolve the case by 19.01.2023.
Sh. Abhishek Singh (Director New Delhi HO),,,2023-02-02T00:00:00.000+0000,14.0,"उपरोक्त के संदर्भ में यह सूचित किया जाता है कि:-
 1.	 शिकायतकर्त्री ने दिनांक 25-11-2022 को भेजे गए जिन दो पत्रों का उल्लेख किया है उनके आर्टिकल नं. नहीं दिए हैं, परन्तु उन्होंने स्वंय अपनी शिकायत में लिखा है कि यह दोनों पत्र Shankar Road पोस्ट ऑफिस से बुक हुए हैं एवं Civil Lines पोस्ट ऑफिस भेजे गायें हैं . अतः वह इस कार्यालय से सम्बंधित नहीं हैं .
2.	IP ESTATE SO से दिनांक 19-12-2022 को बुक किये गए जिस आर्टिकल नं. ED150797695IN की रसीद की फोटो कॉपी लगाई है वह booking slip के अनुसार PRIME MINISTER ND PIN 110001 के नाम बुक किया गया था . India Post Track Report के अनुसार यह आर्टिकल इस कार्यालय (NDGPO) में दो बार दिनांक 20-12-2022 और 21-12-2022 को प्राप्त हुआ था और दोनों ही बार उसी दिन इस आर्टिकल को Nirman Bhawan SO को redirect कर दिया गया था I अंततः यह आर्टिकल दिनांक 22-12-2022 को निर्माण भवन डाकघर से वितरित हो चुका है I इस आर्टिकल के सम्बन्ध में इस कार्यालय स्तर पर कहीं कोई देरी नहीं की गयी है I
अतः मामला वरिष्ठ अधीक्षक, केंद्रीय मंडल से सम्बंधित है, कृपया मामले को सम्बंधित प्राधिकारी के समक्ष प्रस्तुत किया जाये I

"
DPS Headquarters (DPS Headquarters),,,2023-02-03T00:00:00.000+0000,1.0, Please look into the matter and update
Mr. Vishal Kumar Pathak (SSPOs New Delhi Central Dn.),,,2023-02-03T00:00:00.000+0000,0.0, Please look into the matter and update
Mr. Vishal Kumar Pathak (SSPOs New Delhi Central Dn.),,,2023-02-09T00:00:00.000+0000,6.0, The requisite information is attached herewith.
DPS Headquarters (DPS Headquarters),,,2023-02-09T00:00:00.000+0000,0.0, Please submitted the proper reply 
Mr. Vishal Kumar Pathak (SSPOs New Delhi Central Dn.),,,2023-02-09T00:00:00.000+0000,0.0, The said article was delivered on 22.12.2023 Pod is also attached.
DPS Headquarters (DPS Headquarters),,,2023-02-09T00:00:00.000+0000,0.0," As per the reply submitted by New Delhi Central Division, it is intimated that the said article has been delivered on 22/12/2022. Please find the attachment of POD."
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,"Repeat of sl 2
 of (17-1-2023)",2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,Complaint details inadequate or not legible
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,Complaint details inadequate or not legible
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,GEN. COMMENTS NOT CONTAINING SPECIFIC GRIEVANCE
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-17T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Abdul Gufran (Under Secretary),,,2023-01-19T00:00:00.000+0000,2.0," Please examine the grievance at an appropriate level for redressal with Aryavart Bank, sponsored by you. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR. "
Dayal Sharan Sukhdhami (Senior Manager),,,2023-01-20T00:00:00.000+0000,1.0, The complaint has been forwarded to the concerned branch/Zone/department.
SMT MANASI MANOJ PHENE (Deputy General Manager),,,2023-01-30T00:00:00.000+0000,10.0,"महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards
"
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMPGRS, Kerala, Nodal Officer",,,2023-01-17T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"K.R.Haridas ., Administrative Officer",,,2023-02-03T00:00:00.000+0000,17.0,Reply given to the petitioner Hence file closed
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
OSDBO (OSD),,,2023-01-17T00:00:00.000+0000,0.0, Please issue acknowledgement and furnish reply to the petitioner after examining and settling the complaint as per the rules. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS.
Nodal Officer (GM),,,2023-01-23T00:00:00.000+0000,6.0," कृपया शिकायत की जांच समयबद्ध रूप से करने की व्‍यवस्‍था करें और शिकायतकर्ता को उपयुक्त उत्तर भेजें और उसके निपटान के तुरंत बाद शिकायतकर्ता को भेजें गए उत्तर को सीपीग्राम्स पोर्टल पर भी अपनी टिप्पणी/ कार्रवाई के साथ अपलोड करें। 
Kindly arrange to examine and redress the grievance and give appropriate reply to the complainant within a time bound manner. After redressal, a copy of reply given to complainant along with your comments/action may be uploaded on the CPGRAMS portal. 
"
Shefali Singh Moza (Principal Nodal Officer),,,2023-02-04T00:00:00.000+0000,12.0," Dear Mrs. Barua,

Greetings from YES Bank.

This is with reference to your CPGRAM complaint vide reference number PMOPG/D/2023/0011480 regarding Notice.
Sincerely,

Vijaya Kotkar
Office of Principal Nodal Officer 
YES Bank Ltd.
"
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMPGRS, Kerala, Nodal Officer",,,2023-01-17T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"CMCC ., Section Officer (Secretariat)",,,2023-03-13T00:00:00.000+0000,55.0,"ബഹു.പ്രധാനമന്ത്രിയുടെ ഓഫീസിലേക്ക് താങ്കള്‍ സമര്‍പ്പിച്ച പരാതി കേരള മുഖ്യമന്ത്രിയുടെ പൊതുജന പരാതി പരിഹാര സംവിധാനത്തിലേക്ക് കൈമാറി ലഭിച്ചിട്ടുണ്ട്. പരാതി വിഷയം വ്യക്തമല്ലാത്തതിനാലും, തുടര്‍നടപടി സ്വീകരിക്കാന്‍ സഹായകരമായ വിവരങ്ങള്‍ ഒന്നും പരാതിയോടൊപ്പം ലഭ്യമല്ലാത്തതിനാലും തുടര്‍നടപടി സ്വീകരിക്കാനാകില്ല. പരിഹാരം കാണേണ്ട പരാതി സംസ്ഥാന സര്‍ക്കാരുമായി ബന്ധപ്പെട്ടതാണെങ്കില്‍ cmo.kerala.gov.in എന്ന വെബ് പോര്‍ട്ടലിലൂടെ സമര്‍പ്പിക്കാവുന്നതാണ്. കൂടുതല്‍ വിവരങ്ങള്‍ ആവശ്യമെങ്കില്‍ 1076 എന്ന ടോള്‍ ഫ്രീ നമ്പരില്‍ ബന്ധപ്പെടാവുന്നതാണ്."
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
OSD2INS (OSDDFS),,,2023-01-17T00:00:00.000+0000,0.0, Please issue acknowledgement to the petitioner urgently and examine and settle the complaint as per the rules within a time bound manner. Please send your ATR and upload a copy of reply sent to the petitioner on CPGRAMS. 
Anson M (Assistant Manager),,,2023-01-24T00:00:00.000+0000,7.0, •	Being forwarded to HEALTH department of IRDAI to redress the grievance.
Mr. Rajeshwar Gangula (Deputy General Manager),,,2023-04-06T00:00:00.000+0000,72.0, This is a grievance pertaining to claim servicing of insurance policy. Hence transferred to Oriental Insurance Company.
Sh. SATISH KUMAR (DGM),,,2023-04-06T00:00:00.000+0000,0.0,We have taken up the matter with the concerned office for resolution.
Sh. SATISH KUMAR (DGM),,,2023-04-19T00:00:00.000+0000,13.0,"The concerned office has replied to insured vide their letter dt. 11.04.2023 ( copy is being attached herewith ) vide which they have informed that your claim has been repudiated because claim does not fall within the purview of the policy terms condition & clauses , we regret our inability to admit the claim.
In view of the above, we request you to please close this grievance."
V Spandana (Manager),,,2023-05-04T00:00:00.000+0000,100.0,"The insurer remarks are as follows: The concerned office has replied to insured vide their letter dt. 11.04.2023 ( copy is being attached herewith ) vide which they have informed that your claim has been repudiated because claim does not fall within the purview of the policy terms condition & clauses , we regret our inability to admit the claim. In view of the above, we request you to please close this grievance."
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Assisant1 (Asstt.),,,2023-01-18T00:00:00.000+0000,1.0, Please take necessary action in this matter and upload ATR.
Nodal officer of the Deptt. (Principal Secretary),,,2023-01-18T00:00:00.000+0000,0.0, for taking further necessary action.
NODAL OFFICER OF THE DEPTT (DIRECTOR GENERAL ULB),,,2023-01-19T00:00:00.000+0000,1.0, For taking further necessary action 
Sh. Ashok Kumar (Secretary),,,2023-02-10T00:00:00.000+0000,22.0, Not related to MC Bhiwani
NODAL OFFICER OF THE DEPTT (DIRECTOR GENERAL ULB),,,2023-02-22T00:00:00.000+0000,12.0, Not related to MC Bhiwani
Nodal officer of the Deptt. (Principal Secretary),,,2023-02-24T00:00:00.000+0000,2.0, Not related to MC Bhiwani
Jarnail Singh (Supervisor),,,2023-02-25T00:00:00.000+0000,1.0, Policy matter/Suggestion/Demand/not maintainable. 
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,MEANINGLESS / VAGUE LETTERS
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,1.0, Sent to concern department for necessary action
SHRI R.C.DESAI (Dy Secretary),,,2023-01-31T00:00:00.000+0000,13.0, 
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-02-17T00:00:00.000+0000,17.0, નિયમોનુસારની કાર્યવાહી અર્થે 
S P CHAUDHARI (JOINT DIRECTOR),,,2023-02-22T00:00:00.000+0000,5.0," સદર અરજી જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સાબરકાંઠાને મોકલી આપવામાં આવેલ છે. તો જિલ્લા પ્રાથમિક શિક્ષણાધિકારીશ્રી, સાબરકાંઠાની કચેરીનો સંપર્ક સાધવા વિનંતી છે. તેમનો મોબાઈલ નં- 9909971696 છે.
"
Jayshree Devangan IAS (JOINT SECRETARY),,,2023-03-04T00:00:00.000+0000,10.0, Disposed
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMPGRS, Kerala, Nodal Officer",,,2023-01-17T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Abin Ben A, Assistant",,,2023-02-13T00:00:00.000+0000,27.0,vague
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,1.0, Sent to concern department for necessary action
SHRI Bharat Viashnav (Deputy Secretary Coordination),,,2023-01-18T00:00:00.000+0000,0.0, Please Take Necessary Action as per rules and regulation whichever are in practice and applicable to the grievance. And close it at your level. 
Shri Ashish Bhatia (Director General of Police),,,2023-01-18T00:00:00.000+0000,0.0," Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal.
"
Shri ABHAY CHUDASHMA (IGP Gandhinagar Range),,,2023-01-28T00:00:00.000+0000,10.0, Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal.
Shri Vishalkumar Vaghela (SP Sabarkantha Himatnagar),,,2023-02-17T00:00:00.000+0000,20.0, આ કામના અરજદારશ્રીની અરજીનો અહેવાલ આ સાથે સામેલ રાખી મોકલી આપેલ છે જે આપશ્રી ને વિદિત થાય.
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
"CMPGRS, Kerala, Nodal Officer",,,2023-01-17T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"HARIDAS K V, Deputy Director",,,2023-02-10T00:00:00.000+0000,24.0,Action taken and reply given to the petitioner from Madikkai GP
,,,2023-01-17T00:00:00.000+0000,,
,,,2023-01-17T00:00:00.000+0000,0.0,
Shri Dhananjay Dwivedi (Secretary),,,2023-01-18T00:00:00.000+0000,1.0, Sent to concern department for necessary action
SHRI Bharat Viashnav (Deputy Secretary Coordination),,,2023-01-18T00:00:00.000+0000,0.0, Please Take Necessary Action as per rules and regulation whichever are in practice and applicable to the grievance. And close it at your level. 
Shri Samir Joshi (Deputy Secretary Complaints),,,2023-01-18T00:00:00.000+0000,0.0, Pl look into the matter and take necessary action and inform to applicant and upload the final report on PG Portal. 	
