closing_date,pincode,recvd_date,remarks_text,resolution_date,sex,state,subject_content_text
{'$date': '2023-02-06T00:00:00Z'},464001,{'$date': '2023-01-31T00:00:00Z'},,,M,MP,श्री मान जी में सुनील सूर्यवंशी पायलेट 108 &#128657; एंबुलेंस में काम करता हूं विदिशा जिले में कार्य करता हूं मेरा आपसे निवेदन है कि 108 के सभी कर्मचारियों ने कोरुना covid के समय मरीजों को घर से अस्पताल और असपताल से घर पोचाया सभी कर्मचारियों ने अपनी जान की परवाह न करते हुए हम सभी कर्मचारियों ने दिन रात सेवा दी लेकिन किसी को कोई प्रमाण पत्र दिया और ना ही किसी की भी सैलरी में बदातोत्री नहीं की गई हम सभी कर्मचारि आपसे निवेदन करते हैं कि हमे कुछ शुविदाए प्रदान की जाए जिससे हमारा आर्थिक स्थिति मजबूत हो सके
{'$date': '2023-02-14T00:00:00Z'},440024,{'$date': '2023-01-31T00:00:00Z'},All claims processed as per letter attached and will be disbursed soon,{'$date': '2023-02-14T00:00:00Z'},F,MH,"I Rupali Thanekar widow of Mr. Prashant Thanekar. Unfortunately my husband died on 06/05/2021 due to COVID 19. He was working as Junior Telecom Officer (JTO) in BSNL office Nagpur branch (HRMS No. X0X0X0X5X). It has been almost 2 years passed for his death. Yet I haven&#39;t received GTI claim, GSLI,And GPF from BSNL office . Therefore I am passing through a great mental and financial distress. I am very much need of money. I am requesting you to look in to the matter and ask to release the funds as early as possible.
1) GTI- Group Term Insurance policy (LIC) 
 policy number - X0X0X6X1X/7/9
2) GSLI -(LIC)
3) GPF - HRMS No. X0X0X0X5X"
{'$date': '2023-03-13T00:00:00Z'},700110,{'$date': '2023-01-31T00:00:00Z'}, Please see the attachment.,{'$date': '2023-03-13T00:00:00Z'},M,WB,"I am a Defence Pensioner (Indian Air Force). My record Office is Directorate of Air Veterans (DAV), Air HQ (SP), First Floor, SMC Building Subroto Park New Delhi – 110010. DAV has its own website iafpensioners.gov.in. All PPO now became digitised and ePPO of Indian Air Force pensioner supposed to be downloaded from above cited DAV website. I tried to register myself in the website giving the required particulars to set my username and password. However popup window came up and showed &#39;Credentials were not authenticated by your database and my registration was not successful. I was advised to retry after 10 days to complete the login process&#39;. I tried the process several times starting from 21 May 2022, at different dates (more than 10 days interval but got same failure message each time. I took up the matter with DAV through XmXiX-XaX.XiXmXnXgXvXiX attaching the copies of all required documents and screenshot of the failure message and over telephone also. I did not receive any response from DAV except automatic system generated one. I also mailed IT section DAV Cell over mail (XtXaX.X2X4XgXvXiX)and telephone. It is learnt that my service data is not available in IT cell of DAV. They in turn requested DAV to verify my Service Particulars so that they can update my particulars in database and I will able to logon to DAV website. However DAV did not respond to the request of its own IT Cell. So unless I am able to generate my username and password for DAV website with proper registration I shall not be able logon and download my ePPO, Form 16, NE-POR etc. 

I tried signup with CPGRAMS for lodging complaint, however it appears that the CPGRAMS sight has some troble as I am not getting required link in my mail to signup after submission of required particulars several times. Mailed to XpXrXmX-XaXpX@XiX.Xn but no response received.

As a last resort I am writing to your office. I am a now 72+ years old and become very painful for me running from pillar to post to get my own records authenticated by my esteemed organisation I served. It is my humble request that this problem should taken up on top priority and sympathetic consideration to redress my grievance which will, save me from mental agony which I am going through. All copies of mails are attached for your ready reference. to

With Regards,

BASUDEV CHAKRABORTY
Ser No-X0X6X7X
Rank-CPL
PPO No-XFXEXSXCX1X8X8X dated 17/01/83 issued by CDA(P), Allahabad
DOB-20/09/1950
Date of Joining-09/01/1968
Date of Discharge-31/01/1983
Aadhaar-X5X0X4X0X8X7
PAN-X-X-X-X-X"
{'$date': '2023-03-02T00:00:00Z'},110065,{'$date': '2023-01-31T00:00:00Z'},Reply has been attached with PDF Format.,{'$date': '2023-03-02T00:00:00Z'},M,DH,"respected sir,

this is in regards to the mismanagement and harassment done by new delhi muncipal corporation which is called ndmc in short. the place of incident is outside and around hanumanji temple, Connaught place , new Delhi. 
the ndmc harass the visitors to the temple on Tuesday and tow way vehicles from lanes and near to the temple. they tow away the vehicles as per there convenience. there are NO , no parking boards also installed on the road or in the lanes or around the temple ,so one does not park there vehicle and is cautioned. 
The Traffic movement inside the lanes or on road are not blocked but still the ndmc tow away vehicles harass and tow away. 

there is NO standard of operations or any rules and regulations followed . they charge rs.1000/- for four wheeler as a fine and a receipt is given which it seems is not accounted for also. .
even no cctv or picture is taken or shown when the vehicle is towed. NO set protocol is also followed. a person even does not know where the vehicles is towed away.. the main motive of ndmc is to earn revenue via tow away vehicles and harass the visitors. it is said that the parking management system department operates these tow away vans and can tow away vehicles from where ever they feel its good.

hope you office would intervene and ask ndmc not to harass the visitors to temples, have no parking boards, have standard of operations for tow away vehicles which should be followed strictly, have cctv and cameras on tow away vehicles, have protocol. have a public grievance number 24x7 as no officer listens or helps as i and many other visitors are victim of the same.

i know the department and ndmc would close this grievance by putting blame on the citizens but your good office should intervene and help the victims ."
{'$date': '2023-02-17T00:00:00Z'},800013,{'$date': '2023-01-31T00:00:00Z'},,,M,UP,"सेवा में माननीय प्रधानमंत्री महोदय,

इंडिया,

 

विषय नुवओ-आखरी रोड एवं नाला(वाराणसी,राम-नगरपालिका, उप) के निर्माण के संबंध मे,

 

महाशय,

उपयुक्त वर्णित विषय के संबंध में कहना है कि नुवओ-आखरी रोड जो वाराणसी (राम-नगर नगर पालिका के अंतर्गत आता है) इस रोड की वर्तमान स्थिति काफी जर्जर वं दयनीय स्थिति में है जिसके कारण उस रोड से आवागमन करने वाले बड़ी आबादी को काफी कठिनाइयों एवं शर्मिंदगी का सामना करना पड़ता है वं निरंतर छोटी बड़ी दुर्घटनां भी होती रहती है

 

महाशय ऐसा हम सभी को ज्ञात है कि यह क्षेत्र माननीय प्रधानमंत्री महोदय(श्री नरेन्द्रा मोदी जी) के संसदीय क्षेत्र का भी हिस्सा है तथा वाराणसी में कई तीर्थ स्थल होने के कारण यहां हमारे इष्ट मित्र गन पर्यटक विदेशी सैलानियों का निरंतर आना जाना लगा रहता है इनमें से कुछ क्षेत्र में रहने वाले अपने मित्र संबंधियों के घर निरंतर आते जाते रहते हैं जिसके फलस्वरूप रोड की दशा के कारण उन्हें काफी शर्मिंदगी महसूस होती है

 

अत माननीय प्रधानमंत्री महोदय से नम्र निवेदन पूर्वक कहना है कि उपरोक्त वर्णित विषय वं परेशानियों को ध्यान में रखते हु इस सड़क एवं नाला का जीर्णोद्धार आपके द्वारा अतिशीघ्र अवश्य करवा दिया जाय आपके ऊपर हम लोगों का अटूट विश्वास वं निष्ठा के कारण हम लोगों ने एक आम नागरिक की हैसियत से अपनी समस्या को आपके समक्ष रखा है और ऐसी आशा करते हैं कि आप और आपके विभाग के द्वारा इस कार्य को अति शीघ्र करने की कृपा की जाएगी

 

आपका विश्वासी,

मेरी माता जी श्रीमती उपासना सिंह,

पिता श्री काशीनाथ सिंह,

उनके पुत्र मनोज कुमार वं संजय सिंह

फोन नंबर X4X1X9X4X8

ईमेल: XaXoXiXpXtXaXgXaXlXcXm"
{'$date': '2023-04-02T00:00:00Z'},302039,{'$date': '2023-01-31T00:00:00Z'},,,M,RJ,"Sir,
 Namaskar Apse Kuch Help Chaye mai ek garib pariwar ka beta hu 2017 se police se lagtar Rajasthan police se mujhe Har bar paresan kiya ja raha hai hum help kijye mere 2 chote bache hai 5 or 7 years ki beti please mere or mere bacho or maa pita ki madat kijye .."
{'$date': '2023-04-21T00:00:00Z'},803118,{'$date': '2023-01-31T00:00:00Z'},,,M,BH,"Dear sir, 
 
 My name Dharmendra Kumar father Yogendra Yadav is a permanent resident of Village Post Barara Anchal Noorsarai District Nalanda State Bihar Pin 803118. I had purchased 11.71875 decimals of land from my village Rampravesh Paswan father Zubair Paswan in the year 29 July 2013, which we filed online for cancellation. Instead of father&#39;s name Yogendra Yadav, seller&#39;s name has been written as Rampravesh Paswan and Mauja Barara instead of Kakhra, whose status was showing pending at CO, after which we contacted Aanchal Noorsarai computer operator IT Sir on 27 January 2023, we 28 and 30 He was called on 31st January 2023 but he kept teasing us and our work could not be done and finally we were asked for money, so it is a request to Mr.
 
 I will be forever grateful for this

Party name - dharmendra kumar
Mauja - barara
Halka - Barara 
Circle - Noorsarai 
Khata name - 588
Plot - 2753
Mutation case nu - X2X4X2X2X-X0X3
Block - noorsarai 
District - nalanda 
State - bihar 
 Contact no X4X1X0X4X6"
{'$date': '2023-04-21T00:00:00Z'},813223,{'$date': '2023-01-31T00:00:00Z'},,,F,BH,bhagalpur Bihar me Sainik Sainik pariwar ka shoshan aatyachar jari hai barsho se koi karwahi nahi DM SSP SDO police station habbipur jagdishpur bhagalpur bihar niyay insaf ke liye darbadar bhatak raha hai mahila kalawati Devi abhinay Kumar Jai hind
{'$date': '2023-02-20T00:00:00Z'},231216,{'$date': '2023-01-31T00:00:00Z'},,,M,UP,P.m .sahab .Uttar pardesh ke medical vibhag ke N.H.M ke antar gat sambida pharmacist ka Intarview 22.12.2014 me huwa tha .CMO apne chahne wale kiye hai niyukti .merit wale ka nahi kiye hai .niyukti pharji Tarah se kiye hai .Emandar Adhikari se Emandari se Jach karakar variyata karm wale ka niyukti karane ka kast kare .pm .sahab .Niymanushar Jach karakar nyay dilane ka kast kare berojgar ko .Ya sheet badakar niyukti karane ka kast kare .sarkar ki chhabi kharab ho Rahi hai .Mai Garib ghar ka hoo .antim mauka tha mera .
{'$date': '2023-02-28T00:00:00Z'},713130,{'$date': '2023-01-31T00:00:00Z'},replied vide File No X6X/X3X2X2X-AVD-IV-A dated 27/02/2023,{'$date': '2023-02-28T00:00:00Z'},F,WB,"That’s for enough to say that’s Shri Ajay Kumar Bhalla (IAS) also not till the date take the liabilities of life of The Honorable Prime Minister of India, The Honorable Minister of Home of India, The Honorable Minister of Finance with The Justice of Lok Pal of India With The Honorable Governor of the West Bengal and The Vice President of India Mr. Jagdeep Dhankhar and The Honorable President of India, Because the State of West Bengal clearly says that’s un till those too gives those types of business as patent for terrorists benefit, that’s for madder also only legal ways of The Honorable Prime Minister of India, The Honorable Minister of Home of India, The Honorable Minister of Finance with The Justice of Lok Pal of India With The Honorable Governor of the West Bengal and The Vice President of India Mr. Jagdeep Dhankhar and The Honorable President of India, 

		That’s for we frequently side to the Union State of India where the State of West Bengal and Mr. Alapan Bandhapaddy (IAS) and Mr. Hari Krishna Dwivedi IAS and Shri B P Gopalika, IAS the Chef and the Sectary of Home of Government of West Bengal respectively, Mr. Adhir Ranjan Choudhury (MP) and advocate Mr. Kapil Shiba and Mr. P. Chadambaram, are describe the matter, neither it is madder attempted case of The Whistleblowers and the petitioners of The (PIDPI) Resolution - Public Notice included Excellencies, nor those have any imitation to madder The Honorable Prime Minister of India, The Honorable Minister of Home of India, The Honorable Minister of Finance with The Justice of Lok Pal of India With The Honorable Governor of the West Bengal and The Vice President of India Mr. Jagdeep Dhankhar and The Honorable President of India, as The Whistleblowers and the petitioners of The (PIDPI) Resolution - Public Notice included Excellencies, those after which documents already provides to the Union State of India and CVC those documents became enough evidences for their motive and actual activate of the State of West Bengal under purba bardhman."
{'$date': '2023-02-12T00:00:00Z'},110080,{'$date': '2023-01-31T00:00:00Z'}," forwarded to Home Affairs

Your suggestions are always welcome. Should you have any other suggestions Register on MyGov App. You can Follow MyGov on Twitter/Subscribe to MyGov YouTube Channel also.

Regards,
Office of CEO MyGov
M: X1X1X X4X0X3X3
",{'$date': '2023-02-12T00:00:00Z'},M,DH,"Hon&#39;able Mr. Prime Minister,

I would request you to please draw your kind attention towards the people of India&#39;s beloved state Ladakh.

Our beloved state is suffering one of the worst time ever now and really needs your needed attention there. I reckon you&#39;re not aware of this situation now as you have a lot of other work to look at also however request you to please look at it at your earliest convenience.

I am sure you&#39;ll understand this as India&#39;s Gem Mr Sonam Wangchuk has also addressed it however due to the LG of UT it must have not conveyed to you yet.

This time they really need you and looking for your needed intervention. I hope India&#39;s youth can rely to you for this.

Once again thank you so much for your support into this matter.

I qm sure being the PM of India you will take necessary actions to mitigate these and will hopefully hear some positive reply on this 

Kind Regards,
Deepanshu Anand"
{'$date': '2023-02-12T00:00:00Z'},827013,{'$date': '2023-01-31T00:00:00Z'}," Your suggestions are always welcome. Should you have any other suggestions Register on MyGov App. You can Follow MyGov on Twitter/Subscribe to MyGov YouTube Channel also.

Regards,
Office of CEO MyGov
M: X1X1X X4X0X3X3
",{'$date': '2023-02-12T00:00:00Z'},M,JH,"Bharat &#127470;&#127475; GDP 
X0X4X-X7X9X1 Billion USD 
X0X4X-X X0X9 Billion USD 
X0X2X-X3X6X Billion USD 

I took these three benchmarks to explain in layman terms to my cute ignorant and less skilled in Maths Congressi or Communist Friends about GDP because they often get confused in GDP, Growth and percentage &#128514;&#128514; 

&#128073;Congress started its journey under PM Dr Manmohan Singh and increased Bharat’s GDP from 709.1 Billion USD to 2039 Billion USD here by adding 1329.9 Billion USD in 10 years despite 2008 great economic recession. So every year Under Congress Rule Bharat added 132.99 Billion USD. 

&#128073; BJP started its journey under PM Narendra Modi and increased Bharat’s GDP from 2039 Billion USD to 3469 Billion USD in 8 years here by adding 1430 Billion USD despite 2 disastrous years of Covid &amp; Russia Ukraine war. So every year under BJP rule Bharat added 178.75 Billion USD. 

So I will not give any excuse of more negative world post 2014 but still BJP performed far far better than Congress. I have not included Inflation which was more than 7-8% during Congress and less than 5% in BJP. I have also not included data on Infrastructure &amp; social indicator improvements like Electricity access, Water &amp; Gas access, Education, Medical etc where BJP is exponentially better than Congress regime. So Please don’t use your flaws in brain to portray something else."
{'$date': '2023-06-15T00:00:00Z'},205264,{'$date': '2023-01-31T00:00:00Z'},,,M,UP,"महोदय सेवा में सविनय निवेदन है कि मैनपुरी शहर के कलेक्ट्रेट परिसर में सन 1989 में पर्यावरण और वन्य जीव संरक्षण के उद्देश्य के लिए वन चेतना केंद्र की स्थापना की गई थी।यह लगभग 1 एकड़ भूमि में फैला हुआ है।जिसको 45 लाख रुपये की लागत से विकसित किया गया था।यहाँ हिरन,मगरमच्छ और पंछियों को लाकर छोड़ा गया था।सभी वन्यजीवों के लिए अलग-अलग व्यवस्था की गई थी।ऐसे में वन चेतना केंद्र की शोभा देखते ही बनती थी।लेकिन यह अनदेखी के कारण बदहाल हो गया है।इसके बाद वन विभाग ने भी वन्यजीवों को यहां से हटा दिया है।यह वर्तमान में वन चेतना केंद्र बदहाल हो चुका है।अतः श्रीमान जी निवेदन है कि इसके जीर्णोद्धार के लिए उचित कार्यवाही करने की कृपा करें।"
{'$date': '2023-03-18T00:00:00Z'},487221,{'$date': '2023-01-31T00:00:00Z'},,,F,MP,"&#128591;नमस्ते सर

सर एक बात का बहुत दुख हो रहा है मुझको में आप को बताना चाहती हूं के देश मे कितना भ्रष्टाचार हे मैं रविवार को मैहर गई माता रानी के दर्शन करने के लिए हर बार तो मैं सीढ़ी से जाती थी इस बार मैंने सोचा कि मैं कि मैं रोपपे से जाते हैं जो वहां देखा वह अत्यंत दुखदाई स्थिति थी वहां परवहां पर इतनी ज्यादा घूसखोरी चल रही थी जो बीमारी वाला एबीपी वाला है 60 से ऊपर है वह लाइन में लगा है जिनके घुटने काम नहीं कर रहे हैं जो लाचा आ रहे हैं विचार बिना कुछ खाए 11:00 बजे के लाइन में लगे हैं और शाम को 5:00 बजे उनको दर्शन हो रहे हैं और वहां के जो दलाल है वह 1000-2000 रुपए लेकर उनको तुरंत लिफ्ट में भेज दिया जाता है और तुरंत दर्शन करा कर वापस लिया जाता है उनको तो 1 घंटे भी नहीं लगते वहां जाने के लिए हैं उनको तोड़ता तुरंत में दर्शन करा देते हैं और ऊपर भी यही हाल है कई बुजुर्ग लोग तो सर वापस चले गए थे कई वहां बैठे दवाइयां खा रहे थे कि घुटने काम नहीं कर वहां की जो दयनीय स्थिति थी सर उसको देख कर बहुत दुख हुआ था वह तो माता रानी की कृपा मानकर की माता रानी की यही इच्छा है कि हम इतना वेट करें जब दर्शन होंगे ऐसा करके वह दर्शन के लिए आते थे लेकिन यह देख कर बहुत दुख हुआ सर आपके राज में भी ऐसा कुछ हो सकता है सर मेरी विनम्र निवेदन है कि इस चीज को सुधारा जाए और उन लोगों को कड़ी सजा दिलवाई जाए जिनके पीछे सब हो रहा है धन्यवाद"
{'$date': '2023-02-02T00:00:00Z'},394650,{'$date': '2023-01-31T00:00:00Z'},,,M,GJ,"Dear Sir
I am working in a Bank in Tapi district. But I am being harassed by so many fake case put by my wife in Teez hazari court .Like in one month 3 to 4 dates are coming 1st Feb meeting with Judge,2nd Feb maintaince ,9th Feb domestic violence .I live in surat how can I attend so many court dates in one month in another city in delhi .Delhi police also calls me for court dates but my lawyer and my father are all attending court dates.First of all without proof how come police accepts cases and judiciary entertains cases? These fake cases affect mental peace of husband like me who is a law abiding citizen and honest tax payers .please make putting fake case an offence with heavy penalty so that for revenge nobody can file fake case.kindly amend 498 and domestic violence laws as they are being misused to extract money from husband and as a tool to harrass by my wife .
Thanks. 
Akshay soni"
,441108,{'$date': '2023-01-31T00:00:00Z'},,,M,MH,"Honorable sir, I had made a complaint to you in 2020, till now its result is not found, so I am repeating the same complaint again."
{'$date': '2023-02-03T00:00:00Z'},605001,{'$date': '2023-01-31T00:00:00Z'}," 
 The PG complaint filed by you pertains to a subject as contained in exempted categories for PG complaints. The PG filed by you falls under suggestion category, as such the same is being closed.",{'$date': '2023-02-03T00:00:00Z'},M,PC,"To commemorate Sri Aurobindo&#39;s 150th birth anniversary we devotees are requesting your honor to start new direct train between Vadodara and Puducherry. This demand is pending for more than a decade with the railway ministry. With warm regards.
V. O. Shah, Advocae"
{'$date': '2023-02-03T00:00:00Z'},201301,{'$date': '2023-01-31T00:00:00Z'},,,M,UP,"Respected Hon&#39;ble Prime Minister Ji,

With humble pranaams I write at brink of my life with request for your kind audience and blessings please, being a patriot who shares your vision for India. I am a ex Special Forces Army veteran Colonel who has fought multiple special operations at highest levels for the nation. I have never lost a soldier in any encounter but am fighting for survival in Lutyen&#39;s Delhi.

Sir, I was the CEO of Delhi Gymkhana Club Ltd next to the Hon&#39;ble Prime Minister&#39;s residence from 2018 till 2020. I had found the club to be a den of anti national lobbyists and pro opposition leaders. Endemic corruption in club used to ensure losses of Rs 3.5 Crore in public funds every year. The security was so weak that Xray scanners, CCTV control rooms and metal detect were installed by me for first time in 2019. I also faced extreme stress during your first ever visit to the club on 04.12.2019 purely for insisting on carrying out SPG orders for security. 

Sir from April 2020 I have faithfully as CEO supported the UOI petition in NCLT alleging corruption against Public Interest. This case went upto even Hon&#39;ble Supreme Court twice where my late Ld Counsel Shri Jaideep Singh supported the Ld SG of India to get extension for NCLT on 11.03.2022. But for exposing tis corruption as Whistleblower my and my family&#39;s life has been made living hell since I was illegally terminated on 04.08.2020, by few Board members accused by the Govt. My wife Smt Ritu Khanna had written to you beseeching for investigation on 23.09.2020- the complaint and its response is pgportal.gov.in/Status/ViewStatusClickLink/XCX7X1X4X1XBXFXAX2X9X5XFX4X7XCXCF369821B1AF06A602B2313F72D2CA9A73CC801EA146610ECD1D28AB2E49AF57A598DE0A4F53F7CD9E62BEBB84E354CB8UE1PUEcvRS8yMDIwLzA4NjMyMjc=

Prime Minister Sir, the Govt won the case on my evidence in NCLT, NCLAT which specifically appreciated my stand on 15.02.2021. But since 26 April 2022 the Ministry of Corporate Affairs has repeatedly appreciated my sacrifice but failed to protect me or 40 other poor staff who were terminated for resisting corruption and evidence destruction during the case. Systematically corrupt Administrators were placed including Mr Om Pathak who had fought Shri AB Vajpayee from Congress and in late 2021 tried to sabotage the Govt case even making an Hon&#39;ble Supreme Court Judge recuse from Gymkhana case on 31.08.2021 and was strictured for destroying evidence on 23.09.2021. They have not even spared widows and had deliberately tried to breach SPG orders for your security. Two of his and one ex Secretary JP Singh (a favorite of famous Mr AS Dulat) biggest scams are AGM and Davis Cup 2022 frauds where over Rs 10 Crore sponporship is missing. bharatexpress.com/india/favors-for-aita-the-association-reluctant-to-return-davis-cup-money-22067

Sir, Ministry RTI file Notings that I received few days ago show desperate situation poor staff, widows and I am in next door to Hon&#39;ble PM residence. These Notings show that Dir Investigations has recorded that I helped expose corruption of Rs 50 Crores and was terminated for supporting the Govt. It shows how Ministry has repeatedly written to Club to re-appoint me as Secretary to resolve the poor situation. A serious breach of your security on 13.08.2022 using Drone with camera is repeatedly written about but no action is taken on Mr Verma the person appointed by Ministry who commited this act. 

Sir, helplessness of Whistleblowers is clear with Notings being diluted, even court orders and an Order of 20.09.2022 approved by Hon&#39;ble Finance Minister not enforced. SIr honest Ministry officers say if this is allowed to go on in Delhi Gymkhana Club, no one in any Indian Company will help the Govt to uncover corruption. Pradhan Mantri ji, I have 2 young sons who have watched my torture for over 2 years. I am in poor health with dire risk due to these public RTI notings. I request your audience and blessings please. Jaihind Sir
Col A Khanna,SM"
{'$date': '2023-02-02T00:00:00Z'},175101,{'$date': '2023-01-31T00:00:00Z'},,,M,HP,"Dual Citizenship:
I believe the constitution requires an amendment to recognise the reality of the day! I went out and contributed to the growth of India even if it meant taking on a foreign citizenship, which meant that I have to renounce my Indian Citizenship. I believe 80%+ such foreign nationals of Indian origin would want to contribute towards the development and progress of mother India directly, not withstanding the fact that they probably are already doing so indirectly even while being foreign nationals. I would like to contribute to a policy which encourages “reverse” brain drain while still keeping intact the economic advantages of immigration. The headline was a common rhetoric but I believe there are other ways this can be facilitated without altering the constitution. After all having Satya Nadela and Sundar Pichai (speculative) back on the team would be affirming as would be thousands of other IT professionals who had to give up their Indian Citizenship due to an old law. I appreciate your time to find a resolution and allocate some much needed time to this issue.

Kind Regards 
Chetan Sharma"
{'$date': '2023-02-02T00:00:00Z'},110092,{'$date': '2023-01-31T00:00:00Z'},,,M,DH,"Dear Honourable Mr. Narendra Modi Ji, Prime Minister of India. I am very proud to have you as a PM Sir. 
Sir I need to you meet I am facing a very long time grievance problems. I hope we meet a soon."
{'$date': '2023-02-14T00:00:00Z'},713343,{'$date': '2023-01-31T00:00:00Z'}," The customer has been advised suitably, copy enclosed.",{'$date': '2023-02-14T00:00:00Z'},M,WB,"माननीय महोदय मैंने आपके कार्यालय में भारतीय स्टेट बैंक कि समस्या लेकर आवेदन पंजीकरण संख्या XMXPX/X/X0X3X0X1X9X2 किया था अभी तक हमारे समस्या का समाधान नहीं हुआ मोबाइल नंबर पर कोई मैसेज नहीं आया माननीय महोदय मैंने 17/01/2023 को भारतीय स्टेट बैंक कुल्टी जाकर KYC आवेदन किया और लिखित भी आवेदन किया परन्तु समस्या का समाधान नहीं हुआ आपसे आग्रह है आप कृपया हमारी मदद करे और दुबारा परेशान होने के लिए बैंक नहीं जाना पड़े जो आवेदन मैने भारतीय स्टेट बैंक को किया था वह शब्द मै आपको लिख कर भेज रहा हूं Respected Branch Manager State Bank Of India Kulti Paschim Bardhaman West Bengal बिषय: खाता संख्या X3X9X8X1X1X को मोबाइल संख्या X5X1X5X4X6 लिंक करने अथवा जोड़ने के संबध में, निवेदन पूर्वक कहना है कि मै आपके बैंक का ग्राहक हूं हमारी खाता संख्या X3X9X8X1X1X है हमारी निवेदन यह है कि हमारा मोबाइल नंबर X5X1X5X4X6 को हमारे बैंक खाते से जोड़ने अथवा लिंक करने का कष्ट करे जिसके लिए मैं आपका जीवन भर सदा आभारी बना रहूंगा From Ram Nath Shaw Father:Late Bihari Lal Shaw Post Office Kulti Police Station:Kulti At:Kendwa Bazar Panjabi Gali Near Jalsa Ghar Pin 713343 District Paschim Bardhaman West Bengal Mobile:X5X1X5X4X6"
{'$date': '2023-02-12T00:00:00Z'},700119,{'$date': '2023-01-31T00:00:00Z'}," forwarded to West Bengal

Your suggestions are always welcome. Should you have any other suggestions Register on MyGov App. You can Follow MyGov on Twitter/Subscribe to MyGov YouTube Channel also.

Regards,
Office of CEO MyGov
M: X1X1X X4X0X3X3
",{'$date': '2023-02-12T00:00:00Z'},M,WB,"Respected sir,
due to covid-19 last two years was not utilized by the competitive students and all the advertisement published by union and states the relevant authorities not give any age relaxation. 
there for i kindly request that please give age relaxation on that advertisement by published by govt 
thanking you"
{'$date': '2023-02-02T00:00:00Z'},629001,{'$date': '2023-01-31T00:00:00Z'},,,F,TN,"From
Dr. Hemalatha Kapoorchand, MD 
Lecturer – Dept. of Prasuti- tantra &amp; striroga
Govt. Ayurveda medical college &amp; Hospital
Nagercoil – 629002


Respected Sir

Reference no. 	 Registration number : XMXPX/X/X0X3X0X0X1X9
 Registration number : XMXPX/X/X0X2X0X1X6X6

My grievance not yet solved. Last salary received in August 2022. 

I am a permanent Govt employee. There is no fault on my side. 
Not receiving regular monthly salary since 9 &#189; years due to delay in issue of ratification order and Further continuance.

Kindly do the needful. Thank you
Yours faithfully
Hemalatha Kapoorchand
Mob - X4X5X3X0X4"
{'$date': '2023-02-11T00:00:00Z'},800016,{'$date': '2023-01-31T00:00:00Z'},"Subject:- Reply regarding grievance submitted by Shri Chandrashekhar Ravan, Resident of Patna, Bihar vide Registration No XMXPX/X/X0X3X0X2X7X6, dated- 31.01.2023, received on 07.02.2023 at AIIMS, Patna.

Dear Shri Ravan Ji,
This is not a type of Grievance related to the services rendered by AIIMS, Patna. However, the Staffs, Officers & Faculty Members of the Institute are sometimes required to work beyond scheduled duty hours as per need of the institute and nature of work like emergency, urgent requirement etc.

Thanks & Regards
AIIMS, Patna.",{'$date': '2023-02-11T00:00:00Z'},M,BH,"Dear Prime Minister,

This grievance is being put forth to uncover a heart-wrenching practice of flagrant violation of labour laws, financial laws, forced labour and inhumane treatment being adopted at All India Institute of Medical Sciences, Patna, Phwarisharif, Bihar - 801507
Sir, with a crying heart it is requested to please address the issue of long working hours and forced labour at administrative offices of the said institute. Employees of administrative offices (Director office, DDA Office, Dean Office, FA Office, AO Office and others –) are facing a lot of difficulty working for more than 12+ hours every day for the last 6 months now.
We come to the office at 9:30-10:00 AM and based merely on verbal instructions, and no prior / timely intimation they are made to work till 12:30-1:30 AM (which is more than 12 hours) everyday. If somebody raises concern or inability to follow the directives, he or she is given the threat of getting suspended/terminated by the newly joined Executive Director. This practice of long working hours/forced labour can be clearly authenticated of its veracity from the Biometric attendance of Staffs, CCTV footage of the offices + Imprest accounts expenditure of the offices being laid out for continuous late night hours.
Sir, I seek your kind reference to HOURS OF WORK AND REST LAW, X7X1X9X1 (PART-TWO) which sites the following 2. (a) A working day shall not exceed eight working hours.
(b) A working day shall not exceed seven working hours in night work on the day preceding the weekly rest and on the day preceding a festival on which an employee isnot employed, whether by law or by agreement or custom.
3. A working week shall not exceed forty-seven working hours.
The above rules and guidelines are being completely overlooked and contravened at this Institute with a working hour stretching to 6-7 days in a week for Officials and staffs associated with above said wings of Administration here. Also, it is noteworthy that even with a full working day on Saturday (instead of half, as sanctioned in the guidelines of working hours of Institute) and no compulsory leave on Sunday, the personnel’s are being provided with no overtime/ remuneration/compensatory leave etc. in respect of these. The Executive Director of the Institution is thus bypassing all the set rules and norms set for all the contractual as well as regular government employees depriving them of necessary mental and bodily rest.
Sir, it is not difficult to observe that due to this harrowing and intense working hour pattern, staffs are undergoing not only physical and psychological distress but also find it extremely agonizing to establish a proper work-life balance, where most of their familial, social and other responsibilities stand unfulfilled.Age to apply for other jobs for most of them has expired and they can’t see any career alleviation out of this Institute which makes them even helpless.
This is a whistle blowing from inside of an apathetic and negligent system and therefore, it is requested to kindly initiate a suitable investigation in this matter preferably keeping my identity and submission secret given the above mentioned status quo.
An immediate and appropriate action with stern action from your end is the last ray of hope for us."
