OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
Sh. Ramesh Chand (Jt. DIT OSD),,"Repeat of sl 17
 of (3-4-2023)",2023-04-03T00:00:00.000+0000,0.0,Kindly peruse the comments and upload the status report.
PARNEET SINGH SACHDEV (Pr. CCIT),,,2023-04-05T00:00:00.000+0000,2.0, Kindly look into the matter and upload status report at the earliest.
Jahanzeb Akhtar (CCIT Amritsar),,,2023-04-05T00:00:00.000+0000,0.0, Kindly look into the matter and upload status report at the earliest.
Abha Rani Singh (Pr. Commissioner of Income Tax),,,2023-04-05T00:00:00.000+0000,0.0, The concerned AO is directed to look into the matter and take necessary action to resolve the grievance of the assessee by 11.04.2023 positively.
Priyanka Singla (Addl. CIT Range-1 Ludhiana),,,2023-04-06T00:00:00.000+0000,1.0, The concerned AO is directed to look into the matter and take necessary action to resolve the grievance of the assessee by 11.04.2023 positively.
Naresh Kumar Meena (ITO),,,2023-04-06T00:00:00.000+0000,0.0," As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively.
 	On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office.
"
Priyanka Singla (Addl. CIT Range-1 Ludhiana),,,2023-04-06T00:00:00.000+0000,0.0," The AO has reported that As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively. On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office."
Abha Rani Singh (Pr. Commissioner of Income Tax),,,2023-04-06T00:00:00.000+0000,0.0," The AO has reported that As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively. On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office."
Jahanzeb Akhtar (CCIT Amritsar),,,2023-04-10T00:00:00.000+0000,4.0," The AO has reported that As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively. On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office."
PARNEET SINGH SACHDEV (Pr. CCIT),,,2023-04-11T00:00:00.000+0000,1.0," The AO has reported that As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively. On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office."
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-04-25T00:00:00.000+0000,14.0," Based on comments received from the verticals of systems and duly endorse by the DG Systems that 

The AO has reported that As already stated that Sh. Amit Sofat, PAN: AFMPS5973F is requesting for issuance of refund for A.Y. 1998-99 & 1999-2000 alongwith interest. He has also enclosed an ASK application dated 13.07.2020 submitted before the then ITO, Ward-7(1), Ludhiana vide which he has submitted that he has filed his ITR for the A.Y. 1998-99 and 1999-2000 vide ack. No. 00722 and 731 claiming refund of Rs. 10,019/- and Rs. 7222/- resp. He has also submitted that TDS of Rs. 17,378/- and of Rs. 19,590/- was deducted during the A.Y. 19998-99 & 1999-2000 respectively. On perusal of the ITBA/ AST, it is seen that no record/ return of the assessee is showing on system. In the absence of the ITR on the system and being very old case of more than 20 years, no refund can be issued at this stage. Keeping in view of facts mentioned above, the CPGRAM is disposed off from this office. In view of the above the CPGRAM is being closed. "
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Sangeeta Mishra (MTO),,,2023-01-24T00:00:00.000+0000,0.0," Dear Resident,
In relation to your aforesaid grievance, please be informed that on checking the EID 
0648/02825/16317 29/07/2021 15:24:49 mentioned with your complaint letter by this office, it was found that the Aadhaar of the concerned resident has already been issued against this EID 1207500330041720160216120617. Using this EID 1207500330041720160216120617 you may order your PVC card from the given link - https://residentpvc.uidai.gov.in/order-pvcreprint.php which will be delivered by post at the registered address in aadhaar. For any other information, you may contact UIDAI, Regional Office, Lucknow on telephone numbers- 0522-2304978/0522-2304979. Apart from this, you can also get information through e-mail ID- uidai.gov.in.With the above information your grievance is being closed on P.G portal. 
Thank You
"
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-30T00:00:00.000+0000,6.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of UP"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,2.0, 
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-02T00:00:00.000+0000,1.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-04T00:00:00.000+0000,2.0,आख्या सादर प्रेषित है कार्यालय के पत्रांक 4131 दिनांक 03 feb 2023 के द्वारा आख्या प्रस्तुत है
SRI. CH.SRINIVASA RAO (Dy Secy. GAD),,,2023-02-23T00:00:00.000+0000,13.0, The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the Agriculture and cooperation Department Telangana secretariat for taking necessary action 
SRI. CH.SRINIVASA RAO (Dy Secy. GAD),,,2023-02-23T00:00:00.000+0000,0.0, The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the Agriculture and cooperation Department Telangana secretariat for taking necessary action 
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-02-10T00:00:00.000+0000,17.0," Under PM-KISAN Scheme the responsibility to identify beneficiary beneficiary and uploading their correct and verified data after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. of Telangana"
Sunil Kumar (Under Secretary),,,2023-02-10T00:00:00.000+0000,0.0, Please see it for further necessary action.
,,,2023-01-24T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-01T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-24T00:00:00.000+0000,23.0,आख्या अवलोकनोपरान्त अनुमोदित आवश्यक कार्यवाही कर आख्या प्रेषित करें श्रीमानजी आख्या सादर सेवा में प्रेषित है
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
M.C.Nautiyal (Deputy Director),,,2023-01-25T00:00:00.000+0000,1.0,The subject matter pertains to CPWD. The same may be forwarded to CPWD for further necessary action. 
Smt. Sneh Lata (DS),,,2023-01-30T00:00:00.000+0000,5.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
Smt. Sneh Lata (DS),,"Repeat of sl 4
 of (30-1-2023)",2023-01-30T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
RAJ KUMAR SOLANKI (ASO),,,2023-01-30T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be scanned/updated in CPGRAMS accordingly within the specified time lines. The petition is to be dealt as per guidelines issued vide Directorate OM no. 2/4/2022/Appeal/Misc./M-DG/140 dated 01.08.2022 &om no. 2/1/2022/PG/m-DG/156 dt. 10.8.2022. The guidelines are readily available on CPWD website in CPWD publications under SOP."
,,,2023-02-01T00:00:00.000+0000,,काम को पूरा कराने का कृपा करें।
PHANI BHUSHAN SINGH (ADDITIONAL DIRECTOR GENERAL DELHI),,,2023-02-02T00:00:00.000+0000,3.0, Please take necessary action to redress the petition and a suitable reply may also be sent to the petitioner and copy upload on portal within 20 days.
SAUROBH KUMAR (SUPERINTENDING ENGINEER),,,2023-02-02T00:00:00.000+0000,0.0, Please take necessary action to redress the petition and a suitable reply may also be sent to the petitioner and copy upload on portal within 20 days.
Ganga Ram (Executive Engineer),,,2023-02-02T00:00:00.000+0000,0.0, You are requested to attend the PG and complete the work of the qter at the earliest and report the compliance.
Ganga Ram (Executive Engineer),,,2023-02-08T00:00:00.000+0000,6.0," AE, Sec-4 has informed vide letter no. 23(PG)AE-II/PVMD/2022-23/279 Dt. 08-02-2023 that the complaint of tap fault work shown in your PG has been completed and you have given your consent in this regard (copy enclosed). Hence, in view of above your PG is disposed off."
SAUROBH KUMAR (SUPERINTENDING ENGINEER),,,2023-02-09T00:00:00.000+0000,1.0," AE, Sec-4 has informed vide letter no. 23(PG)AE-II/PVMD/2022-23/279 Dt. 08-02-2023 that the complaint of tap fault work shown in your PG has been completed and you have given your consent in this regard (copy enclosed). Hence, in view of above your PG is disposed off."
PHANI BHUSHAN SINGH (ADDITIONAL DIRECTOR GENERAL DELHI),,,2023-02-09T00:00:00.000+0000,0.0," AE, Sec-4 has informed vide letter no. 23(PG)AE-II/PVMD/2022-23/279 Dt. 08-02-2023 that the complaint of tap fault work shown in your PG has been completed and you have given your consent in this regard (copy enclosed). Hence, in view of above your PG is disposed off."
RAJ KUMAR SOLANKI (ASO),,,2023-02-09T00:00:00.000+0000,0.0," Action taken and the reply submitted to petitioner, hence case may be closed "
Smt. Sneh Lata (DS),,,2023-02-10T00:00:00.000+0000,1.0," Action taken and the reply submitted to the petitioner, hence case may be closed."
,,,2023-01-24T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-01T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,25.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित महोदय आख्या सेवा में सादर प्रेषित है महोदय उक्त शिकायत की जाँच की गयी, जांच आख्या सलंग्न हे, अतः उक्त शिकायत को पालिका स्तर से निक्षेपित करने का कष्ट करें"
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
AWADHESH KUMAR SINGH (RPFC I),,,2023-01-25T00:00:00.000+0000,1.0, It is to inform that the member grievance relates to correction in member detail. As per this office system record member details has been updated as per Joint Declaration submitted by member. In view of the above the grievance stands disposed off. This is for kind information please. 
Ankita (DEO),,,2023-01-25T00:00:00.000+0000,0.0," It is to inform that the member grievance relates to correction in member detail. As per this office system record member details has been updated as per Joint Declaration submitted by member. In view of the above the grievance stands disposed off. This is for kind information please.	AWADHESH KUMAR SINGH (RPFC I)	
"
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-30T00:00:00.000+0000,6.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Jharkhand"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,2.0, 
Pushpa (DATA ENTRY OPERATOR),,,2023-02-01T00:00:00.000+0000,0.0, 
ARUN KUMAR EKKA (DIRECTOR DRDA-CUM-NODAL OFFICER),,,2023-02-01T00:00:00.000+0000,0.0, यह मामला प्रधान मंत्री किसान योजना में LAND SEEDING से सम्बन्धित है .कृपया मामले की जांच कर उचित कार्रवाई के उपरांत ऑनलाइन प्रतिवेदन भेजा जाय. आवश्यकतानुसार शिकायतकर्ता के मोबाइल नंबर 9334169292 पर सम्पर्क किया जा सकता है.
RAM SUMAN RAM (C.O HUNTERGANJ),,,2023-02-03T00:00:00.000+0000,2.0, लैंड सीडिंग सफलतापूर्वक कर दिया गया है. अतः शिकायत को बंद किया जा सकता है.
ARUN KUMAR EKKA (DIRECTOR DRDA-CUM-NODAL OFFICER),,,2023-02-03T00:00:00.000+0000,0.0, लैंड सीडिंग सफलतापूर्वक कर दिया गया है. अतः शिकायत को बंद किया जा सकता है.
,,,2023-01-24T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-01T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-11T00:00:00.000+0000,10.0,"कार्मिक विभाग के शासनादेश दिनांक 09 मई 1997 में विहित व्यवस्थानुसार शिकायती प्रकरण में नियुक्ति अनुभाग अनुभाग 5 के पत्र दिनांक 30 नवम्बर, 2022 द्वारा शिकायतकर्ता से शपथपत्र एवं साक्ष्य मांगे गये हैं प्रकरण में कार्यवाही प्रक्रियाधीन है"
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
RAJAT BANSAL (Pr.CCIT),,,2023-01-25T00:00:00.000+0000,1.0," The matter pertains to PCIT-15 charge . Kindly direct the AO to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
Smt. Rajesh Bala (ITO HQ Nodal Officer CCIT-03),,,2023-01-25T00:00:00.000+0000,0.0," The matter pertains to PCIT-15 charge . Kindly direct the AO to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
S K Jha (ITO Nodal Officer PCIT-15),,,2023-01-27T00:00:00.000+0000,2.0," Kindly direct the AO W-70(1) to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
S K Jha (ITO Nodal Officer PCIT-15),,"Repeat of sl 5
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0," Kindly direct the AO W-67(1) to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
S K Jha (ITO Nodal Officer PCIT-15),,"Repeat of sl 5
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0," Kindly direct the AO W-67(1) to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
S K Jha (ITO Nodal Officer PCIT-15),,"Repeat of sl 5
 of (27-1-2023)",2023-01-27T00:00:00.000+0000,0.0," Kindly direct the AO W-67(1) to redress the grievance within 15 days time limit prescribed from the date of filing of grievance. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance."
Sh.Ravinder Singh Yadav (Addl CIT R-67),,,2023-01-27T00:00:00.000+0000,0.0," This CPGRAM partain to Ward-70(1), New Delhi "
S K Jha (ITO Nodal Officer PCIT-15),,,2023-01-28T00:00:00.000+0000,1.0," This CPGRAM partain to Ward-70(1), New Delhi"
Beenu (Additional CIT R-70),,,2023-01-30T00:00:00.000+0000,2.0, Kindly upload the final report along with documentary evidence on redressal of grievance.
Sh. V.N. Balasubramanyan (ITO W-70-1),,,2023-02-10T00:00:00.000+0000,11.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
Beenu (Additional CIT R-70),,,2023-02-13T00:00:00.000+0000,3.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
S K Jha (ITO Nodal Officer PCIT-15),,,2023-02-13T00:00:00.000+0000,0.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
Smt. Rajesh Bala (ITO HQ Nodal Officer CCIT-03),,,2023-02-13T00:00:00.000+0000,0.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
RAJAT BANSAL (Pr.CCIT),,,2023-02-13T00:00:00.000+0000,0.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
RAJAT BANSAL (Pr.CCIT),,"Repeat of sl 16
 of (13-2-2023)",2023-02-13T00:00:00.000+0000,0.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-02-14T00:00:00.000+0000,1.0, The assessee has requested for rectification of order passed under Section 143(1) of the Act in the A.Y.2021-22.The rectification rights of A.Y.2021-22 vests with CPC and therefore the CPGRAM may be transferred to CPC Bangalore.The CPGRAM may kindly be treated as settled.
Sh. Y. K. Singh (DGIT),,,2023-02-14T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Suja Menon V (Income Tax Officer CPC ITR),,,2023-06-06T00:00:00.000+0000,112.0,"Dear Sir/Madam,

 For AY 2021-22, It may please be noted that the processing of taxpayers rectification request will take some time as the same is done in batches. The processing time also depends various automated validation / checks along with tax credit matching and the time taken may vary for different taxpayers . However your grievance has been noted and once the processing is completed intimation will be sent to taxpayers registered email id. The taxpayers patience in this regard is highly appreciated.
"
Sh. Y. K. Singh (DGIT),,,2023-06-06T00:00:00.000+0000,0.0,"Dear Sir/Madam,

 For AY 2021-22, It may please be noted that the processing of taxpayers rectification request will take some time as the same is done in batches. The processing time also depends various automated validation / checks along with tax credit matching and the time taken may vary for different taxpayers . However your grievance has been noted and once the processing is completed intimation will be sent to taxpayers registered email id. The taxpayers patience in this regard is highly appreciated.
"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-06-07T00:00:00.000+0000,1.0," Grievance is too old to close

कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें। Kindly look into the matter and upload the status report at the earliest.
"
Sh. Y. K. Singh (DGIT),,,2023-06-07T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Suja Menon V (Income Tax Officer CPC ITR),,,2023-06-13T00:00:00.000+0000,6.0,"Dear Sir/Madam, 

For AY 2021-22, It may please be noted that the processing of taxpayers rectification request is in progress. The processing time also depends various automated validation / checks along with tax credit matching and the time taken may vary for different taxpayers . However your grievance has been noted and once the processing is completed intimation will be sent to taxpayers registered email id. The taxpayers patience in this regard is highly appreciated.
"
Sh. Y. K. Singh (DGIT),,,2023-06-13T00:00:00.000+0000,0.0,"Dear Sir/Madam, 

For AY 2021-22, It may please be noted that the processing of taxpayers rectification request is in progress. The processing time also depends various automated validation / checks along with tax credit matching and the time taken may vary for different taxpayers . However your grievance has been noted and once the processing is completed intimation will be sent to taxpayers registered email id. The taxpayers patience in this regard is highly appreciated.
"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-06-13T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Sh. Y. K. Singh (DGIT),,,2023-06-14T00:00:00.000+0000,1.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Dr. Pramod Kumar Meherda (Joint Secretary),,,2023-01-30T00:00:00.000+0000,6.0,"As per the information available on the web portal www.pmkisan.gov.in, Farmer land Record is not uploaded on web portal. Under PM-KISAN Scheme the responsibility to identify beneficiary and uploading their correct and verified data including land records after verification lies with the concerned State authorities. The grievance may, therefore, be transferred to concerned State Govt. Of Maharashtra"
Sunil Kumar (Under Secretary),,,2023-02-01T00:00:00.000+0000,2.0, 
Govind Mainkar (U S Retired),,,2023-02-06T00:00:00.000+0000,5.0,pmkisan
BALASAHEB RASKAR (Joint Secretary Co-Ordination),,,2023-02-07T00:00:00.000+0000,1.0, 
Eknath Dawale (Secretary Agril. Dept.),,,2023-02-07T00:00:00.000+0000,0.0, 
Mrs. Sarita Bandekar-Deshmukh (Deputy Secretary),,,2023-02-10T00:00:00.000+0000,3.0, कृपया योग्य ती कार्यवाही करावी
Mrs.Neeta Shinde (Under Secretary),,,2023-02-14T00:00:00.000+0000,4.0, सदर तक्रारीच्या अनुषंगाने आवश्यक ती कार्यवाही करावी.
Mr.Sunil Chavan (Commissioner of Agriculture),,,2023-02-15T00:00:00.000+0000,1.0, 
Mr. Ganesh Ghorpade (Deputy Commissioner),,,2023-02-28T00:00:00.000+0000,13.0, कृपया तात्काळ योग्य ती कार्यवाही करावी.
Mrs. Mosmi Barde - Chaugule (Resident Deputy Collector),,,2023-04-21T00:00:00.000+0000,52.0, Tehsil office with Land Seeding Yes for further action
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-01-24T00:00:00.000+0000,0.0,Auto Forwarded
Vivek Meena (Deputy Director),,,2023-01-26T00:00:00.000+0000,2.0," Dear Stakeholder 

Your issue has been escalated to the technical team for expediting resolution.
"
,,,2023-01-24T00:00:00.000+0000,,
,,,2023-02-17T00:00:00.000+0000,0.0,
"PGRS, Operator",,,2023-02-27T00:00:00.000+0000,10.0,Grievance received by Subordinate Organisation from Web API
"MEENA KUMARI, UNDER SECRETARY",,,2023-06-13T00:00:00.000+0000,106.0,The Commission is considering the issue
,,,2023-01-24T00:00:00.000+0000,,
Dr. Nidhi Mittal (Jt. DIT E-Services),,,2023-01-31T00:00:00.000+0000,0.0," 30 दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है, तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।	
 The grievance should be redressed within the time limit of 30 days. In case it is likely to take longer time to redress, then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance. 
"
Sh. Y. K. Singh (DGIT),,,2023-01-31T00:00:00.000+0000,0.0, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.
Suja Menon V (Income Tax Officer CPC ITR),,,2023-03-07T00:00:00.000+0000,35.0,"Dear Sir/Madam,

 It is seen from the CPC portal for the AY 2021-22,taxpayer has filed the return and CPC has processed the same determining No Demand No Refund/-.It is observed that full credit for TDS claimed was not allowed as there is mismatch in TAN entered by taxpayer AGRL10156A instead of correct TAN:AGRL10157A.The taxpayer is requested to validate the same with 26AS and file online rectification with correct details.
"
Sh. Y. K. Singh (DGIT),,,2023-03-07T00:00:00.000+0000,0.0,"Dear Sir/Madam,

 It is seen from the CPC portal for the AY 2021-22,taxpayer has filed the return and CPC has processed the same determining No Demand No Refund/-.It is observed that full credit for TDS claimed was not allowed as there is mismatch in TAN entered by taxpayer AGRL10156A instead of correct TAN:AGRL10157A.The taxpayer is requested to validate the same with 26AS and file online rectification with correct details.
"
Sh. Ramesh Chand (Jt. DIT OSD),,,2023-03-10T00:00:00.000+0000,3.0,"You are requested to take the appropriate action as suggested below within two days and confirm it on the portal, failure to do so will result in the closure of the CPGRAM. 

 Dear Sir/Madam, It is seen from the CPC portal for the AY 2021-22,taxpayer has filed the return and CPC has processed the same determining No Demand No Refund/-.It is observed that full credit for TDS claimed was not allowed as there is mismatch in TAN entered by taxpayer AGRL10156A instead of correct TAN:AGRL10157A.The taxpayer is requested to validate the same with 26AS and file online rectification with correct details."
