OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-04-03T00:00:00.000+0000,40.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
R K Gautam (Director),,,2023-04-05T00:00:00.000+0000,2.0, This matter pertains to Housing Division of MoHUA.
Smt. Sneh Lata (DS),,,2023-04-05T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-04-10T00:00:00.000+0000,5.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 10th April, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received four representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rahul Rajaram Agarwal	PMOPG/D/2023/0036940, dt. 22.02.2023
2.	Nitish Arora	PMOPG/D/2023/0037123, dt. 22.02.2023
3.	Pramod Kumar Singh	PMOPG/D/2023/0037068, dt. 22.02.2023
4.	Uttam Kumar Biswas and Sunanda Biswas	PMOPG/D/2023/0037180, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicants.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA)"
S. Mahesh Kumar (Superintending Engineer),,,2023-04-10T00:00:00.000+0000,0.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 10th April, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received four representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rahul Rajaram Agarwal	PMOPG/D/2023/0036940, dt. 22.02.2023
2.	Nitish Arora	PMOPG/D/2023/0037123, dt. 22.02.2023
3.	Pramod Kumar Singh	PMOPG/D/2023/0037068, dt. 22.02.2023
4.	Uttam Kumar Biswas and Sunanda Biswas	PMOPG/D/2023/0037180, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicants.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA)"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-03-03T00:00:00.000+0000,9.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 3rd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rekha	PMOPG/D/2023/0036984, dt. 22.02.2023
2.	Amit Bharti	PMOPG/D/2023/0037160, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Ms. Rekha, F-323, Dharm Colony, Palam Vihar Extn., Gurugram-122017 
 (Haryana)
2. Shri Amit Bharti, B-202, Ramakrishnan CGHS Ltd., Plot No. 12, Sector-23, 
 Dwarka, New Delhi-110075
"
S. Mahesh Kumar (Superintending Engineer),,,2023-03-03T00:00:00.000+0000,0.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 3rd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rekha	PMOPG/D/2023/0036984, dt. 22.02.2023
2.	Amit Bharti	PMOPG/D/2023/0037160, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Ms. Rekha, F-323, Dharm Colony, Palam Vihar Extn., Gurugram-122017 
 (Haryana)
2. Shri Amit Bharti, B-202, Ramakrishnan CGHS Ltd., Plot No. 12, Sector-23, 
 Dwarka, New Delhi-110075
"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-03-06T00:00:00.000+0000,12.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 6th March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Birbhan	PMOPG/D/2023/0037196, dt. 22.02.2023
2.	Praveen Kumar Pathak	PMOPG/D/2023/0037162, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Shri Birbhan, H.No. 679/2, Darra Khera, Thanesar, Distt.- Kurukshetra-136118 
 (Haryana) 
2. Shri Praveen Kumar Pathak, H.No. 60A, Braj Vihar Colony, GT Road, Aligarh- 
 202001 (Uttar Pradesh)
 
"
S. Mahesh Kumar (Superintending Engineer),,,2023-03-06T00:00:00.000+0000,0.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 6th March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Birbhan	PMOPG/D/2023/0037196, dt. 22.02.2023
2.	Praveen Kumar Pathak	PMOPG/D/2023/0037162, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Shri Birbhan, H.No. 679/2, Darra Khera, Thanesar, Distt.- Kurukshetra-136118 
 (Haryana) 
2. Shri Praveen Kumar Pathak, H.No. 60A, Braj Vihar Colony, GT Road, Aligarh- 
 202001 (Uttar Pradesh)
 
"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,8.0," Room No. 343-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Sonu Verma	PMOPG/D/2023/0037167, dt. 22.02.2023
2.	ABY P ALEX and ASHA ABY	PMOPG/D/2023/0037174, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-
1. Shri Sonu Verma, Flat No. A11, C38, Seven Seas Apartment Street No. 10 
 Chattarpur Enclave Phase-2, New Delhi-110074

2. Shri ABY P Alex and Asha ABY,
"
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,0.0," Room No. 343-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Sonu Verma	PMOPG/D/2023/0037167, dt. 22.02.2023
2.	ABY P ALEX and ASHA ABY	PMOPG/D/2023/0037174, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-
1. Shri Sonu Verma, Flat No. A11, C38, Seven Seas Apartment Street No. 10 
 Chattarpur Enclave Phase-2, New Delhi-110074

2. Shri ABY P Alex and Asha ABY, "
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,8.0," Room No. 343-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Sonu Verma	PMOPG/D/2023/0037167, dt. 22.02.2023
2.	ABY P ALEX and ASHA ABY	PMOPG/D/2023/0037174, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-
1. Shri Sonu Verma, Flat No. A11, C38, Seven Seas Apartment Street No. 10 
 Chattarpur Enclave Phase-2, New Delhi-110074

2. Shri ABY P Alex and Asha ABY, 
"
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,0.0," Room No. 343-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Sonu Verma	PMOPG/D/2023/0037167, dt. 22.02.2023
2.	ABY P ALEX and ASHA ABY	PMOPG/D/2023/0037174, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-
1. Shri Sonu Verma, Flat No. A11, C38, Seven Seas Apartment Street No. 10 
 Chattarpur Enclave Phase-2, New Delhi-110074

2. Shri ABY P Alex and Asha ABY, Flat No. 101, RZ-F1-335, Street No. 3, Mahavir 
 Enclave, New Delhi - 110045 
"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-04-03T00:00:00.000+0000,40.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
R K Gautam (Director),,,2023-04-05T00:00:00.000+0000,2.0," This matter pertains to Housing Division of MoHUA.

"
Smt. Sneh Lata (DS),,,2023-04-05T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-04-10T00:00:00.000+0000,5.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 10th April, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received four representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rahul Rajaram Agarwal	PMOPG/D/2023/0036940, dt. 22.02.2023
2.	Nitish Arora	PMOPG/D/2023/0037123, dt. 22.02.2023
3.	Pramod Kumar Singh	PMOPG/D/2023/0037068, dt. 22.02.2023
4.	Uttam Kumar Biswas and Sunanda Biswas	PMOPG/D/2023/0037180, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicants.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA)"
S. Mahesh Kumar (Superintending Engineer),,,2023-04-10T00:00:00.000+0000,0.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 10th April, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received four representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Rahul Rajaram Agarwal	PMOPG/D/2023/0036940, dt. 22.02.2023
2.	Nitish Arora	PMOPG/D/2023/0037123, dt. 22.02.2023
3.	Pramod Kumar Singh	PMOPG/D/2023/0037068, dt. 22.02.2023
4.	Uttam Kumar Biswas and Sunanda Biswas	PMOPG/D/2023/0037180, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicants.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA)"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,8.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Mahipal Singh Kaira	PMOPG/D/2023/0037183, dt. 22.02.2023
2.	Sunil Kumar	PMOPG/D/2023/0036806, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Shri Mahipal Singh Kaira, A-16, Kesho Ram Park Near Bindapur, DDA Flats, 
 Powerhouse, Uttam Nagar, New Delhi-110059
2. Shri Sunil Kumar, G-29, Gali No. 2, Shastri Park, New Delhi-110053 
 
"
S. Mahesh Kumar (Superintending Engineer),,,2023-03-02T00:00:00.000+0000,0.0," Room No. 220-C, Nirman Bhawan, 
New Delhi-110011
Dated the 2nd March, 2023
To,
 The Director General,
Directorate of Town & Country Planning, 
Government of Haryana, 
SCO-71-75, 2nd Floor, Plot No. 3, Sector-18A, 
Madhya Marg, Chandigarh -160018
Tel: 0172-2549851/2548475, Email ID: tcpharyana7@gmail.com

Sub.: Online complaints against developer & promoter received Individual 
 through Central Public Grievance Portal (CPGRAMS).

Sir,
	 I am directed to inform that the Ministry of Housing and Urban Affairs has received two representations through the Central Public Grievance Portal (CPGRAMS) as given below:-
SN.	Name (Sh./ Smt.)	Grievance No. & Date
1.	Mahipal Singh Kaira	PMOPG/D/2023/0037183, dt. 22.02.2023
2.	Sunil Kumar	PMOPG/D/2023/0036806, dt. 22.02.2023

 			The State Government of Haryana is the ‘appropriate Government’, as defined under the Real Estate Act, 2016, to implement the Act and also to frame Rules under the Act for the State of Haryana.
	2.	Moreover, “Land & Colonization” being State subjects, it is, therefore, requested that the representations may please be looked into for further appropriate action and a suitable response sent to the applicans.
Encl: As above.
Yours faithfully,


(Sailesh Jogiani)
Under Secretary (Housing)
Tel.: 2306 2252
 Email ID: housingministry747 @gmail.com
Copy for necessary action to: 

The Chairperson, Haryana Real Estate Regulatory Authority (HaRERA), Gurugram, Ground Floor, New PWD Rest House, Civil Lines, Gurugram-122001(Haryana) Tel: 0124-2891032, Email: kkchairmanharera @gmail.com/ hareragurugram@gmail.com

Copy for information to:-

1. Shri Mahipal Singh Kaira, A-16, Kesho Ram Park Near Bindapur, DDA Flats, 
 Powerhouse, Uttam Nagar, New Delhi-110059
2. Shri Sunil Kumar, G-29, Gali No. 2, Shastri Park, New Delhi-110053 
 
"
,,,2023-02-22T00:00:00.000+0000,,
,,,2023-02-22T00:00:00.000+0000,0.0,
Smt. Sneh Lata (DS),,,2023-02-22T00:00:00.000+0000,0.0," A petition received through CPGRAMS, which is self-explanatory, is transferred online for appropriate action at your end. Action taken on the petition may please be communicated to the petitioner directly and the same may also be updated in CPGRAMS."
